HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457449.77169,2016-03-02.2712947,bb,1.66,16.928,15.022,0.038,3.758,0.130,V
2457449.77294,2016-03-02.2725430,bb,1.63,16.813,14.960,0.040,3.979,0.145,V
2457451.79943,2016-03-04.2992317,bb,1.73,16.745,15.012,0.044,3.794,0.154,V
2457451.80069,2016-03-04.3004885,bb,1.71,16.816,15.005,0.041,3.820,0.144,V
2457451.80194,2016-03-04.3017363,bb,1.73,16.789,15.111,0.047,3.463,0.148,V
2457453.78783,2016-03-06.2878234,bb,1.78,16.797,15.069,0.044,3.601,0.147,V
2457453.78908,2016-03-06.2890775,bb,1.79,16.824,15.036,0.042,3.713,0.143,V
2457453.79034,2016-03-06.2903409,bb,1.73,16.790,14.954,0.040,4.000,0.148,V
2457458.78336,2016-03-11.2838464,bb,1.81,16.808,15.069,0.044,3.599,0.145,V
2457458.78461,2016-03-11.2850993,bb,1.72,16.680,15.205,0.056,3.178,0.163,V
2457458.78586,2016-03-11.2863496,bb,1.73,16.759,15.026,0.044,3.746,0.152,V
2457467.74023,2016-03-20.2415912,bb,2.00,16.152,14.930,0.071,4.091,0.266,V
2457467.74147,2016-03-20.2428310,bb,1.75,16.221,15.068,0.076,3.603,0.249,V
2457467.74272,2016-03-20.2440722,bb,1.86,16.263,15.072,0.073,3.592,0.240,V
2457476.72242,2016-03-29.2246151,bb,2.31,15.671,15.221,0.145,3.128,0.414,V
2457476.72367,2016-03-29.2258651,bb,2.33,15.950,15.012,0.092,3.794,0.320,V
2457476.72493,2016-03-29.2271232,bb,2.27,16.037,14.896,0.077,4.224,0.296,V
2457606.11400,2016-08-05.6171087,bb,2.19,16.637,15.023,0.049,3.755,0.170,V
2457606.11526,2016-08-05.6183622,bb,2.24,16.582,14.977,0.050,3.918,0.179,V
2457606.11652,2016-08-05.6196313,bb,2.20,16.531,15.046,0.056,3.676,0.188,V
2457609.11135,2016-08-08.6142074,bb,1.68,16.701,15.033,0.047,3.724,0.160,V
2457612.10290,2016-08-11.6055052,bb,1.67,16.715,15.077,0.048,3.576,0.158,V
2457612.10415,2016-08-11.6067597,bb,1.73,16.679,14.934,0.044,4.079,0.164,V
2457612.10541,2016-08-11.6080108,bb,1.71,16.685,15.039,0.048,3.702,0.163,V
2457617.09321,2016-08-16.5953729,bb,1.75,16.481,15.017,0.057,3.777,0.197,V
2457617.09446,2016-08-16.5966240,bb,1.74,16.606,14.994,0.050,3.858,0.175,V
2457617.09571,2016-08-16.5978773,bb,1.63,16.596,15.094,0.055,3.516,0.177,V
2457619.08440,2016-08-18.5863836,bb,1.98,15.916,15.046,0.098,3.675,0.330,V
2457619.08566,2016-08-18.5876413,bb,1.87,15.841,14.876,0.090,4.302,0.354,V
2457619.08691,2016-08-18.5888896,bb,1.91,15.826,14.918,0.095,4.137,0.359,V
2457620.11175,2016-08-19.6136421,bb,2.01,16.119,14.931,0.073,4.087,0.274,V
2457620.11301,2016-08-19.6149018,bb,1.70,16.266,15.029,0.070,3.737,0.239,V
2457620.11429,2016-08-19.6161768,bb,1.73,16.141,15.054,0.080,3.651,0.268,V
2457630.08636,2016-08-29.5873136,bb,1.70,16.699,14.942,0.043,4.049,0.161,V
2457630.08761,2016-08-29.5885694,bb,1.69,16.686,15.018,0.047,3.774,0.163,V
2457630.08888,2016-08-29.5898325,bb,1.73,16.752,15.003,0.044,3.828,0.153,V
2457638.07800,2016-09-06.5781896,bb,1.66,16.773,15.034,0.044,3.717,0.150,V
2457638.07926,2016-09-06.5794412,bb,1.68,16.810,15.020,0.042,3.768,0.145,V
2457638.08051,2016-09-06.5806906,bb,1.73,16.754,14.998,0.043,3.844,0.153,V
2457644.02525,2016-09-12.5248601,bb,1.78,16.824,14.944,0.039,4.039,0.144,V
2457644.02651,2016-09-12.5261151,bb,1.76,16.674,14.971,0.045,3.942,0.165,V
2457644.02777,2016-09-12.5273783,bb,1.86,16.640,14.947,0.046,4.028,0.170,V
2457658.05159,2016-09-26.5498591,bb,1.78,16.705,14.947,0.043,4.028,0.160,V
2457658.05284,2016-09-26.5511178,bb,1.74,16.845,15.010,0.040,3.799,0.141,V
2457658.05411,2016-09-26.5523820,bb,1.71,16.717,15.005,0.045,3.818,0.158,V
2457662.06436,2016-09-30.5622640,bb,1.78,15.644,15.117,0.135,3.446,0.424,V
2457662.06562,2016-09-30.5635278,bb,1.74,15.904,14.887,0.086,4.256,0.334,V
2457662.06686,2016-09-30.5647704,bb,1.67,16.304,15.066,0.070,3.611,0.231,V
2457664.10868,2016-10-02.6064008,bb,1.69,15.693,14.999,0.116,3.839,0.406,V
2457664.10996,2016-10-02.6076891,bb,1.74,15.797,15.009,0.106,3.806,0.368,V
2457664.11121,2016-10-02.6089400,bb,1.73,15.497,14.856,0.121,4.381,0.486,V
2457668.08418,2016-10-06.5815577,bb,1.97,16.680,15.014,0.047,3.786,0.164,V
2457668.08545,2016-10-06.5828229,bb,1.98,16.712,15.008,0.046,3.807,0.159,V
2457668.08670,2016-10-06.5840741,bb,1.97,16.742,14.964,0.043,3.964,0.155,V
2457669.99585,2016-10-08.4930629,bb,1.66,16.588,15.033,0.052,3.723,0.178,V
2457669.99710,2016-10-08.4943178,bb,1.55,16.384,14.840,0.053,4.445,0.215,V
2457669.99837,2016-10-08.4955813,bb,1.59,16.536,14.990,0.053,3.874,0.187,V
2457670.94638,2016-10-09.4435168,bb,1.67,16.808,15.003,0.041,3.826,0.146,V
2457670.94763,2016-10-09.4447701,bb,1.75,16.688,15.011,0.047,3.797,0.162,V
2457670.94889,2016-10-09.4460228,bb,1.69,16.782,15.024,0.043,3.752,0.149,V
2457672.03286,2016-10-10.5299056,bb,1.81,16.822,15.038,0.042,3.706,0.144,V
2457672.03413,2016-10-10.5311696,bb,1.74,16.814,15.068,0.044,3.604,0.145,V
2457672.03540,2016-10-10.5324483,bb,1.70,16.786,15.011,0.043,3.799,0.149,V
2457673.93704,2016-10-12.4339306,bb,1.64,16.306,15.017,0.067,3.776,0.231,V
2457673.93830,2016-10-12.4351848,bb,1.76,16.396,14.998,0.060,3.842,0.212,V
2457673.93954,2016-10-12.4364270,bb,1.69,16.261,14.935,0.065,4.070,0.241,V
2457676.92936,2016-10-15.4260074,bb,2.01,14.214,>14.214,99.990,6.576,1.584,V
2457677.92766,2016-10-16.4242302,bb,2.04,15.666,14.889,0.107,4.249,0.416,V
2457677.92891,2016-10-16.4254840,bb,2.04,15.847,15.118,0.112,3.440,0.352,V
2457677.93016,2016-10-16.4267388,bb,2.06,15.678,14.878,0.105,4.291,0.411,V
2457685.12686,2016-10-23.6229027,bb,2.05,16.550,14.925,0.049,4.110,0.185,V
2457685.12811,2016-10-23.6241548,bb,2.05,16.606,15.185,0.059,3.234,0.175,V
2457685.12936,2016-10-23.6254069,bb,2.09,16.487,14.939,0.053,4.058,0.196,V
2457688.02627,2016-10-26.5221262,bb,1.83,16.833,15.059,0.043,3.633,0.142,V
2457688.02752,2016-10-26.5233665,bb,1.62,16.799,15.087,0.045,3.541,0.147,V
2457688.02876,2016-10-26.5246133,bb,1.72,16.821,15.027,0.042,3.744,0.144,V
2457690.99134,2016-10-29.4869995,bb,1.94,16.857,14.919,0.037,4.132,0.139,V
2457690.99259,2016-10-29.4882506,bb,1.97,16.808,15.008,0.042,3.809,0.146,V
2457690.99384,2016-10-29.4895078,bb,1.99,16.785,14.989,0.042,3.876,0.149,V
2457696.06178,2016-11-03.5571523,bb,1.74,16.949,15.185,0.043,3.234,0.128,V
2457696.06305,2016-11-03.5584140,bb,1.65,17.000,15.148,0.040,3.348,0.122,V
2457696.06432,2016-11-03.5596827,bb,1.74,16.957,15.202,0.043,3.184,0.127,V
2457699.86700,2016-11-07.3621701,bb,1.61,16.516,14.887,0.049,4.256,0.191,V
2457699.86826,2016-11-07.3634255,bb,1.67,16.537,15.074,0.057,3.581,0.187,V
2457699.86951,2016-11-07.3646770,bb,1.78,16.552,15.081,0.056,3.560,0.184,V
2457700.88636,2016-11-08.3814788,bb,1.84,16.559,15.089,0.057,3.532,0.183,V
2457700.88761,2016-11-08.3827278,bb,1.85,16.408,14.979,0.059,3.912,0.210,V
2457700.88888,2016-11-08.3839968,bb,1.96,16.423,15.035,0.061,3.712,0.207,V
2457701.95804,2016-11-09.4531122,bb,1.78,16.624,14.944,0.047,4.038,0.172,V
2457701.95930,2016-11-09.4543670,bb,1.79,16.649,15.040,0.050,3.699,0.168,V
2457701.96056,2016-11-09.4556304,bb,1.74,16.509,14.944,0.052,4.039,0.191,V
2457704.85873,2016-11-12.3536738,bb,1.93,16.262,>16.262,99.990,1.132,0.240,V
