MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1138074028634,14.037,0.054,257.36215,37.59014,53557.32700,0
1138074028634,14.030,0.054,257.36218,37.59009,53557.33111,0
1138074028634,14.032,0.054,257.36218,37.59013,53557.33525,0
1138074028634,14.044,0.054,257.36215,37.59013,53557.33941,0
1138074028634,14.031,0.054,257.36215,37.59011,53562.24492,0
1138074028634,14.026,0.054,257.36217,37.59013,53562.25196,0
1138074028634,14.021,0.054,257.36218,37.59012,53562.25907,0
1138074028634,14.023,0.054,257.36217,37.59011,53562.26611,0
1138074028634,14.005,0.054,257.36218,37.59012,53526.39831,0
1138074028634,14.009,0.054,257.36216,37.59013,53526.40801,0
1138074028634,14.019,0.054,257.36217,37.59012,53526.41776,0
1138074028634,14.014,0.054,257.36218,37.59013,53526.42755,0
1138074028634,14.018,0.054,257.36217,37.59012,53534.31583,0
1138074028634,14.020,0.054,257.36217,37.59012,53534.32433,0
1138074028634,14.022,0.054,257.36217,37.59012,53534.33272,0
1138074028634,14.018,0.054,257.36217,37.59014,53534.34103,0
1138074028634,14.038,0.054,257.36216,37.59013,53549.25718,0
1138074028634,14.037,0.054,257.36215,37.59014,53549.26376,0
1138074028634,14.027,0.054,257.36218,37.59013,53549.27031,0
1138074028634,14.030,0.054,257.36217,37.59013,53549.27687,0
1138074028634,13.985,0.054,257.36215,37.59014,53688.06093,0
1138074028634,14.029,0.054,257.36218,37.59014,53688.06630,0
1138074028634,13.996,0.054,257.36217,37.59010,53688.07171,0
1138074028634,13.995,0.054,257.36219,37.59011,53688.07709,0
1138074028634,14.013,0.054,257.36218,37.59013,53694.06422,0
1138074028634,14.024,0.054,257.36220,37.59012,53694.06750,0
1138074028634,14.024,0.054,257.36220,37.59016,53694.07084,0
1138074028634,14.022,0.054,257.36216,37.59011,53694.07403,0
1138074028634,14.284,0.055,257.36216,37.59012,53644.13750,0
1138074028634,14.309,0.055,257.36219,37.59014,53644.14405,0
1138074028634,14.327,0.056,257.36219,37.59014,53644.15058,0
1138074028634,14.341,0.056,257.36213,37.59013,53644.15713,0
1138074028634,14.006,0.055,257.36216,37.59013,53657.12014,0
1138074028634,14.025,0.055,257.36216,37.59013,53657.12656,0
1138074028634,14.004,0.055,257.36218,37.59010,53657.13291,0
1138074028634,14.021,0.054,257.36216,37.59014,53673.07790,0
1138074028634,14.018,0.054,257.36217,37.59014,53673.08282,0
1138074028634,14.026,0.054,257.36217,37.59012,53673.08771,0
1138074028634,14.013,0.054,257.36218,37.59013,53673.09259,0
1138074028634,14.006,0.055,257.36218,37.59011,53627.14661,0
1138074028634,14.015,0.055,257.36217,37.59012,53627.15363,0
1138074028634,14.011,0.055,257.36215,37.59012,53627.16065,0
1138074028634,14.017,0.055,257.36217,37.59013,53627.16765,0
1138074028634,14.028,0.054,257.36218,37.59015,53848.40030,0
1138074028634,14.025,0.054,257.36215,37.59013,53848.41135,0
1138074028634,14.031,0.054,257.36216,37.59012,53848.42262,0
1138074028634,14.026,0.054,257.36217,37.59013,53848.43424,0
1138074028634,14.026,0.054,257.36217,37.59013,53855.44276,0
1138074028634,14.034,0.054,257.36215,37.59013,53855.45017,0
1138074028634,14.024,0.054,257.36216,37.59012,53855.45728,0
1138074028634,14.029,0.054,257.36218,37.59013,53855.46389,0
1138074028634,14.247,0.070,257.36217,37.59013,53891.32156,0
1138074028634,14.222,0.072,257.36221,37.59011,53891.32313,0
1138074028634,14.235,0.072,257.36220,37.59012,53891.32462,0
1138074028634,14.238,0.072,257.36220,37.59012,53891.32606,0
1138074028634,13.910,0.068,257.36215,37.59013,53900.31651,0
1138074028634,13.936,0.068,257.36222,37.59013,53900.31750,0
1138074028634,13.934,0.068,257.36217,37.59010,53900.31849,0
1138074028634,13.929,0.068,257.36212,37.59007,53900.31945,0
1138074028634,14.037,0.054,257.36218,37.59011,53796.47610,0
1138074028634,14.037,0.054,257.36216,37.59013,53796.48255,0
1138074028634,14.030,0.054,257.36217,37.59013,53796.48902,0
1138074028634,14.033,0.054,257.36217,37.59014,53796.49550,0
1138074028634,14.021,0.054,257.36218,37.59011,53883.41097,0
1138074028634,14.030,0.054,257.36220,37.59012,53883.41838,0
1138074028634,14.021,0.054,257.36218,37.59012,53883.42578,0
1138074028634,14.020,0.054,257.36217,37.59012,53883.43316,0
1138074028634,14.018,0.054,257.36218,37.59012,54037.08985,0
1138074028634,14.028,0.054,257.36216,37.59011,54037.09465,0
1138074028634,14.017,0.054,257.36222,37.59015,54037.09949,0
1138074028634,14.005,0.054,257.36223,37.59012,54037.10433,0
1138074028634,14.007,0.054,257.36218,37.59012,53995.16103,0
1138074028634,14.017,0.054,257.36218,37.59012,53995.17063,0
1138074028634,14.013,0.054,257.36219,37.59012,53995.18024,0
1138074028634,14.016,0.054,257.36215,37.59013,53995.18984,0
1138074028634,14.018,0.056,257.36216,37.59012,54007.10505,0
1138074028634,14.017,0.055,257.36216,37.59012,54007.10675,0
1138074028634,14.025,0.055,257.36216,37.59014,54007.10843,0
1138074028634,14.019,0.056,257.36218,37.59013,54007.11011,0
1138074028634,14.021,0.054,257.36217,37.59012,54208.44448,0
1138074028634,14.021,0.054,257.36217,37.59013,54208.45358,0
1138074028634,14.016,0.054,257.36216,37.59011,54208.46346,0
1138074028634,14.026,0.054,257.36216,37.59011,54208.47292,0
1138074028634,14.011,0.054,257.36216,37.59012,54216.35161,0
1138074028634,14.005,0.054,257.36215,37.59012,54216.35820,0
1138074028634,14.007,0.054,257.36216,37.59012,54216.36491,0
1138074028634,14.013,0.054,257.36215,37.59012,54216.37148,0
1138074028634,14.021,0.054,257.36216,37.59015,54157.45052,0
1138074028634,14.024,0.054,257.36216,37.59013,54157.45975,0
1138074028634,14.016,0.054,257.36215,37.59013,54157.46903,0
1138074028634,14.017,0.054,257.36215,37.59013,54157.47827,0
1138074028634,14.093,0.054,257.36216,37.59012,54295.26528,0
1138074028634,14.104,0.054,257.36217,37.59010,54295.26955,0
1138074028634,14.118,0.055,257.36216,37.59015,54295.27383,0
1138074028634,14.051,0.055,257.36216,37.59012,54295.27811,0
1138074028634,14.057,0.054,257.36217,37.59012,54261.32532,0
1138074028634,14.040,0.054,257.36217,37.59013,54261.33375,0
1138074028634,14.030,0.054,257.36216,37.59012,54261.34198,0
1138074028634,14.022,0.054,257.36218,37.59011,54261.35017,0
1138074028634,14.030,0.054,257.36211,37.59011,54270.41517,0
1138074028634,14.041,0.054,257.36217,37.59012,54270.42002,0
1138074028634,14.023,0.054,257.36223,37.59012,54270.42484,0
1138074028634,14.032,0.054,257.36215,37.59014,54270.42968,0
1138074028634,14.017,0.054,257.36217,37.59014,54279.33834,0
1138074028634,14.033,0.054,257.36216,37.59014,54279.34483,0
1138074028634,14.022,0.054,257.36216,37.59011,54279.35131,0
1138074028634,14.022,0.054,257.36219,37.59013,54279.35778,0
1138074028634,14.006,0.054,257.36214,37.59012,54177.42308,0
1138074028634,14.025,0.054,257.36216,37.59014,54177.43198,0
1138074028634,14.010,0.054,257.36216,37.59012,54177.44093,0
1138074028634,14.015,0.054,257.36217,37.59014,54177.45059,0
1138074028634,14.004,0.055,257.36217,37.59012,54228.41881,0
1138074028634,14.001,0.055,257.36216,37.59013,54228.42728,0
1138074028634,14.003,0.055,257.36214,37.59014,54228.43503,0
1138074028634,14.007,0.055,257.36220,37.59012,54228.44246,0
1138074028634,14.015,0.054,257.36218,37.59012,54235.30662,0
1138074028634,14.032,0.054,257.36217,37.59012,54235.31203,0
1138074028634,14.016,0.054,257.36217,37.59012,54235.31744,0
1138074028634,14.020,0.054,257.36218,37.59012,54235.32285,0
1138074028634,14.013,0.054,257.36217,37.59010,54246.35349,0
1138074028634,14.015,0.054,257.36215,37.59012,54246.36326,0
1138074028634,14.012,0.054,257.36215,37.59014,54246.37273,0
1138074028634,14.008,0.054,257.36217,37.59012,54246.38180,0
1138074028634,13.995,0.054,257.36216,37.59012,54406.07913,0
1138074028634,13.989,0.054,257.36216,37.59012,54406.08342,0
1138074028634,13.997,0.054,257.36218,37.59012,54406.08774,0
1138074028634,13.997,0.054,257.36218,37.59012,54406.09204,0
1138074028634,14.015,0.054,257.36218,37.59011,54419.06655,0
1138074028634,14.003,0.054,257.36221,37.59012,54419.07197,0
1138074028634,14.004,0.054,257.36220,37.59012,54419.07735,0
1138074028634,14.008,0.054,257.36222,37.59011,54419.08277,0
1138074028634,13.989,0.054,257.36217,37.59011,54385.10740,0
1138074028634,13.981,0.054,257.36219,37.59012,54385.11174,0
1138074028634,13.991,0.054,257.36218,37.59010,54385.11609,0
1138074028634,14.003,0.054,257.36219,37.59011,54385.12038,0
1138074028634,13.992,0.054,257.36219,37.59011,54358.18809,0
1138074028634,13.998,0.054,257.36217,37.59013,54358.19348,0
1138074028634,13.987,0.054,257.36219,37.59012,54358.19885,0
1138074028634,13.989,0.054,257.36217,37.59012,54358.20421,0
1138074028634,14.019,0.054,257.36215,37.59011,54568.34935,0
1138074028634,14.012,0.054,257.36216,37.59012,54568.35918,0
1138074028634,14.020,0.054,257.36219,37.59012,54568.36898,0
1138074028634,14.015,0.054,257.36217,37.59012,54568.37877,0
1138074028634,14.007,0.054,257.36215,37.59009,54584.28765,0
1138074028634,14.018,0.054,257.36217,37.59011,54584.29526,0
1138074028634,14.013,0.054,257.36217,37.59012,54584.30305,0
1138074028634,14.015,0.054,257.36213,37.59013,54584.31069,0
1138074028634,14.001,0.054,257.36216,37.59011,54525.51352,0
1138074028634,14.006,0.054,257.36215,37.59012,54525.51952,0
1138074028634,14.007,0.054,257.36217,37.59012,54525.52551,0
1138074028634,14.000,0.054,257.36218,37.59011,54525.53155,0
1138074028634,14.012,0.054,257.36219,37.59011,54626.34836,0
1138074028634,14.019,0.054,257.36217,37.59012,54626.35563,0
1138074028634,14.011,0.054,257.36218,37.59012,54626.36290,0
1138074028634,14.009,0.054,257.36215,37.59011,54626.37019,0
1138074028634,14.021,0.054,257.36219,37.59012,54641.38564,0
1138074028634,14.015,0.054,257.36220,37.59012,54641.39116,0
1138074028634,14.014,0.054,257.36217,37.59014,54641.39664,0
1138074028634,14.022,0.054,257.36221,37.59013,54641.40213,0
1138074028634,14.016,0.054,257.36218,37.59013,54531.48068,0
1138074028634,14.024,0.054,257.36217,37.59012,54531.48839,0
1138074028634,14.021,0.054,257.36218,37.59012,54531.49613,0
1138074028634,14.028,0.054,257.36216,37.59011,54531.50402,0
1138074028634,14.007,0.054,257.36212,37.59014,54548.44408,0
1138074028634,14.027,0.054,257.36215,37.59013,54548.45076,0
1138074028634,14.018,0.054,257.36214,37.59012,54548.45751,0
1138074028634,14.028,0.054,257.36215,37.59012,54548.46426,0
1138074028634,14.386,0.057,257.36214,37.59010,54592.40636,0
1138074028634,14.411,0.057,257.36214,37.59012,54592.41192,0
1138074028634,14.414,0.057,257.36218,37.59013,54592.41758,0
1138074028634,14.408,0.057,257.36213,37.59012,54592.42320,0
1138074028634,14.037,0.055,257.36218,37.59010,54598.35651,0
1138074028634,14.012,0.055,257.36217,37.59011,54598.36241,0
1138074028634,14.012,0.054,257.36217,37.59012,54598.36826,0
1138074028634,13.998,0.054,257.36216,37.59012,54598.37474,0
1138074028634,14.106,0.054,257.36214,37.59010,54741.13441,0
1138074028634,14.163,0.054,257.36215,37.59011,54942.35334,0
1138074028634,14.168,0.054,257.36215,37.59011,54942.35883,0
1138074028634,14.187,0.054,257.36215,37.59011,54942.36426,0
1138074028634,14.196,0.054,257.36216,37.59012,54942.36967,0
1138074028634,13.976,0.056,257.36216,37.59014,55063.23600,0
1138074028634,13.994,0.056,257.36219,37.59011,55063.24184,0
1138074028634,13.984,0.056,257.36216,37.59012,55063.24762,0
1138074028634,13.996,0.056,257.36220,37.59009,55063.25351,0
1138074028634,14.040,0.054,257.36216,37.59011,54890.51953,0
1138074028634,14.005,0.054,257.36218,37.59011,54890.52286,0
1138074028634,14.022,0.054,257.36216,37.59011,54890.52617,0
1138074028634,14.012,0.054,257.36217,37.59011,54890.52948,0
1138074028634,13.995,0.056,257.36216,37.59011,55034.18859,0
1138074028634,14.014,0.056,257.36216,37.59010,55034.19264,0
1138074028634,14.008,0.056,257.36218,37.59013,55034.19676,0
1138074028634,14.006,0.056,257.36218,37.59010,55034.20091,0
1138074028634,13.988,0.054,257.36213,37.59013,55003.20571,0
1138074028634,14.017,0.054,257.36215,37.59013,55003.21118,0
1138074028634,13.990,0.054,257.36215,37.59011,55003.21504,0
1138074028634,14.001,0.054,257.36218,37.59011,55003.22686,0
1138074028634,14.008,0.055,257.36216,37.59013,54919.42398,0
1138074028634,13.994,0.056,257.36217,37.59013,54919.42764,0
1138074028634,14.004,0.054,257.36215,37.59012,54920.41932,0
1138074028634,14.011,0.054,257.36214,37.59014,54920.42790,0
1138074028634,13.997,0.054,257.36215,37.59012,54920.43653,0
1138074028634,14.010,0.054,257.36215,37.59012,54920.44490,0
1138074028634,13.997,0.055,257.36214,37.59011,54955.32829,0
1138074028634,14.023,0.055,257.36217,37.59013,54955.33410,0
1138074028634,13.984,0.055,257.36214,37.59010,54955.33995,0
1138074028634,14.004,0.055,257.36215,37.59012,54955.34580,0
1138074028634,14.015,0.054,257.36216,37.59012,54967.41903,0
1138074028634,13.999,0.054,257.36218,37.59010,54967.42583,0
1138074028634,14.010,0.054,257.36217,37.59011,54967.43260,0
1138074028634,14.018,0.054,257.36215,37.59011,54967.43935,0
1138074028634,13.998,0.054,257.36217,37.59011,54979.35642,0
1138074028634,14.003,0.054,257.36217,37.59015,54979.36363,0
