HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455968.88526,2012-02-11.3830547,bb,2.02,16.671,14.574,0.032,5.680,0.166,V
2455968.88700,2012-02-11.3847998,bb,2.00,16.537,14.658,0.039,5.258,0.187,V
2455968.88880,2012-02-11.3865942,bb,1.99,16.535,14.652,0.039,5.283,0.187,V
2455972.89524,2012-02-15.3934052,bb,2.04,16.764,14.554,0.029,5.784,0.152,V
2455972.89715,2012-02-15.3953152,bb,2.02,16.646,14.621,0.034,5.440,0.170,V
2456000.79409,2012-03-14.2949527,bb,1.99,16.907,14.607,0.026,5.511,0.134,V
2456000.79598,2012-03-14.2968479,bb,1.69,16.812,14.531,0.027,5.913,0.147,V
2456016.75723,2012-03-30.2595914,ba,2.01,16.299,14.591,0.045,5.592,0.234,V
2456016.75895,2012-03-30.2613046,ba,2.01,16.379,14.544,0.040,5.838,0.218,V
2457007.90200,2014-12-16.3960925,bb,1.73,16.765,14.637,0.031,5.362,0.152,V
2457007.90345,2014-12-16.3975465,bb,1.73,16.717,14.644,0.032,5.326,0.158,V
2457010.91662,2014-12-19.4107675,bb,2.02,16.700,14.603,0.032,5.530,0.161,V
2457011.91072,2014-12-20.4048922,bb,2.07,16.674,14.644,0.034,5.325,0.165,V
2457011.91219,2014-12-20.4063611,bb,2.09,16.630,14.661,0.036,5.239,0.171,V
2457021.89325,2014-12-30.3877356,bb,2.17,16.392,14.689,0.046,5.110,0.213,V
2457021.89473,2014-12-30.3892245,bb,2.19,16.291,14.652,0.048,5.284,0.234,V
2457037.85612,2015-01-15.3514186,bb,1.74,16.811,14.655,0.030,5.276,0.145,V
2457037.85753,2015-01-15.3528348,bb,1.72,16.759,14.638,0.031,5.358,0.152,V
2457039.85125,2015-01-17.3466814,bb,1.68,16.773,14.596,0.029,5.564,0.150,V
2457039.85265,2015-01-17.3480831,bb,1.68,16.774,14.612,0.030,5.484,0.151,V
2457042.89697,2015-01-20.3926015,bb,1.79,16.715,14.627,0.032,5.408,0.159,V
2457042.89836,2015-01-20.3939973,bb,1.99,16.628,14.646,0.035,5.317,0.172,V
2457045.83966,2015-01-23.3354988,bb,1.72,16.697,14.601,0.032,5.544,0.161,V
2457045.84105,2015-01-23.3368940,bb,1.54,16.722,14.645,0.032,5.321,0.158,V
2457047.83669,2015-01-25.3326769,bb,1.90,16.623,14.675,0.036,5.171,0.173,V
2457047.83808,2015-01-25.3340682,bb,1.65,16.692,14.719,0.035,4.973,0.162,V
2457054.82563,2015-02-01.3221656,bb,2.09,15.948,14.593,0.063,5.580,0.321,V
2457054.82703,2015-02-01.3235706,bb,2.08,15.951,14.628,0.065,5.406,0.320,V
2457061.81784,2015-02-08.3149822,bb,1.74,16.670,14.600,0.032,5.546,0.166,V
2457061.81925,2015-02-08.3163843,bb,1.86,16.694,14.577,0.031,5.661,0.162,V
2457069.80433,2015-02-16.3021791,bb,2.07,16.696,14.668,0.034,5.204,0.161,V
2457069.80572,2015-02-16.3035717,bb,2.08,16.684,14.591,0.032,5.591,0.163,V
2457070.80617,2015-02-17.3040956,bb,2.09,16.713,14.663,0.033,5.231,0.159,V
2457070.80757,2015-02-17.3054979,bb,2.14,16.685,14.683,0.035,5.135,0.163,V
2457075.78949,2015-02-22.2879168,bb,1.70,16.021,14.602,0.059,5.536,0.300,V
2457075.79092,2015-02-22.2893312,bb,1.99,16.120,14.596,0.054,5.564,0.274,V
2457083.85189,2015-03-02.3511020,bb,2.23,15.678,14.546,0.077,5.829,0.412,V
2457083.85331,2015-03-02.3525204,bb,2.24,16.083,14.676,0.060,5.169,0.283,V
2457095.77405,2015-03-14.2744253,bb,1.99,16.531,14.618,0.038,5.453,0.188,V
2457095.77566,2015-03-14.2760400,bb,1.75,16.570,14.579,0.035,5.652,0.181,V
2457099.74863,2015-03-18.2497962,bb,2.19,16.627,14.661,0.036,5.243,0.172,V
2457099.75023,2015-03-18.2513987,bb,2.22,16.651,14.622,0.034,5.434,0.169,V
2457105.73974,2015-03-24.2414868,bb,2.41,16.419,14.579,0.040,5.654,0.208,V
2457105.74130,2015-03-24.2430531,bb,2.43,16.532,14.586,0.036,5.616,0.187,V
2457112.71867,2015-03-31.2210545,bb,2.45,15.263,14.604,0.120,5.522,0.603,V
2457112.72019,2015-03-31.2225824,bb,2.37,15.388,14.498,0.097,6.091,0.537,V
2457232.12676,2015-07-28.6304628,bb,1.96,15.613,14.646,0.090,5.312,0.437,V
2457232.12820,2015-07-28.6318974,bb,1.90,15.232,14.860,0.156,4.363,0.620,V
2457233.12249,2015-07-29.6261255,bb,1.77,16.085,14.476,0.050,6.220,0.283,V
2457233.12395,2015-07-29.6275761,bb,1.80,16.041,14.915,0.078,4.148,0.295,V
2457256.09249,2015-08-21.5941877,bb,1.68,16.689,14.664,0.034,5.229,0.162,V
