###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57696.634101  13.100  0.002 20890   46 c  0 103.71 107.71417   2.46099  6746.61  4350.14 3.79 3.55  87.0 -0.393 19.60 21.48 02a57696o0876c
57696.650484  13.094  0.003 21001   55 c  0  20.69 107.71417   2.46099  6729.12  4315.12 3.83 3.68 -87.4 -0.379 18.77 19.88 02a57696o0906c
57700.618949  13.203  0.005 19009  101 o  0   9.63 107.71417   2.46099  6597.14  3923.03 3.83 3.38 -88.8 -0.507 18.15 19.59 02a57700o0595o
57700.631846  13.187  0.003 19288   64 o  0  29.74 107.71417   2.46099  6576.71  3886.51 3.63 3.46 -86.2 -0.427 18.72 20.12 02a57700o0619o
57700.648266  13.185  0.003 19324   60 o  0  40.60 107.71417   2.46099  6633.16  3963.58 3.63 3.43 -84.8 -0.431 18.77 20.04 02a57700o0651o
57704.577071  13.606  0.003 13108   46 o  0 398.21 107.71417   2.46099  5837.06  4517.34 3.55 3.40 -79.6 -0.435 18.86 19.97 02a57704o0548o
57704.580860  13.166  0.003 19663   54 o  0 137.53 107.71417   2.46099  4690.35  5965.10 3.35 3.28 -38.2 -0.479 18.89 19.98 02a57704o0555o
57704.603352  13.176  0.003 19478   52 o  0  88.97 107.71417   2.46099  5876.52  4556.62 3.49 3.34 -86.8 -0.449 19.11 20.46 02a57704o0596o
57704.615795  13.739  0.003 11595   39 o  0 1845.42 107.71417   2.46099  5896.47  4440.35 3.46 1.55 -89.9 -0.453 19.35 20.94 02a57704o0617o
57704.635273  13.166  0.003 19666   51 o  0  87.67 107.71417   2.46099  5857.67  4500.92 3.47 3.36 -77.0 -0.454 19.34 20.95 02a57704o0653o
57712.597888  13.186  0.003 19300   54 o  0  60.05 107.71417   2.46099  7394.07  6981.99 3.78 3.52  87.9 -0.431 18.96 20.31 02a57712o0360o
57712.613241  13.176  0.003 19480   52 o  0  71.65 107.71417   2.46099  7375.58  6943.37 3.73 3.45 -89.1 -0.444 18.97 20.29 02a57712o0388o
57712.630347  13.179  0.003 19429   55 o  0  31.25 107.71417   2.46099  7435.05  7023.25 4.01 3.78  84.3 -0.418 18.87 20.26 02a57712o0421o
57712.642185  13.186  0.003 19301   54 o  0  50.00 107.71417   2.46099  7454.67  6906.33 3.79 3.50 -88.4 -0.437 18.92 20.25 02a57712o0443o
57712.657482  13.178  0.003 19446   66 o  0  14.42 107.71417   2.46099  7418.72  6965.76 3.92 3.69 -86.4 -0.427 18.46 19.45 02a57712o0471o
57716.586148  13.093  0.002 21021   48 c  0  72.46 107.71417   2.46099  4886.10  5287.42 3.92 3.81  78.5 -0.385 19.41 21.28 02a57716o0776c
57716.600466  13.088  0.002 21126   50 c  0  31.98 107.71417   2.46099  4868.51  5250.96 4.44 4.02   5.1 -0.380 19.33 21.27 02a57716o0803c
57716.616976  13.089  0.003 21105   54 c  0  37.58 107.71417   2.46099  4926.21  5328.74 3.99 3.97  60.4 -0.376 19.12 20.92 02a57716o0833c
57716.633757  13.100  0.004 20901   76 c  0   4.19 107.71417   2.46099  4946.79  5212.03 5.50 4.78   2.0 -0.339 18.27 20.20 02a57716o0863c
57716.650676  13.102  0.003 20849   64 c  0   7.15 107.71417   2.46099  4910.60  5268.69 4.85 4.63   3.2 -0.354 18.55 20.29 02a57716o0893c
