###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57230.256059  14.368  0.008  6501   51 o  0   4.71 210.17511  16.56673  7274.73  3382.70 4.14 3.73 -82.7 -0.427 18.48 19.61 02a57230o0020o
57230.257553  14.381  0.007  6420   46 o  0   6.58 210.17511  16.56673  7274.81  3383.36 4.06 3.60 -85.5 -0.405 18.55 19.67 02a57230o0022o
57230.284230  14.423  0.007  6175   43 o  0  11.98 210.17511  16.56673  5789.94  4840.20 3.84 3.40 -81.3 -0.425 18.60 19.72 02a57230o0054o
57230.312305  14.390  0.008  6367   48 o  0   6.54 210.17511  16.56673  5782.72  4853.11 3.88 3.51 -79.6 -0.438 18.52 19.61 02a57230o0092o
57247.248158  -4.097  0.063 157985698047 9923068638 c  0   1.40 210.17511  16.56673  7054.14  3596.04 3.91 3.68 -89.5 -0.441 -2.52 -1.20 02a57247o0024c
57247.251662  14.870  0.024  4092   98 c  0   1.33 210.17511  16.56673  7054.63  3595.97 3.95 3.71 -86.4 -0.424 17.67 19.19 02a57247o0029c
57247.276088  14.794  0.064  4389  281 c  0   1.04 210.17511  16.56673  5574.36  5042.15 3.97 3.65 -74.0 -0.460 16.71 18.30 02a57247o0063c
57247.277425  14.954  0.057  3787  214 c  0   1.43 210.17511  16.56673  5575.48  5041.59 3.92 3.58 -77.7 -0.442 16.51 18.04 02a57247o0065c
57248.248328  14.820  0.008  4285   34 c  0   4.04 210.17511  16.56673  7045.48  3581.34 4.25 4.18 -69.9 -0.419 18.97 20.63 02a57248o0016c
57248.251825  14.865  0.008  4111   32 c  0   6.15 210.17511  16.56673  7045.45  3580.77 4.02 3.82  84.8 -0.415 19.21 20.98 02a57248o0021c
57248.275374  14.857  0.008  4143   33 c  0   9.19 210.17511  16.56673  5569.95  5027.51 4.04 3.75 -70.6 -0.452 19.28 21.17 02a57248o0054c
57248.296667  14.865  0.008  4111   32 c  0   7.49 210.17511  16.56673  5569.70  5028.13 4.01 3.75 -69.0 -0.432 19.23 21.10 02a57248o0083c
57250.280104  14.855  0.010  4148   40 c  0   4.08 210.17511  16.56673  5563.65  5035.43 4.09 3.85 -81.3 -0.439 18.99 20.81 02a57250o0032c
57362.647769  14.378  0.007  6440   45 o  0   7.99 210.17511  16.56673  3841.98  7940.59 3.88 3.60 -66.1 -0.448 18.61 19.95 02a57362o0626o
57362.668005  14.373  0.052  6470  334 o  0   1.36 210.17511  16.56673  4136.35  6206.64 3.81 3.55 -52.3 -0.475 16.86 16.53 02a57362o0652o
57363.651246  14.356  0.007  6571   49 o  0   6.00 210.17511  16.56673  3845.17  7939.62 4.14 3.81 -16.1 -0.468 18.62 20.03 02a57363o0601o
57415.674470  14.408  0.009  6265   54 o  0   3.90 210.17511  16.56673  6622.82  3972.44 3.51 3.35  85.9 -0.433 18.23 18.82 02a57415o0746o
57427.641831  14.882  0.007  4046   29 c  0  11.87 210.17511  16.56673  6793.56  3716.42 3.82 3.37  89.3 -0.422 19.48 21.52 02a57427o0705c
57427.643667  14.876  0.007  4069   28 c  0  12.30 210.17511  16.56673  6501.75  3135.84 3.71 3.69  81.7 -0.409 19.59 21.63 02a57427o0708c
57427.662442  14.878  0.007  4064   27 c  0  14.05 210.17511  16.56673  7704.29  2564.58 3.84 3.60  12.9 -0.424 19.58 21.48 02a57427o0735c
57427.668673  14.864  0.008  4117   31 c  0   6.14 210.17511  16.56673  7677.87  2626.15 3.81 3.59  11.6 -0.425 19.13 20.61 02a57427o0744c
57432.621776  14.853  0.006  4157   26 c  0  12.81 210.17511  16.56673  6900.62  3741.66 3.73 3.64  16.2 -0.405 19.70 21.73 02a57432o0678c
57432.646984  14.843  0.006  4197   26 c  0  12.69 210.17511  16.56673  6650.56  3167.77 3.98 3.77   1.2 -0.403 19.65 21.72 02a57432o0714c
57432.649164  14.845  0.006  4188   26 c  0  13.10 210.17511  16.56673  7824.47  2591.12 4.07 3.73  12.6 -0.417 19.65 21.68 02a57432o0717c
57432.665305  14.851  0.007  4165   30 c  0   8.16 210.17511  16.56673  7667.19  2618.54 4.07 3.73  10.1 -0.421 19.20 20.82 02a57432o0741c
57433.604342  14.854  0.006  4155   26 c  0  12.16 210.17511  16.56673  3877.73  6961.37 3.91 3.67 -63.4 -0.404 19.68 21.79 02a57433o0652c
57442.576923  14.382  0.008  6412   51 o  0   5.12 210.17511  16.56673  3998.32  6836.01 3.61 3.47 -56.1 -0.451 18.31 19.14 02a57442o0591o
57442.596048  14.387  0.008  6386   49 o  0   8.61 210.17511  16.56673  6376.56  3275.86 3.50 3.33   5.1 -0.498 18.37 19.17 02a57442o0620o
57442.623609  14.394  0.008  6344   50 o  0   8.32 210.17511  16.56673  7542.32  2701.25 3.71 3.38  18.2 -0.523 18.38 19.26 02a57442o0660o
57442.631820  14.365  0.008  6516   54 o  0   6.19 210.17511  16.56673  7724.68  2720.20 3.60 3.42  24.5 -0.543 18.38 19.25 02a57442o0671o
57443.562238  14.372  0.007  6476   46 o  0   9.31 210.17511  16.56673  3943.47  6604.22 3.60 3.22 -69.3 -0.486 18.45 19.34 02a57443o0625o
57443.588482  14.377  0.008  6447   49 o  0   6.00 210.17511  16.56673  4238.13  7192.13 3.57 3.25 -76.8 -0.475 18.46 19.37 02a57443o0664o
57443.615999  14.377  0.008  6447   50 o  0   6.62 210.17511  16.56673  7603.49  2935.29 3.81 3.46  13.7 -0.480 18.47 19.46 02a57443o0704o
57443.627611  14.375  0.008  6457   51 o  0   6.47 210.17511  16.56673  7727.85  2718.95 3.80 3.53  34.6 -0.494 18.49 19.50 02a57443o0721o
57450.549258  14.863  0.007  4120   27 c  0   9.20 210.17511  16.56673  3683.16  6849.65 3.76 3.62 -50.8 -0.404 19.48 21.28 02a57450o0642c
57451.544274  14.863  0.006  4118   26 c  0  13.89 210.17511  16.56673  3899.70  6736.76 3.75 3.45 -70.9 -0.417 19.71 21.72 02a57451o0634c
57451.568286  14.861  0.006  4126   25 c  0  20.28 210.17511  16.56673  6465.04  3367.14 3.74 3.54   5.1 -0.416 19.63 21.53 02a57451o0672c
57451.592582  14.858  0.006  4138   26 c  0  12.85 210.17511  16.56673  7632.21  2794.32 3.83 3.56  22.3 -0.433 19.59 21.46 02a57451o0712c
57451.615292  14.851  0.007  4167   27 c  0  15.42 210.17511  16.56673  7718.61  2720.26 3.88 3.59  16.8 -0.445 19.53 21.38 02a57451o0749c
57455.548493  14.884  0.012  4038   48 c  0   3.15 210.17511  16.56673  3883.43  6895.55 3.72 3.47 -67.1 -0.428 18.60 20.47 02a57455o0616c
57455.570874  14.859  0.010  4135   42 c  0   3.81 210.17511  16.56673  6478.86  3214.95 3.81 3.58   4.7 -0.416 18.84 20.74 02a57455o0649c
