HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455946.90697,2012-01-20.4023292,ba,2.47,15.996,11.945,0.006,63.981,0.342,V
2455950.90160,2012-01-24.3970572,ba,2.02,16.056,11.974,0.005,62.221,0.312,V
2455966.86231,2012-02-09.3583657,ba,2.04,15.854,11.956,0.006,63.306,0.377,V
2455966.86403,2012-02-09.3600909,ba,2.03,15.885,11.966,0.006,62.747,0.368,V
2455970.87419,2012-02-13.3704512,ba,2.07,16.098,12.017,0.005,59.879,0.302,V
2455970.87617,2012-02-13.3724322,ba,2.06,16.099,12.015,0.005,59.962,0.304,V
2455979.82921,2012-02-22.3259939,ba,2.25,15.603,11.949,0.011,63.748,0.617,V
2455979.83103,2012-02-22.3278103,ba,2.23,15.730,11.959,0.016,63.126,0.925,V
2455997.77772,2012-03-11.2757622,ba,1.72,15.835,11.984,0.010,61.746,0.561,V
2455997.77964,2012-03-11.2776820,ba,1.70,15.622,11.993,0.011,61.195,0.599,V
2456002.75809,2012-03-16.2565071,ba,1.77,15.857,11.966,0.009,62.729,0.544,V
2456002.76000,2012-03-16.2584241,ba,1.99,15.858,11.961,0.009,63.025,0.547,V
2456010.76396,2012-03-24.2630309,ba,2.11,15.969,12.622,0.011,34.261,0.333,V
2456010.76576,2012-03-24.2648276,ba,2.13,16.101,12.649,0.010,33.453,0.297,V
2456015.73162,2012-03-29.2310966,ba,1.77,15.839,11.980,0.008,61.922,0.439,V
2456015.73337,2012-03-29.2328554,ba,1.71,15.853,11.984,0.007,61.706,0.432,V
2456019.73639,2012-04-02.2362034,ba,1.75,15.997,12.689,0.011,32.241,0.339,V
2456019.73810,2012-04-02.2379171,ba,1.70,16.017,12.680,0.011,32.504,0.330,V
2456027.76889,2012-04-10.2693814,ba,2.03,15.815,11.929,0.007,64.913,0.436,V
2456027.77073,2012-04-10.2712134,ba,2.04,15.799,11.936,0.007,64.521,0.441,V
2456036.76442,2012-04-19.2656510,ba,2.03,15.773,11.940,0.007,64.244,0.445,V
2456036.76623,2012-04-19.2674609,ba,2.04,15.744,11.943,0.008,64.125,0.426,V
2456041.74508,2012-04-24.2467068,ba,1.66,15.897,11.967,0.007,62.660,0.415,V
2456041.74694,2012-04-24.2485656,ba,1.70,15.899,11.961,0.007,63.001,0.408,V
2456215.13949,2012-10-14.6389319,ba,2.23,16.048,12.021,0.006,59.642,0.350,V
2456215.14138,2012-10-14.6408278,ba,2.24,16.012,12.015,0.006,59.950,0.373,V
2456223.07072,2012-10-22.5695087,ba,2.38,15.995,11.941,0.006,64.177,0.352,V
2456228.00334,2012-10-27.5017468,ba,2.36,15.821,12.019,0.008,59.787,0.398,V
2456228.00509,2012-10-27.5034879,ba,2.36,15.818,12.028,0.008,59.304,0.392,V
2456230.04799,2012-10-29.5462214,ba,2.35,15.676,11.976,0.008,62.195,0.448,V
2456230.04968,2012-10-29.5479151,ba,2.33,15.657,11.973,0.008,62.302,0.455,V
2456233.06601,2012-11-01.5640092,ba,2.36,15.930,12.014,0.007,60.002,0.357,V
2456233.06776,2012-11-01.5657603,ba,2.38,15.870,12.018,0.007,59.810,0.374,V
2456239.02589,2012-11-07.5234468,ba,2.06,16.035,11.984,0.005,61.694,0.317,V
2456244.00576,2012-11-12.5029701,ba,2.04,16.331,12.640,0.007,33.695,0.235,V
2456244.00775,2012-11-12.5049615,ba,2.05,16.343,12.625,0.008,34.196,0.240,V
2456248.08745,2012-11-16.5843901,ba,2.17,15.718,11.958,0.007,63.209,0.421,V
2456248.08930,2012-11-16.5862414,ba,2.18,15.869,11.958,0.006,63.207,0.363,V
2456253.00530,2012-11-21.5019335,ba,2.23,99.990,99.990,99.990,99.990,99.990,V
2456260.01166,2012-11-28.5078952,ba,2.31,15.655,12.051,0.009,58.039,0.465,V
2456260.01332,2012-11-28.5095590,ba,2.28,15.713,12.045,0.008,58.332,0.431,V
2456268.03654,2012-12-06.5323946,ba,2.43,15.814,11.931,0.007,64.754,0.435,V
