HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455946.79384,2012-01-20.2931940,ba,2.42,16.060,12.156,0.007,52.689,0.356,V
2455946.79604,2012-01-20.2954037,bb,2.10,16.090,12.185,0.007,51.251,0.312,V
2455950.79691,2012-01-24.2965472,bb,2.46,99.990,99.990,99.990,99.990,99.990,V
2455958.72146,2012-02-01.2216418,bb,2.22,15.925,12.144,0.008,53.258,0.368,V
2455958.72328,2012-02-01.2234622,bb,2.21,15.868,12.153,0.008,52.785,0.383,V
2455966.78458,2012-02-09.2853160,bb,2.15,15.651,12.135,0.010,53.667,0.488,V
2455966.78648,2012-02-09.2872206,bb,2.14,15.548,12.128,0.010,54.034,0.520,V
2455968.74106,2012-02-11.2419252,ba,2.27,99.990,99.990,99.990,99.990,99.990,V
2455968.74330,2012-02-11.2441623,ba,2.27,99.990,99.990,99.990,99.990,99.990,V
2455973.72350,2012-02-16.2247025,ba,2.14,15.920,12.135,0.008,53.664,0.367,V
2455973.72574,2012-02-16.2269394,ba,2.14,15.971,12.148,0.007,53.036,0.378,V
2455984.72240,2012-02-27.2242960,bb,2.23,99.990,99.990,99.990,99.990,99.990,V
2455984.72400,2012-02-27.2259003,bb,2.25,13.837,12.334,0.057,44.697,2.329,V
2457008.77849,2014-12-17.2753820,ba,2.03,15.734,12.147,0.009,53.107,0.415,V
2457008.77991,2014-12-17.2768063,ba,2.05,15.732,12.144,0.008,53.242,0.413,V
2457008.80522,2014-12-17.3021140,bb,2.22,15.757,12.149,0.008,52.978,0.405,V
2457008.80662,2014-12-17.3035158,bb,2.22,15.756,12.141,0.009,53.376,0.409,V
2457009.77499,2014-12-18.2719385,ba,1.75,15.794,12.160,0.009,52.482,0.403,V
2457009.77641,2014-12-18.2733550,ba,1.67,15.749,12.155,0.009,52.730,0.411,V
2457009.79870,2014-12-18.2956465,bb,2.10,15.682,12.158,0.009,52.573,0.444,V
2457009.80045,2014-12-18.2973917,bb,2.10,15.674,12.156,0.010,52.641,0.441,V
2457010.77489,2014-12-19.2718802,ba,2.03,14.720,12.096,0.023,55.637,1.215,V
2457010.77639,2014-12-19.2733895,ba,2.03,14.572,12.116,0.024,54.655,1.199,V
2457010.79933,2014-12-19.2963222,bb,2.01,15.062,12.173,0.016,51.846,0.776,V
2457010.80079,2014-12-19.2977872,bb,2.06,15.143,12.137,0.015,53.558,0.723,V
2457011.77086,2014-12-20.2679130,ba,1.64,15.761,12.140,0.009,53.466,0.412,V
2457011.77227,2014-12-20.2693210,ba,2.03,15.728,12.141,0.009,53.423,0.418,V
2457011.79439,2014-12-20.2914340,bb,2.09,15.685,12.158,0.009,52.562,0.438,V
2457011.79586,2014-12-20.2929113,bb,2.08,15.686,12.148,0.009,53.059,0.444,V
2457012.77780,2014-12-21.2749028,ba,2.04,15.765,12.165,0.009,52.218,0.409,V
2457012.77929,2014-12-21.2763927,ba,2.07,15.718,12.148,0.009,53.071,0.425,V
2457012.79771,2014-12-21.2948092,bb,2.20,15.740,12.181,0.009,51.490,0.420,V
2457012.79938,2014-12-21.2964818,bb,2.24,15.665,12.162,0.010,52.373,0.449,V
2457021.74338,2014-12-30.2409910,ba,1.74,15.754,12.501,0.011,38.332,0.399,V
2457021.74479,2014-12-30.2423954,ba,1.63,99.990,99.990,99.990,99.990,99.990,V
2457021.77236,2014-12-30.2699697,bb,2.10,15.601,12.351,0.012,44.016,0.466,V
2457021.77400,2014-12-30.2716047,bb,2.11,15.637,12.348,0.012,44.106,0.467,V
2457037.72260,2015-01-15.221225,ba,2.24,15.731,12.144,0.009,53.215,0.428,V
2457037.72400,2015-01-15.2226281,ba,2.19,15.705,12.121,0.009,54.353,0.434,V
2457037.75386,2015-01-15.2524818,bb,1.74,15.757,12.138,0.009,53.524,0.421,V
2457037.75525,2015-01-15.253875,bb,1.70,15.748,12.147,0.008,53.098,0.410,V
2457039.72036,2015-01-17.2191221,ba,1.66,15.763,12.130,0.009,53.928,0.413,V
2457039.72176,2015-01-17.2205162,ba,1.73,15.780,12.141,0.009,53.400,0.408,V
2457040.71516,2015-01-18.2139883,ba,2.06,15.679,12.144,0.009,53.233,0.440,V
2457040.71656,2015-01-18.2153849,ba,2.03,15.717,12.153,0.009,52.836,0.422,V
2457041.70391,2015-01-19.2028063,ba,2.09,15.285,12.103,0.013,55.296,0.624,V
2457042.70427,2015-01-20.2032275,ba,2.32,15.145,12.148,0.015,53.071,0.715,V
2457042.70571,2015-01-20.2046798,ba,2.31,15.197,12.150,0.014,52.939,0.683,V
2457043.70462,2015-01-21.2036607,ba,2.44,15.119,12.142,0.015,53.350,0.746,V
2457043.70604,2015-01-21.2050684,ba,2.43,15.155,12.127,0.014,54.110,0.694,V
2457043.74168,2015-01-21.2407186,bb,1.73,15.754,12.161,0.009,52.425,0.413,V
2457043.74307,2015-01-21.2421096,bb,1.67,15.726,12.145,0.009,53.154,0.424,V
2457044.70497,2015-01-22.2040710,ba,2.48,15.058,12.170,0.016,51.965,0.759,V
2457044.70647,2015-01-22.2055665,ba,2.43,15.176,12.122,0.014,54.336,0.722,V
2457045.70826,2015-01-23.2074241,ba,2.44,15.332,12.098,0.012,55.534,0.620,V
2457045.70964,2015-01-23.2088114,ba,2.41,15.381,12.114,0.012,54.743,0.587,V
2457045.72555,2015-01-23.2247212,bb,1.67,15.768,12.139,0.009,53.482,0.409,V
2457045.72692,2015-01-23.2260924,bb,1.73,15.730,12.141,0.009,53.364,0.422,V
2457045.74444,2015-01-23.2436201,ba,2.14,15.686,12.134,0.009,53.737,0.442,V
2457046.70875,2015-01-24.2079822,ba,2.29,15.315,12.140,0.013,53.425,0.611,V
2457046.71016,2015-01-24.2093956,ba,2.29,15.452,12.151,0.011,52.897,0.532,V
2457047.70902,2015-01-25.2083245,ba,2.18,15.422,12.156,0.011,52.648,0.541,V
2457047.74495,2015-01-25.2442805,ba,2.03,15.678,12.140,0.009,53.444,0.443,V
2457047.74636,2015-01-25.2456667,ba,2.01,15.671,12.153,0.010,52.837,0.441,V
2457048.70631,2015-01-26.2056871,ba,2.27,14.987,12.089,0.016,56.022,0.812,V
2457048.70795,2015-01-26.2073238,ba,2.25,15.279,12.113,0.013,54.783,0.623,V
2457049.70664,2015-01-27.2060827,ba,2.39,14.994,12.163,0.017,52.296,0.814,V
2457049.70803,2015-01-27.2074785,ba,2.37,15.107,12.147,0.015,53.084,0.734,V
2457052.73568,2015-01-30.2353320,bb,2.08,15.677,12.678,0.015,32.575,0.427,V
2457052.73708,2015-01-30.2367363,bb,2.05,15.661,12.696,0.015,32.037,0.434,V
2457055.72587,2015-02-02.2257278,bb,2.01,15.515,12.507,0.015,38.136,0.497,V
2457055.72730,2015-02-02.2271546,bb,1.98,15.583,12.492,0.014,38.649,0.473,V
2457069.71524,2015-02-16.2160333,bb,2.19,15.300,12.145,0.013,53.218,0.617,V
2457069.71687,2015-02-16.2176704,bb,2.18,15.476,12.163,0.011,52.313,0.521,V
2457165.11966,2015-05-22.6233841,ba,2.00,14.845,12.165,0.020,52.219,0.911,V
2457165.12117,2015-05-22.6248947,ba,2.03,14.550,12.154,0.024,52.778,1.168,V
2457176.09155,2015-06-02.5949478,ba,1.70,15.188,12.659,0.022,33.124,0.661,V
2457176.09315,2015-06-02.5965498,ba,1.70,15.188,12.665,0.022,32.929,0.669,V
2457177.08872,2015-06-03.5920847,ba,1.70,15.211,12.148,0.014,53.011,0.670,V
2457177.09027,2015-06-03.5936377,ba,1.64,15.168,12.150,0.015,52.940,0.695,V
2457179.11834,2015-06-05.6216305,bb,2.21,99.990,99.990,99.990,99.990,99.990,V
2457180.09438,2015-06-06.5976174,ba,1.74,15.449,12.127,0.011,54.086,0.535,V
2457180.09595,2015-06-06.5991863,ba,1.79,15.424,12.134,0.012,53.740,0.550,V
2457180.11556,2015-06-06.6187942,bb,1.73,15.123,12.126,0.015,54.187,0.721,V
2457180.11715,2015-06-06.6203846,bb,1.98,15.031,12.155,0.016,52.702,0.786,V
2457181.11264,2015-06-07.6158437,bb,1.77,15.327,12.149,0.013,53.007,0.596,V
2457181.11423,2015-06-07.6174276,bb,1.67,15.241,12.137,0.014,53.596,0.648,V
2457183.08884,2015-06-09.5919675,ba,1.98,15.523,12.137,0.011,53.562,0.514,V
2457183.09038,2015-06-09.5935025,ba,1.71,15.553,12.145,0.010,53.169,0.497,V
2457189.06744,2015-06-15.5703069,ba,2.16,15.579,12.123,0.010,54.289,0.485,V
2457189.06895,2015-06-15.5718259,ba,2.19,15.629,12.144,0.009,53.235,0.452,V
2457189.10959,2015-06-15.6124516,bb,2.20,15.575,12.147,0.010,53.105,0.492,V
2457189.11115,2015-06-15.6140207,bb,2.19,15.495,12.153,0.011,52.856,0.511,V
2457190.10624,2015-06-16.6090608,bb,1.72,15.642,12.131,0.010,53.909,0.456,V
2457190.10776,2015-06-16.6105824,bb,1.69,15.664,12.133,0.009,53.797,0.443,V
2457191.09998,2015-06-17.6027533,bb,2.04,15.705,12.143,0.009,53.326,0.437,V
2457191.10142,2015-06-17.6041929,bb,2.05,15.669,12.146,0.009,53.179,0.439,V
2457192.09899,2015-06-18.6016879,bb,1.70,15.592,12.158,0.009,52.573,0.468,V
2457192.10037,2015-06-18.6030682,bb,1.65,15.561,12.143,0.010,53.318,0.491,V
2457194.06550,2015-06-20.5681103,ba,1.75,15.648,12.149,0.010,52.962,0.456,V
2457194.06700,2015-06-20.5696115,ba,1.78,15.668,12.160,0.010,52.464,0.446,V
2457194.09468,2015-06-20.5972836,bb,2.10,15.664,12.136,0.009,53.623,0.443,V
2457194.09624,2015-06-20.5988446,bb,2.07,15.689,12.146,0.009,53.161,0.436,V
2457198.07281,2015-06-24.5752210,ba,2.16,15.643,12.145,0.010,53.220,0.458,V
2457198.07438,2015-06-24.5767839,ba,2.16,15.638,12.125,0.010,54.185,0.454,V
2457198.08215,2015-06-24.5845553,bb,2.38,15.583,12.139,0.010,53.518,0.490,V
