HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455954.93700,2012-01-28.4318184,ba,2.15,16.857,13.751,0.012,12.117,0.142,V
2455954.93876,2012-01-28.4335859,ba,2.14,16.838,13.738,0.013,12.268,0.144,V
2455956.04390,2012-01-29.5387684,bb,2.23,16.717,13.760,0.014,12.017,0.159,V
2455956.04568,2012-01-29.5405344,bb,2.26,16.675,13.754,0.015,12.083,0.166,V
2455968.90496,2012-02-11.4003976,bb,1.80,16.418,13.730,0.018,12.364,0.209,V
2455968.90688,2012-02-11.4023163,bb,1.75,16.301,13.743,0.021,12.218,0.233,V
2455969.92109,2012-02-12.4165847,ba,2.19,16.506,13.745,0.017,12.185,0.194,V
2455969.92299,2012-02-12.4184795,ba,2.20,16.543,13.789,0.017,11.703,0.188,V
2455972.91807,2012-02-15.4137354,bb,2.06,16.407,13.749,0.019,12.140,0.211,V
2455972.92005,2012-02-15.4157130,bb,2.06,16.275,13.772,0.022,11.892,0.239,V
2455973.93006,2012-02-16.4257903,ba,2.36,16.687,13.781,0.015,11.790,0.165,V
2455973.93182,2012-02-16.4275457,ba,2.36,16.725,13.772,0.014,11.894,0.160,V
2455973.93381,2012-02-16.4295406,ba,2.32,16.730,13.758,0.014,12.043,0.159,V
2455978.02166,2012-02-20.5176421,bb,1.88,99.990,99.990,99.990,99.990,99.990,V
2455978.02330,2012-02-20.5192892,bb,1.84,15.999,13.807,0.032,11.515,0.333,V
2455984.85021,2012-02-27.3466856,ba,2.18,16.616,13.862,0.018,10.945,0.179,V
2455984.85197,2012-02-27.3484436,ba,2.17,16.692,13.887,0.016,10.693,0.166,V
2455984.85394,2012-02-27.3504087,ba,2.18,16.657,13.883,0.018,10.738,0.172,V
2456000.80140,2012-03-14.2991728,bb,1.72,16.599,13.814,0.017,11.440,0.181,V
2456000.80342,2012-03-14.3011939,bb,1.81,16.568,13.775,0.018,11.858,0.187,V
2456000.89548,2012-03-14.3932565,ba,2.21,16.340,13.781,0.021,11.797,0.226,V
2456019.85163,2012-04-02.3511770,bb,2.09,16.061,13.815,0.028,11.433,0.293,V
2456019.85338,2012-04-02.3529241,bb,2.06,15.981,13.813,0.030,11.449,0.314,V
2456020.88120,2012-04-03.3808391,bb,1.86,15.673,13.801,0.039,11.570,0.416,V
2456020.88288,2012-04-03.382525,bb,1.82,15.438,13.844,0.052,11.123,0.518,V
2456041.81514,2012-04-24.3167740,bb,2.28,99.990,99.990,99.990,99.990,99.990,V
2456041.81703,2012-04-24.3186620,bb,2.39,16.328,13.871,0.023,10.854,0.228,V
2456041.81885,2012-04-24.3204792,bb,2.37,16.396,13.906,0.022,10.504,0.214,V
2456041.82080,2012-04-24.3224350,bb,2.37,16.342,13.855,0.022,11.014,0.226,V
2456227.07312,2012-10-26.5715983,bb,2.05,16.637,13.750,0.015,12.129,0.171,V
2456228.00691,2012-10-27.5053013,ba,2.36,16.310,13.752,0.021,12.107,0.233,V
