HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455937.77343,2012-01-11.2706332,bb,2.08,16.306,12.745,0.009,30.615,0.250,V
2455937.77516,2012-01-11.2723651,bb,2.06,99.990,99.990,99.990,99.990,99.990,V
2455941.78681,2012-01-15.2842649,bb,2.16,15.394,12.708,0.019,31.671,0.552,V
2455946.81027,2012-01-20.3080614,bb,2.07,99.990,99.990,99.990,99.990,99.990,V
2455953.73743,2012-01-27.2356984,bb,2.48,99.990,99.990,99.990,99.990,99.990,V
2455957.74639,2012-01-31.2449528,bb,1.98,16.457,12.735,0.007,30.915,0.211,V
2455957.74817,2012-01-31.2467358,bb,1.99,16.423,12.748,0.007,30.536,0.218,V
2455973.73705,2012-02-16.2368401,bb,2.23,16.476,12.747,0.007,30.552,0.209,V
2455973.73923,2012-02-16.2390281,bb,2.22,16.490,12.746,0.008,30.594,0.210,V
2455998.75452,2012-03-12.2562281,bb,2.16,16.082,12.739,0.011,30.789,0.304,V
2455998.75647,2012-03-12.2581807,bb,2.20,16.180,12.780,0.012,29.631,0.313,V
2456003.73234,2012-03-17.2344053,bb,2.46,16.260,12.763,0.010,30.112,0.266,V
2456013.73629,2012-03-27.2390155,bb,1.99,16.055,12.755,0.011,30.333,0.330,V
2456013.73821,2012-03-27.2409298,bb,1.75,16.002,12.753,0.012,30.371,0.337,V
2457007.84228,2014-12-16.3378460,bb,2.14,16.133,12.743,0.010,30.679,0.280,V
2457007.84368,2014-12-16.3392556,bb,2.12,16.136,12.733,0.009,30.960,0.278,V
2457008.85550,2014-12-17.3511041,bb,2.07,16.154,12.741,0.009,30.751,0.274,V
2457008.85698,2014-12-17.3525892,bb,2.05,16.157,12.739,0.009,30.778,0.276,V
2457009.85946,2014-12-18.3551023,bb,2.15,16.145,12.728,0.010,31.085,0.285,V
2457009.86094,2014-12-18.3565770,bb,2.17,16.134,12.726,0.009,31.170,0.276,V
2457010.85897,2014-12-19.3546484,bb,2.18,16.140,12.731,0.009,31.009,0.278,V
