###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57233.554614  12.669  0.003 31087   80 o  0 156.66  22.26630  61.29169   699.05  7781.41 3.51 3.35 -54.5 -0.492 18.42 19.30 02a57233o0219o
57307.409525  12.953  0.002 23930   56 c  0 101.85  22.26630  61.29169   705.30  7785.83 4.70 3.90 -61.6 -0.424 19.34 21.34 02a57307o0190c
57307.440529  12.955  0.002 23882   56 c  0 121.21  22.26630  61.29169   705.49  7788.23 4.55 3.76 -57.2 -0.433 19.40 21.37 02a57307o0228c
57307.453799  12.958  0.002 23806   56 c  0 167.73  22.26630  61.29169  2245.46  6430.52 4.33 3.67 -53.4 -0.450 19.41 21.39 02a57307o0246c
57307.490379  12.949  0.002 24006   57 c  0 141.34  22.26630  61.29169  8361.95  4192.86 4.29 3.91  59.5 -0.461 19.40 21.41 02a57307o0287c
57320.464484  12.621  0.003 32492   94 o  0  41.52  22.26630  61.29169  9922.20  2844.48 5.28 4.25  45.3 -0.486 18.33 19.45 02a57320o0388o
57320.493460  12.619  0.003 32547   94 o  0  40.54  22.26630  61.29169  9916.16  2845.54 5.14 4.22  42.5 -0.486 18.31 19.41 02a57320o0433o
57320.522371  12.639  0.003 31950   88 o  0  84.01  22.26630  61.29169  8371.06  4204.06 4.12 3.88  60.9 -0.505 18.28 19.36 02a57320o0478o
57320.552627  12.639  0.003 31930   86 o  0  88.94  22.26630  61.29169  8367.82  4205.12 4.04 3.87  72.0 -0.504 18.22 19.25 02a57320o0525o
57328.392303  12.624  0.003 32398   85 o  0  56.03  22.26630  61.29169 10011.11  2865.24 5.14 4.18  38.1 -0.473 18.67 20.14 02a57328o0335o
57328.421430  12.623  0.003 32411   82 o  0  80.33  22.26630  61.29169  9989.16  2863.20 5.08 4.10  37.8 -0.486 18.68 20.15 02a57328o0375o
57328.453951  12.625  0.002 32363   77 o  0 253.53  22.26630  61.29169  8445.25  4222.66 3.99 3.71  72.5 -0.532 18.62 20.05 02a57328o0422o
57328.486339  12.630  0.002 32196   79 o  0 182.93  22.26630  61.29169  8440.20  4224.24 4.10 3.73  77.1 -0.511 18.60 20.04 02a57328o0468o
57344.313537  12.987  0.005 23181  112 c  0  12.15  22.26630  61.29169   785.92  7821.83 4.14 3.75 -66.9 -0.422 18.07 19.44 02a57344o0210c
57344.335457  12.951  0.003 23965   72 c  0  49.25  22.26630  61.29169   790.33  7826.00 4.16 3.75 -65.7 -0.426 18.78 20.34 02a57344o0243c
57344.372579  12.955  0.002 23870   57 c  0  97.57  22.26630  61.29169  9985.52  2869.27 4.18 3.82  54.7 -0.431 19.26 21.01 02a57344o0297c
57344.407740  12.960  0.002 23777   56 c  0  78.46  22.26630  61.29169  9973.78  2870.43 4.40 4.06  49.0 -0.404 19.36 21.31 02a57344o0349c
57344.434870  12.952  0.002 23937   55 c  0 165.99  22.26630  61.29169  9969.70  2869.31 3.99 3.69  57.8 -0.441 19.42 21.28 02a57344o0389c
