###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57230.401923  13.491  0.004 14580   56 o  0  22.54 306.33942  18.91497  7350.55  2574.72 3.63 3.45 -85.8 -0.461 18.83 20.11 02a57230o0197o
57230.433563  13.516  0.016 14237  232 o  0   1.95 306.33942  18.91497  3453.68  7811.75 3.46 1.84  -9.3 -0.478 17.61 18.81 02a57230o0234o
57230.452379  13.527  0.004 14099   52 o  0  39.40 306.33942  18.91497  2005.24  9285.52 3.65 3.50 -51.0 -0.461 18.89 20.25 02a57230o0255o
57248.372363  14.448  0.005  6034   31 c  0  27.56 306.33942  18.91497  7375.94  2574.57 3.82 3.74  41.8 -0.437 19.59 21.70 02a57248o0181c
57248.394654  14.477  0.005  5880   31 c  0  25.17 306.33942  18.91497  3215.07  8018.24 3.89 3.60 -66.1 -0.445 19.53 21.69 02a57248o0210c
57248.406916  14.457  0.006  5989   34 c  0  18.29 306.33942  18.91497  1762.23  9503.21 4.08 3.79 -57.8 -0.438 19.48 21.68 02a57248o0226c
57248.452243  14.434  0.006  6116   34 c  0  18.46 306.33942  18.91497  1746.37  9507.40 4.11 3.75 -51.0 -0.436 19.33 21.61 02a57248o0281c
57250.374455  14.203  0.006  7567   48 c  0   9.71 306.33942  18.91497  7390.11  2584.77 3.86 3.77  49.2 -0.436 18.81 20.73 02a57250o0158c
57250.396183  14.241  0.006  7304   47 c  0   7.56 306.33942  18.91497  3200.23  8027.41 3.88 3.64 -69.9 -0.443 19.04 21.02 02a57250o0187c
57250.408344  14.215  0.006  7483   42 c  0  18.97 306.33942  18.91497  1745.58  9509.76 4.07 3.81 -59.6 -0.433 18.96 21.04 02a57250o0203c
57250.452641  14.194  0.009  7631   72 c  0   3.72 306.33942  18.91497  1730.96  9511.73 3.98 3.68 -53.7 -0.440 18.21 20.24 02a57250o0258c
57284.323211  14.080  0.007  8474   56 c  0   5.43 306.33942  18.91497  3199.06  8034.24 4.16 3.75 -61.7 -0.484 19.19 21.41 02a57284o0059c
57284.336885  14.040  0.004  8786   39 c  0  16.56 306.33942  18.91497  1751.16  9516.53 4.43 3.93 -54.6 -0.430 19.15 21.48 02a57284o0079c
57313.285195  14.200  0.005  7584   40 c  0  14.46 306.33942  18.91497  3219.37  8046.96 4.37 3.75 -62.8 -0.465 19.21 21.07 02a57313o0048c
57313.315885  14.196  0.005  7614   39 c  0  13.96 306.33942  18.91497  1776.19  9527.96 4.61 3.87 -54.2 -0.453 19.21 21.08 02a57313o0094c
57313.331126  14.195  0.005  7618   40 c  0  12.67 306.33942  18.91497  1775.52  9529.63 4.71 3.91 -55.2 -0.450 19.19 21.10 02a57313o0116c
57319.281402  13.560  0.005 13683   70 o  0  22.49 306.33942  18.91497  3278.51  8050.44 4.02 2.86 -71.6 -0.484 18.37 19.44 02a57319o0157o
57319.307245  13.570  0.005 13552   68 o  0  12.10 306.33942  18.91497  3267.63  8052.47 4.49 3.52 -63.8 -0.487 18.18 19.33 02a57319o0195o
57323.189264  13.617  0.035 12981  450 o  0   1.07 306.33942  18.91497  3326.05  8063.85 4.44 3.55 -80.3 -0.449 15.88 16.88 02a57323o0031o
57323.192459  13.600  0.027 13188  355 o  0   1.31 306.33942  18.91497  3325.70  8058.58 4.26 3.42 -72.4 -0.473 16.36 17.76 02a57323o0040o
57323.207077  13.609  0.005 13076   67 o  0  10.84 306.33942  18.91497  1876.67  9536.15 4.79 3.58 -64.6 -0.486 18.44 19.68 02a57323o0062o
57323.227875  13.619  0.005 12949   69 o  0  12.64 306.33942  18.91497  1868.34  9535.16 4.82 3.45 -66.3 -0.469 18.38 19.57 02a57323o0093o
57327.194953  13.456  0.006 15056   91 o  0  10.95 306.33942  18.91497  3357.39  8071.09 4.10 2.89 -75.7 -0.553 18.27 19.20 02a57327o0032o
57327.195584  13.461  0.006 14987   90 o  0  10.67 306.33942  18.91497  3357.45  8071.25 4.27 3.00 -75.6 -0.531 18.31 19.36 02a57327o0033o
57327.213885  13.473  0.005 14817   73 o  0  16.67 306.33942  18.91497  1909.64  9547.92 4.78 3.29 -69.1 -0.476 18.81 20.34 02a57327o0060o
57327.237107  13.444  0.004 15217   62 o  0  35.75 306.33942  18.91497  1897.05  9549.35 5.13 3.42 -68.2 -0.462 18.70 20.33 02a57327o0092o
57342.272117  14.510  0.007  5703   38 c  0  10.50 306.33942  18.91497  1894.47  9557.97 4.15 3.98 -39.2 -0.423 19.13 20.87 02a57342o0041c
57343.219159  14.392  0.007  6356   42 c  0   8.84 306.33942  18.91497  3341.15  8076.88 4.19 3.99 -79.8 -0.430 19.08 20.72 02a57343o0048c
57343.241206  14.328  0.006  6744   39 c  0  10.37 306.33942  18.91497  1895.99  9554.17 4.11 3.97 -60.2 -0.436 19.04 20.66 02a57343o0071c
57343.260578  14.334  0.006  6704   40 c  0   9.21 306.33942  18.91497  1893.26  9555.89 4.42 4.14 -61.9 -0.429 18.91 20.56 02a57343o0101c
