MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1118118035007,14.899,0.058,344.70507,18.29373,53711.04881,0
1118118035007,14.904,0.058,344.70510,18.29372,53711.05685,0
1118118035007,14.900,0.058,344.70509,18.29374,53711.06487,0
1118118035007,14.902,0.058,344.70505,18.29369,53711.07290,0
1118118035007,14.930,0.059,344.70510,18.29372,53556.32190,0
1118118035007,14.928,0.059,344.70507,18.29369,53556.33055,0
1118118035007,14.922,0.058,344.70508,18.29373,53556.33917,0
1118118035007,14.917,0.058,344.70506,18.29371,53556.34787,0
1118118035007,14.928,0.058,344.70506,18.29373,53678.17252,0
1118118035007,14.922,0.058,344.70508,18.29371,53678.17883,0
1118118035007,14.917,0.058,344.70508,18.29371,53678.18516,0
1118118035007,14.934,0.058,344.70506,18.29371,53678.19150,0
1118118035007,14.923,0.058,344.70506,18.29372,53704.16399,0
1118118035007,14.922,0.058,344.70508,18.29374,53704.17159,0
1118118035007,14.928,0.058,344.70506,18.29370,53704.17934,0
1118118035007,14.919,0.058,344.70506,18.29371,53704.18712,0
1118118035007,14.929,0.059,344.70509,18.29370,53651.19690,0
1118118035007,14.852,0.059,344.70509,18.29370,53651.20346,0
1118118035007,14.635,0.068,344.70507,18.29371,53651.21657,0
1118118035007,14.916,0.059,344.70508,18.29371,53655.16131,0
1118118035007,14.912,0.058,344.70510,18.29372,53655.16725,0
1118118035007,14.918,0.059,344.70506,18.29372,53655.17318,0
1118118035007,14.893,0.058,344.70509,18.29369,53655.17910,0
1118118035007,14.890,0.058,344.70507,18.29370,53672.11589,0
1118118035007,14.929,0.058,344.70507,18.29372,53672.12229,0
1118118035007,14.905,0.058,344.70508,18.29372,53672.12873,0
1118118035007,14.907,0.058,344.70509,18.29371,53672.13515,0
1118118035007,14.924,0.059,344.70507,18.29370,53616.18259,0
1118118035007,14.923,0.059,344.70509,18.29370,53616.18848,0
1118118035007,14.921,0.059,344.70509,18.29372,53616.19437,0
1118118035007,14.928,0.059,344.70508,18.29370,53616.20022,0
1118118035007,14.917,0.059,344.70507,18.29371,53638.39134,0
1118118035007,14.947,0.059,344.70508,18.29374,53638.39947,0
1118118035007,14.936,0.059,344.70509,18.29373,53638.40761,0
1118118035007,14.933,0.059,344.70506,18.29372,53638.41573,0
1118118035007,14.923,0.058,344.70508,18.29371,53643.22157,0
1118118035007,14.909,0.058,344.70509,18.29372,53643.22914,0
1118118035007,14.929,0.058,344.70509,18.29371,53643.23670,0
1118118035007,14.936,0.058,344.70508,18.29372,53643.24430,0
1118118035007,14.754,0.072,344.70512,18.29372,54079.14524,0
1118118035007,14.807,0.086,344.70507,18.29371,54079.15096,0
1118118035007,14.930,0.078,344.70503,18.29371,54079.15665,0
1118118035007,14.930,0.058,344.70508,18.29369,54095.07028,0
1118118035007,14.946,0.058,344.70506,18.29371,54095.07997,0
1118118035007,14.914,0.058,344.70509,18.29369,54095.08965,0
1118118035007,14.920,0.058,344.70506,18.29371,54095.09935,0
1118118035007,14.923,0.084,344.70511,18.29371,53905.41425,0
1118118035007,14.862,0.083,344.70514,18.29368,53905.41535,0
1118118035007,14.914,0.084,344.70507,18.29375,53905.41645,0
1118118035007,14.942,0.084,344.70507,18.29369,53905.41754,0
1118118035007,15.060,0.058,344.70508,18.29369,54054.10500,0
1118118035007,15.087,0.058,344.70507,18.29369,54054.11088,0
1118118035007,15.130,0.058,344.70507,18.29373,54054.11677,0
1118118035007,15.167,0.059,344.70510,18.29371,54054.12265,0
1118118035007,14.937,0.057,344.70508,18.29369,54062.08738,0
1118118035007,14.928,0.057,344.70508,18.29371,54062.09497,0
1118118035007,14.917,0.058,344.70509,18.29369,54062.10257,0
1118118035007,14.912,0.057,344.70508,18.29372,54062.11018,0
1118118035007,14.929,0.056,344.70509,18.29372,54028.22017,0
1118118035007,14.914,0.056,344.70508,18.29371,54028.23249,0
1118118035007,14.927,0.056,344.70506,18.29371,54028.24487,0
1118118035007,14.935,0.056,344.70509,18.29370,54028.25723,0
1118118035007,14.940,0.057,344.70508,18.29372,53994.21728,0
1118118035007,14.940,0.057,344.70509,18.29371,53994.22469,0
1118118035007,14.940,0.057,344.70509,18.29371,53994.23208,0
1118118035007,14.916,0.057,344.70508,18.29372,53994.23948,0
