###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57232.399112 -16.223  0.635 -1177  747 o  0   1.09 320.66755  49.59422  6740.12  1371.09 3.60 3.41 -75.1 -0.511 15.73 15.73 02a57232o0191o
57232.412660  17.293  2.415   439 1061 o  0   1.14 320.66755  49.59422  6744.41  1370.52 3.59 3.43 -85.4 -0.541 15.22 15.04 02a57232o0209o
57233.431094  17.206  0.094   476   45 o  0   3.53 320.66755  49.59422  6755.36  1374.26 3.61 3.58 -21.3 -0.468 18.47 19.37 02a57233o0138o
57233.506616  17.146  0.089   503   45 o  0   1.95 320.66755  49.59422  7001.05   741.83 3.43 3.38 -68.7 -0.507 18.44 19.22 02a57233o0187o
57300.295747  17.097  0.074   526   39 o  0   2.10 320.66755  49.59422  3866.19  9242.39 4.06 3.40 -67.6 -0.506 18.81 20.40 02a57300o0265o
57300.310314  17.027  0.066   562   37 o  0   2.56 320.66755  49.59422  3860.29  9242.14 4.06 3.39 -64.9 -0.501 18.76 20.34 02a57300o0309o
57302.290291  17.253  0.078   456   35 o  0   3.40 320.66755  49.59422  3855.87  9242.80 4.42 3.58 -63.9 -0.497 18.98 20.79 02a57302o0164o
57302.309187  17.397  0.085   399   34 o  0   5.43 320.66755  49.59422  3843.44  9243.39 4.56 3.70 -63.0 -0.496 18.97 20.84 02a57302o0193o
57305.285609  18.038  0.100   221   22 c  0   2.80 320.66755  49.59422  3830.00  9247.22 4.60 3.88 -63.7 -0.459 19.35 21.40 02a57305o0152c
57305.299568  17.904  0.107   250   27 c  0   2.25 320.66755  49.59422  3825.65  9249.37 4.60 3.85 -63.9 -0.462 19.36 21.44 02a57305o0174c
57307.288942  17.703  0.075   301   23 c  0   2.88 320.66755  49.59422  3854.51  9245.41 4.29 3.77 -69.7 -0.452 19.43 21.48 02a57307o0072c
57307.302941  17.734  0.074   293   22 c  0   2.97 320.66755  49.59422  3850.49  9248.65 4.42 3.87 -70.2 -0.440 19.40 21.45 02a57307o0094c
57307.324294  17.980  0.100   233   23 c  0   4.36 320.66755  49.59422  6889.86   947.66 4.66 3.79   8.1 -0.509 19.42 21.37 02a57307o0125c
57307.366182  18.271  0.149   178   27 c  0   3.19 320.66755  49.59422  6881.00   949.89 4.93 3.85   6.8 -0.485 19.33 21.29 02a57307o0154c
57316.283756  17.783  0.102   280   28 c  0   1.90 320.66755  49.59422  3829.98  9253.24 4.60 3.76 -68.1 -0.484 18.91 20.48 02a57316o0121c
57316.303676  17.818  0.110   271   30 c  0   2.04 320.66755  49.59422  3829.07  9255.95 4.60 3.74 -64.9 -0.479 18.91 20.46 02a57316o0151c
57320.283709  17.387  0.153   403   62 o  0   1.96 320.66755  49.59422  3888.01  9259.16 4.64 3.30 -73.6 -0.478 18.21 19.39 02a57320o0161o
57320.303619  17.099  0.118   525   62 o  0   1.92 320.66755  49.59422  3878.86  9259.25 4.58 3.15 -72.8 -0.491 18.23 19.38 02a57320o0192o
57320.343780 -20.618  3.385   -21   70 o  0   7.79 320.66755  49.59422  6917.87   959.03 5.88 4.01   4.2 -0.514 18.25 19.34 02a57320o0253o
57320.366957  18.526  0.467   141   66 o  0   7.97 320.66755  49.59422  6917.61   960.27 5.84 3.82   3.7 -0.512 18.22 19.24 02a57320o0289o
57328.257075  18.399  0.345   159   55 o  0   2.02 320.66755  49.59422  3950.05  9280.42 4.53 3.17 -76.9 -0.469 18.43 20.09 02a57328o0127o
57328.273505  18.405  0.270   158   42 o  0   2.50 320.66755  49.59422  3940.97  9280.24 4.54 3.03 -76.2 -0.475 18.63 20.23 02a57328o0153o
57328.306385 -17.181  0.111  -487   54 o  0  10.03 320.66755  49.59422  6980.42   979.01 5.72 3.97   2.9 -0.519 18.47 20.00 02a57328o0205o
57328.328223 -17.258  0.104  -454   47 o  0  10.79 320.66755  49.59422  6987.42   979.18 5.84 3.98   2.9 -0.513 18.72 20.33 02a57328o0239o
57364.235511  16.980  0.058   586   34 o  0   2.49 320.66755  49.59422  4304.79  8818.80 3.64 3.24 -81.8 -0.493 18.99 20.56 02a57364o0104o
57364.245300  17.041  0.053   554   30 o  0   3.54 320.66755  49.59422  4578.30  9405.35 3.67 3.39 -83.7 -0.483 18.95 20.50 02a57364o0120o
