HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2460012.57876,2023-03-09.0778285,bH,1.41,15.102,12.818,0.029,27.098,0.712,g
2460013.57075,2023-03-10.0699236,bH,1.49,15.578,12.846,0.019,26.395,0.449,g
2460013.57205,2023-03-10.0712165,bH,1.47,15.478,12.813,0.019,27.217,0.479,g
2460013.57335,2023-03-10.0725128,bH,1.48,15.569,12.853,0.019,26.233,0.459,g
2460017.69551,2023-03-14.1950844,bt,1.47,15.950,12.849,0.015,26.328,0.343,g
2460017.69675,2023-03-14.1963275,bt,1.48,15.774,12.869,0.016,25.859,0.388,g
2460017.69800,2023-03-14.1975802,bt,1.44,15.855,12.818,0.014,27.081,0.366,g
2460017.71423,2023-03-14.2138104,bt,1.49,15.028,12.852,0.032,26.246,0.771,g
2460017.71548,2023-03-14.2150579,bt,1.56,15.064,12.799,0.030,27.574,0.770,g
2460017.71673,2023-03-14.2163123,bt,1.50,15.578,12.832,0.017,26.766,0.437,g
2460019.28438,2023-03-15.7841107,bp,1.63,15.876,12.825,0.014,26.916,0.351,g
2460019.28604,2023-03-15.7857660,bp,1.69,15.884,12.847,0.014,26.378,0.348,g
2460019.28739,2023-03-15.7871236,bp,1.71,15.722,12.892,0.017,25.319,0.389,g
2460019.79688,2023-03-16.2966571,bD,1.46,16.258,12.820,0.010,27.027,0.241,g
2460019.79814,2023-03-16.2979188,bD,1.48,16.259,12.825,0.009,26.900,0.235,g
2460019.79941,2023-03-16.2991886,bD,1.51,16.272,12.848,0.010,26.349,0.240,g
2460020.78290,2023-03-17.2827827,bD,1.67,14.879,12.800,0.033,27.545,0.825,g
2460020.78417,2023-03-17.2840445,bD,1.58,14.837,12.838,0.035,26.610,0.856,g
2460020.78542,2023-03-17.2853003,bD,1.64,14.719,12.846,0.040,26.410,0.955,g
2460024.27981,2023-03-20.7800318,bp,2.11,15.957,12.833,0.013,26.729,0.316,g
2460024.28167,2023-03-20.7818973,bp,2.11,15.948,12.849,0.014,26.323,0.319,g
2460024.71975,2023-03-21.2200287,bt,1.65,15.534,12.944,0.021,24.111,0.477,g
2460024.72101,2023-03-21.2212770,bt,1.59,15.927,12.822,0.015,26.989,0.370,g
2460025.60401,2023-03-22.1043633,bt,2.25,16.019,12.830,0.013,26.779,0.308,g
2460025.60525,2023-03-22.1056027,bt,2.26,16.051,12.828,0.012,26.835,0.295,g
2460025.60648,2023-03-22.1068361,bt,2.27,16.059,12.831,0.012,26.768,0.307,g
2460027.50414,2023-03-24.0046870,bl,1.54,15.847,12.849,0.015,26.331,0.369,g
2460027.50538,2023-03-24.0059240,bl,1.62,15.857,12.842,0.015,26.512,0.364,g
2460027.50662,2023-03-24.0071709,bl,1.57,15.838,12.841,0.015,26.523,0.367,g
2460028.53393,2023-03-25.0345712,bH,1.66,15.974,12.880,0.014,25.584,0.311,g
2460028.53520,2023-03-25.0358505,bH,2.00,15.869,12.811,0.014,27.259,0.343,g
2460028.53649,2023-03-25.0371369,bH,1.68,15.916,12.852,0.014,26.261,0.326,g
2460034.75802,2023-03-31.2592743,bD,2.04,15.571,12.812,0.018,27.256,0.447,g
2460034.75927,2023-03-31.2605196,bD,2.04,15.871,12.843,0.014,26.483,0.346,g
2460034.76052,2023-03-31.2617780,bD,2.01,15.895,12.822,0.014,26.978,0.346,g
2460035.75439,2023-04-01.2557369,bD,1.96,15.412,12.822,0.021,26.998,0.513,g
2460035.75564,2023-04-01.2569894,bD,1.71,15.369,12.830,0.022,26.802,0.541,g
2460035.75688,2023-04-01.2582349,bD,1.64,15.082,12.830,0.028,26.791,0.686,g
2460036.75066,2023-04-02.2521032,bD,2.11,13.823,12.723,0.083,29.563,2.233,g
2460039.50161,2023-04-05.0033181,bH,1.54,15.387,12.843,0.022,26.473,0.526,g
2460039.50290,2023-04-05.0046081,bH,1.47,15.413,12.889,0.021,25.382,0.508,g
2460039.50419,2023-04-05.0059046,bH,1.45,15.408,12.869,0.022,25.835,0.511,g
2460044.74728,2023-04-10.2494758,bD,1.52,16.224,12.827,0.011,26.870,0.251,g
2460044.74853,2023-04-10.2507331,bD,1.68,16.228,12.842,0.011,26.494,0.254,g
2460044.74980,2023-04-10.2519912,bD,1.57,16.232,12.834,0.011,26.692,0.247,g
2460051.46893,2023-04-16.9717278,bH,2.46,15.522,12.888,0.020,25.408,0.469,g
2460051.47024,2023-04-16.9730401,bH,2.11,15.637,12.781,0.017,28.012,0.417,g
2460053.46600,2023-04-18.9689671,bl,2.26,15.002,12.790,0.031,27.802,0.766,g
2460053.46847,2023-04-18.9714347,bl,2.12,15.310,12.836,0.023,26.649,0.580,g
2460160.12158,2023-08-03.6258186,bD,1.58,15.784,12.872,0.016,25.776,0.367,g
2460160.12282,2023-08-03.6270564,bD,2.01,15.667,12.818,0.016,27.106,0.401,g
2460161.12127,2023-08-04.6254396,bD,1.42,15.873,12.802,0.014,27.494,0.339,g
2460161.12253,2023-08-04.6266932,bD,1.51,15.761,12.841,0.016,26.527,0.373,g
2460161.12378,2023-08-04.6279456,bD,1.51,15.831,12.846,0.015,26.406,0.350,g
2460162.11713,2023-08-05.6212346,bD,1.49,15.974,12.836,0.012,26.645,0.305,g
2460162.11838,2023-08-05.6224797,bD,1.48,15.989,12.824,0.013,26.946,0.306,g
2460162.11964,2023-08-05.6237325,bD,1.49,15.993,12.830,0.012,26.800,0.301,g
2460181.06689,2023-08-24.5694851,bD,1.48,16.209,12.837,0.010,26.625,0.246,g
2460181.06814,2023-08-24.5707359,bD,1.57,16.184,12.834,0.010,26.684,0.251,g
2460181.06937,2023-08-24.5719644,bD,1.55,16.226,12.852,0.010,26.241,0.246,g
2460187.05288,2023-08-30.5549363,bD,2.02,15.654,12.854,0.017,26.219,0.405,g
2460187.05413,2023-08-30.5561920,bD,1.57,15.691,12.876,0.017,25.696,0.399,g
2460187.05538,2023-08-30.5574406,bD,1.53,15.776,12.872,0.016,25.774,0.368,g
2460190.06372,2023-09-02.5654942,bD,1.49,16.020,12.858,0.012,26.124,0.294,g
2460190.06496,2023-09-02.5667313,bD,1.49,16.013,12.862,0.012,26.017,0.297,g
2460190.06621,2023-09-02.5679894,bD,1.52,15.931,12.823,0.012,26.984,0.317,g
2460200.09410,2023-09-12.5949116,bD,1.52,15.946,12.850,0.013,26.310,0.311,g
