###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57248.436867  15.214  0.008  2980   25 c  0   3.04 344.70508  18.29373  1186.87  3645.63 4.12 3.65 -39.0 -0.410 19.59 21.74 02a57248o0262c
57248.470094  15.217  0.008  2972   23 c  0   4.07 344.70508  18.29373  1179.83  3653.00 4.11 3.63 -40.5 -0.415 19.61 21.78 02a57248o0304c
57248.516430  -4.663  0.022 266172431242 5873413728 c  0   1.67 344.70508  18.29373  7944.26  8376.53 4.05 3.63  87.9 -0.441 -1.68  0.43 02a57248o0361c
57248.523267  -4.444  0.030 217585410712 6535731986 c  0   1.13 344.70508  18.29373  7940.95  8378.39 4.09 3.68  86.7 -0.437 -1.70  0.41 02a57248o0369c
57250.437511  15.194  0.009  3036   28 c  0   2.18 344.70508  18.29373  1203.71  3651.80 4.14 3.67 -41.5 -0.408 19.45 21.50 02a57250o0239c
57250.470386  15.210  0.032  2992   96 c  0   0.91 344.70508  18.29373  1140.90  3656.50 4.18 3.69 -41.6 -0.416 17.98 20.12 02a57250o0281c
57250.516283  15.019  0.946  3567 3374 c  0   0.94 344.70508  18.29373  7982.59  8381.12 4.07 3.61  85.7 -0.710 16.64 18.60 02a57250o0338c
57250.523286  15.996  1.805  1451 2619 c  0   1.26 344.70508  18.29373  7979.59  8383.54 4.07 3.58  83.6 -0.438 15.60 17.57 02a57250o0346c
57277.394002  15.199  0.008  3023   24 c  0   2.81 344.70508  18.29373   166.24  2524.64 4.65 3.70 -34.9 -0.392 19.58 21.63 02a57277o0268c
57277.418972  15.222  0.009  2960   26 c  0   3.19 344.70508  18.29373   164.02  2531.47 4.56 3.65 -35.8 -0.397 19.62 21.66 02a57277o0300c
57277.440499  15.194  0.008  3038   25 c  0   2.76 344.70508  18.29373  8956.62  9517.29 4.31 3.72 -81.7 -0.419 19.62 21.64 02a57277o0329c
57277.460195  15.195  0.009  3034   26 c  0   2.61 344.70508  18.29373  8951.45  9519.72 4.41 3.66 -81.4 -0.425 19.62 21.65 02a57277o0354c
57303.344555  14.869  0.012  4096   50 o  0   3.00 344.70508  18.29373  2606.25  9813.09 3.88 3.14 -73.1 -0.474 18.78 20.59 02a57303o0131o
57303.345198  14.877  0.013  4066   52 o  0   3.16 344.70508  18.29373  2606.24  9813.26 3.78 3.11 -65.6 -0.477 18.75 20.55 02a57303o0132o
57303.345833  14.863  0.013  4117   53 o  0   3.33 344.70508  18.29373  2606.08  9813.38 3.84 3.12 -62.9 -0.474 18.70 20.55 02a57303o0133o
57303.346470  14.835  0.013  4225   54 o  0   5.01 344.70508  18.29373  2606.15  9813.66 3.66 2.80 -59.8 -0.499 18.69 20.50 02a57303o0134o
57303.347102  14.805  0.012  4343   53 o  0   6.56 344.70508  18.29373  2606.08  9813.93 3.61 2.71 -54.7 -0.515 18.64 20.47 02a57303o0135o
57303.347745  14.853  0.013  4155   55 o  0   5.51 344.70508  18.29373  2606.14  9814.10 3.57 2.65 -51.2 -0.523 18.62 20.43 02a57303o0136o
