HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455941.78554,2012-01-15.2825024,ba,2.14,14.211,>14.211,99.990,3.240,1.587,V
2455950.86424,2012-01-24.3617099,ba,2.03,17.317,16.922,0.152,0.654,0.091,V
2455966.84901,2012-02-09.3475202,ba,2.05,16.259,>16.259,99.990,0.886,0.241,V
2455966.85078,2012-02-09.3492957,ba,2.06,16.321,>16.321,99.990,0.579,0.227,V
2455970.85510,2012-02-13.3538917,ba,2.11,17.337,16.802,0.134,0.729,0.089,V
2455970.85719,2012-02-13.3559833,ba,2.12,17.339,17.118,0.179,0.545,0.089,V
2455999.76159,2012-03-13.2625030,ba,2.04,15.428,>15.428,99.990,0.925,0.517,V
2455999.76337,2012-03-13.2642857,ba,2.02,14.424,>14.424,99.990,-2.754,1.304,V
2456003.76604,2012-03-17.2672393,ba,2.06,99.990,99.990,99.990,99.990,99.990,V
2456003.76812,2012-03-17.2693190,ba,2.07,16.926,16.913,0.217,0.659,0.130,V
2456003.76990,2012-03-17.2711009,ba,2.09,16.861,>16.861,99.990,0.652,0.138,V
2456003.77190,2012-03-17.2730953,ba,2.07,16.896,16.726,0.188,0.782,0.134,V
2456014.72551,2012-03-28.2274596,ba,2.01,15.836,>15.836,99.990,-0.016,0.355,V
2456014.72723,2012-03-28.2291866,ba,2.00,16.254,>16.254,99.990,0.734,0.242,V
2457007.84234,2014-12-16.3378466,bc,1.50,16.844,>16.844,99.990,0.681,0.140,V
2457007.84375,2014-12-16.3392548,bc,1.46,16.789,16.720,0.206,0.787,0.148,V
2457007.86843,2014-12-16.3639357,bd,1.50,16.647,>16.647,99.990,0.706,0.168,V
2457007.86984,2014-12-16.3653574,bd,1.46,16.745,>16.745,99.990,0.721,0.154,V
2457008.85558,2014-12-17.3511060,bc,1.49,16.821,16.668,0.190,0.825,0.143,V
2457008.85707,2014-12-17.3525899,bc,1.52,17.014,>17.014,99.990,0.209,0.120,V
2457008.88132,2014-12-17.3768424,bd,1.67,16.519,16.489,0.213,0.974,0.189,V
2457008.88273,2014-12-17.3782575,bd,1.61,16.554,>16.554,99.990,0.493,0.183,V
2457009.85956,2014-12-18.3551033,bc,1.44,16.833,16.640,0.184,0.846,0.142,V
2457009.86103,2014-12-18.3565765,bc,1.46,16.970,>16.970,99.990,0.550,0.125,V
2457009.88382,2014-12-18.3793699,bd,1.48,16.574,>16.574,99.990,0.687,0.180,V
2457009.88531,2014-12-18.3808582,bd,1.50,16.794,16.792,0.219,0.736,0.147,V
2457010.85908,2014-12-19.35465,bc,1.48,16.899,>16.899,99.990,0.634,0.133,V
2457010.86049,2014-12-19.3560586,bc,1.53,16.842,>16.842,99.990,0.657,0.141,V
2457010.88147,2014-12-19.3770422,bd,1.61,16.736,16.638,0.200,0.849,0.155,V
2457010.88294,2014-12-19.3785090,bd,1.58,16.664,>16.664,99.990,0.653,0.166,V
2457011.85131,2014-12-20.3469020,bc,1.40,16.767,>16.767,99.990,0.369,0.151,V
2457011.85278,2014-12-20.3483643,bc,1.44,16.763,16.714,0.210,0.791,0.151,V
2457011.87956,2014-12-20.3751486,bd,1.51,16.609,16.503,0.199,0.961,0.174,V
2457011.88097,2014-12-20.3765535,bd,1.52,16.567,>16.567,99.990,0.359,0.181,V
2457021.82710,2014-12-30.3229776,bc,1.45,16.544,>16.544,99.990,0.527,0.185,V
2457021.82857,2014-12-30.3244447,bc,1.44,16.624,>16.624,99.990,0.142,0.172,V
2457021.85065,2014-12-30.3465252,bd,1.54,16.262,>16.262,99.990,0.980,0.240,V
2457021.85211,2014-12-30.3479866,bd,1.55,16.360,>16.360,99.990,0.766,0.219,V
2457037.79899,2015-01-15.2955641,bc,1.39,16.948,>16.948,99.990,0.549,0.128,V
2457037.80038,2015-01-15.2969546,bc,1.42,16.878,16.864,0.216,0.689,0.136,V
2457037.83777,2015-01-15.3343434,bd,1.48,16.777,>16.777,99.990,0.388,0.149,V
2457037.83922,2015-01-15.3357937,bd,1.48,16.717,>16.717,99.990,0.413,0.158,V
2457040.82153,2015-01-18.3182652,bd,1.47,16.512,16.357,0.190,1.099,0.191,V
2457040.82298,2015-01-18.3197143,bd,1.46,16.568,>16.568,99.990,0.885,0.181,V
2457042.78996,2015-01-20.2868011,bc,1.47,17.006,>17.006,99.990,0.557,0.121,V
2457042.79136,2015-01-20.2882081,bc,1.47,16.825,16.574,0.174,0.900,0.143,V
2457043.82026,2015-01-21.3171641,bd,1.45,16.682,>16.682,99.990,0.792,0.163,V
2457043.82162,2015-01-21.3185233,bd,1.48,16.733,>16.733,99.990,0.542,0.156,V
2457044.79188,2015-01-22.2888319,bc,1.39,16.818,>16.818,99.990,0.504,0.144,V
2457044.79327,2015-01-22.2902283,bc,1.41,16.768,>16.768,99.990,0.315,0.151,V
2457044.81908,2015-01-22.3160424,bc,1.39,16.906,>16.906,99.990,0.609,0.133,V
2457044.82054,2015-01-22.3175037,bc,1.38,16.827,>16.827,99.990,0.511,0.143,V
2457045.79193,2015-01-23.2889625,bc,1.43,16.865,>16.865,99.990,0.604,0.138,V
2457045.79334,2015-01-23.2903599,bc,1.43,16.815,>16.815,99.990,0.700,0.144,V
2457045.80935,2015-01-23.3063762,bd,1.45,16.616,>16.616,99.990,0.473,0.173,V
2457045.81075,2015-01-23.3077616,bd,1.46,16.736,>16.736,99.990,0.082,0.155,V
2457049.80306,2015-01-27.3003173,bd,1.47,16.363,>16.363,99.990,0.204,0.219,V
2457049.80445,2015-01-27.3017077,bd,1.52,16.594,>16.594,99.990,0.882,0.177,V
2457051.78482,2015-01-29.2822005,bc,1.41,16.562,>16.562,99.990,0.748,0.182,V
2457051.78621,2015-01-29.2835921,bc,1.38,16.328,>16.328,99.990,0.413,0.226,V
2457053.79003,2015-01-31.2875381,bd,1.74,16.079,>16.079,99.990,0.209,0.284,V
2457053.79142,2015-01-31.2889290,bd,1.76,16.081,>16.081,99.990,0.320,0.283,V
2457054.79569,2015-02-01.2932576,bc,1.48,16.133,>16.133,99.990,-0.009,0.270,V
2457054.79708,2015-02-01.2946532,bc,1.39,16.134,>16.134,99.990,1.127,0.270,V
2457054.81010,2015-02-01.3076751,bd,1.61,16.000,>16.000,99.990,0.975,0.305,V
2457054.81149,2015-02-01.3090656,bd,1.57,15.926,>15.926,99.990,0.986,0.327,V
2457055.81253,2015-02-02.3101732,bd,1.56,15.904,>15.904,99.990,-0.087,0.334,V
2457055.81395,2015-02-02.3115902,bd,1.51,15.907,>15.907,99.990,0.037,0.333,V
2457061.77299,2015-02-08.2710319,bc,1.39,16.815,>16.815,99.990,0.412,0.144,V
2457061.77446,2015-02-08.2725063,bc,1.46,16.954,>16.954,99.990,0.470,0.127,V
2457061.80530,2015-02-08.3033412,bd,2.12,16.551,>16.551,99.990,0.702,0.184,V
2457061.80673,2015-02-08.3047788,bd,2.12,16.516,>16.516,99.990,0.723,0.190,V
2457065.82785,2015-02-12.326175,bd,2.02,16.593,>16.593,99.990,0.195,0.177,V
2457065.82943,2015-02-12.3277542,bd,2.01,16.460,>16.460,99.990,0.407,0.200,V
2457066.79811,2015-02-13.2965053,bd,1.85,16.540,>16.540,99.990,0.223,0.186,V
2457069.74651,2015-02-16.2451120,bc,1.54,16.781,16.703,0.204,0.799,0.149,V
2457069.74795,2015-02-16.2465523,bc,1.51,16.816,>16.816,99.990,0.570,0.144,V
2457070.77358,2015-02-17.2722599,bd,1.53,16.633,16.557,0.204,0.914,0.170,V
2457070.77498,2015-02-17.2736535,bd,1.50,16.715,16.567,0.191,0.906,0.158,V
2457079.73707,2015-02-26.2364333,bc,1.71,16.085,>16.085,99.990,0.236,0.282,V
2457079.73847,2015-02-26.2378068,bc,1.61,16.148,>16.148,99.990,0.099,0.267,V
2457079.74862,2015-02-26.2479603,bd,1.51,15.561,>15.561,99.990,0.826,0.458,V
2457079.75005,2015-02-26.2493887,bd,1.51,99.990,99.990,99.990,99.990,99.990,V
2457211.11957,2015-07-07.6231567,bc,1.73,15.317,>15.317,99.990,1.703,0.573,V
2457211.12110,2015-07-07.6246854,bc,1.73,15.326,>15.326,99.990,-0.592,0.568,V
2457218.10677,2015-07-14.6100509,bc,1.52,16.206,>16.206,99.990,0.658,0.253,V
2457218.10834,2015-07-14.6116201,bc,1.61,16.045,>16.045,99.990,0.657,0.293,V
2457219.12520,2015-07-15.6284298,bd,1.66,15.180,>15.180,99.990,0.463,0.650,V
2457219.12674,2015-07-15.6299734,bd,1.81,99.990,99.990,99.990,99.990,99.990,V
2457222.09402,2015-07-18.5971006,bc,1.58,16.675,>16.675,99.990,0.556,0.164,V
2457222.09558,2015-07-18.5986643,bc,1.56,16.598,16.584,0.216,0.892,0.176,V
2457222.11547,2015-07-18.6185445,bd,1.67,16.217,>16.217,99.990,0.371,0.250,V
2457222.11697,2015-07-18.6200501,bd,1.64,16.080,>16.080,99.990,0.991,0.284,V
2457228.08647,2015-07-24.5892241,bc,1.52,16.615,>16.615,99.990,0.680,0.173,V
2457228.08788,2015-07-24.5906332,bc,1.60,16.621,>16.621,99.990,0.568,0.172,V
2457231.11640,2015-07-27.6189826,bd,1.55,16.657,>16.657,99.990,0.266,0.167,V
