HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455937.77321,2012-01-11.2706332,bb,2.08,15.994,12.498,0.010,38.459,0.326,V
2455937.77494,2012-01-11.2723651,bb,2.06,15.992,12.499,0.010,38.413,0.326,V
2455941.78660,2012-01-15.2842649,bb,2.16,15.083,12.479,0.020,39.125,0.728,V
2455946.80785,2012-01-20.3058410,ba,2.50,99.990,99.990,99.990,99.990,99.990,V
2455946.81007,2012-01-20.3080614,bb,2.07,16.196,12.474,0.008,39.287,0.273,V
2455950.81012,2012-01-24.3083807,ba,2.06,16.243,12.511,0.008,37.966,0.262,V
2455953.73724,2012-01-27.2356984,bb,2.48,16.250,12.485,0.008,38.916,0.271,V
2455957.74621,2012-01-31.2449528,bb,1.98,16.079,12.517,0.009,37.775,0.314,V
2455957.74799,2012-01-31.2467358,bb,1.99,16.108,12.506,0.009,38.150,0.300,V
2455968.75016,2012-02-11.2497070,ba,2.31,99.990,99.990,99.990,99.990,99.990,V
2455968.75238,2012-02-11.2519265,ba,2.30,99.990,99.990,99.990,99.990,99.990,V
2455973.73249,2012-02-16.2324033,ba,2.18,99.990,99.990,99.990,99.990,99.990,V
2455973.73474,2012-02-16.2346609,ba,2.17,99.990,99.990,99.990,99.990,99.990,V
2455973.73692,2012-02-16.2368401,bb,2.23,16.180,12.489,0.008,38.730,0.277,V
2455973.73911,2012-02-16.2390281,bb,2.22,16.183,12.482,0.008,38.987,0.285,V
2455988.75012,2012-03-02.2511568,ba,2.04,15.788,12.625,0.018,34.196,0.555,V
2455988.75213,2012-03-02.2531711,ba,2.04,15.733,12.635,0.018,33.857,0.546,V
2455998.75449,2012-03-12.2562281,bb,2.16,15.751,12.462,0.012,39.749,0.435,V
2455998.75644,2012-03-12.2581807,bb,2.20,15.968,12.512,0.010,37.944,0.359,V
2455999.74339,2012-03-13.2451965,ba,1.69,14.759,12.537,0.033,37.074,1.120,V
