MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1132023090438,14.650,0.064,73.50241,32.98636,53480.13813,0
1132023090438,14.583,0.063,73.50252,32.98644,53480.14064,0
1132023090438,14.482,0.063,73.50267,32.98629,53480.14317,0
1132023090438,14.573,0.063,73.50244,32.98635,53480.14568,0
1132023090438,14.059,0.056,73.50255,32.98632,53706.36547,0
1132023090438,14.047,0.056,73.50255,32.98631,53706.37180,0
1132023090438,14.050,0.056,73.50255,32.98632,53706.37839,0
1132023090438,14.047,0.057,73.50253,32.98634,53706.38482,0
1132023090438,14.019,0.057,73.50255,32.98634,53712.19596,0
1132023090438,14.012,0.056,73.50253,32.98633,53712.20304,0
1132023090438,13.995,0.057,73.50252,32.98634,53712.21014,0
1132023090438,14.005,0.056,73.50248,32.98633,53712.21725,0
1132023090438,15.738,0.070,73.50262,32.98651,53725.20954,0
1132023090438,15.730,0.071,73.50256,32.98650,53725.21606,0
1132023090438,15.713,0.070,73.50260,32.98652,53725.22256,0
1132023090438,15.583,0.068,73.50262,32.98651,53725.22911,0
1132023090438,14.052,0.056,73.50255,32.98633,53735.22243,0
1132023090438,14.034,0.056,73.50253,32.98635,53735.22945,0
1132023090438,14.025,0.056,73.50255,32.98633,53735.23653,0
1132023090438,14.035,0.056,73.50253,32.98632,53735.24351,0
1132023090438,14.026,0.056,73.50254,32.98633,53695.36590,0
1132023090438,14.024,0.056,73.50254,32.98633,53695.37401,0
1132023090438,14.026,0.056,73.50254,32.98634,53695.38206,0
1132023090438,14.045,0.056,73.50253,32.98634,53695.39011,0
1132023090438,13.941,0.057,73.50256,32.98634,53626.47166,0
1132023090438,13.857,0.057,73.50255,32.98633,53626.47769,0
1132023090438,13.811,0.057,73.50255,32.98633,53626.48379,0
1132023090438,14.025,0.057,73.50253,32.98633,54083.30350,0
1132023090438,14.024,0.057,73.50253,32.98633,54083.30610,0
1132023090438,14.060,0.058,73.50244,32.98637,54083.30873,0
1132023090438,14.037,0.056,73.50244,32.98635,54083.31138,0
1132023090438,14.046,0.056,73.50254,32.98631,53768.24496,0
1132023090438,14.021,0.056,73.50253,32.98633,53768.25144,0
1132023090438,14.022,0.056,73.50250,32.98632,53768.25790,0
1132023090438,14.025,0.056,73.50253,32.98633,53768.26438,0
1132023090438,14.021,0.056,73.50253,32.98631,53793.11577,0
1132023090438,14.058,0.056,73.50254,32.98633,53742.19234,0
1132023090438,14.044,0.056,73.50253,32.98632,53742.20069,0
1132023090438,14.035,0.056,73.50251,32.98632,53742.20900,0
1132023090438,14.035,0.056,73.50255,32.98632,53742.21729,0
1132023090438,14.029,0.056,73.50253,32.98633,53760.18235,0
1132023090438,14.040,0.056,73.50254,32.98633,53760.18868,0
1132023090438,14.029,0.056,73.50252,32.98634,53760.19502,0
1132023090438,14.045,0.056,73.50252,32.98633,53760.20130,0
1132023090438,15.162,0.063,73.50251,32.98643,54041.44688,0
1132023090438,15.114,0.063,73.50252,32.98642,54041.45075,0
1132023090438,15.036,0.062,73.50249,32.98641,54041.45461,0
1132023090438,14.939,0.061,73.50252,32.98640,54041.45847,0
1132023090438,14.012,0.056,73.50253,32.98633,54010.44147,0
1132023090438,14.029,0.056,73.50245,32.98636,54010.44696,0
1132023090438,14.010,0.056,73.50256,32.98632,54010.45250,0
1132023090438,14.030,0.057,73.50245,32.98639,54010.45802,0
1132023090438,14.005,0.056,73.50254,32.98631,54031.40861,0
1132023090438,14.026,0.056,73.50246,32.98637,54031.41312,0
1132023090438,13.999,0.056,73.50255,32.98630,54031.41767,0
1132023090438,14.006,0.056,73.50256,32.98630,54031.42212,0
1132023090438,14.023,0.056,73.50254,32.98632,54450.22338,0
1132023090438,14.026,0.056,73.50254,32.98630,54450.22993,0
1132023090438,14.012,0.056,73.50252,32.98630,54450.23643,0
1132023090438,14.025,0.056,73.50256,32.98631,54450.24293,0
1132023090438,14.041,0.057,73.50256,32.98632,54138.13636,0
1132023090438,14.062,0.057,73.50245,32.98637,54138.14127,0
1132023090438,14.045,0.057,73.50245,32.98637,54138.14621,0
1132023090438,14.048,0.057,73.50256,32.98630,54138.15114,0
1132023090438,14.197,0.057,73.50257,32.98631,54771.40367,0
1132023090438,14.274,0.057,73.50256,32.98632,54771.41108,0
1132023090438,14.351,0.057,73.50262,32.98632,54771.41847,0
1132023090438,14.473,0.058,73.50245,32.98638,54771.42588,0
1132023090438,14.022,0.056,73.50254,32.98631,55208.23606,0
1132023090438,14.021,0.056,73.50256,32.98631,55208.24359,0
1132023090438,14.034,0.056,73.50257,32.98631,55208.25118,0
1132023090438,14.040,0.056,73.50247,32.98636,55208.25876,0
1132023090438,14.014,0.055,73.50258,32.98633,55655.11778,0
1132023090438,14.020,0.055,73.50257,32.98633,55655.12393,0
1132023090438,14.011,0.055,73.50255,32.98634,55655.13431,0
1132023090438,14.031,0.055,73.50257,32.98631,55655.14053,0
1132023090438,14.023,0.056,73.50254,32.98632,53793.12049,0
1132023090438,14.044,0.056,73.50253,32.98634,53793.12564,0
1132023090438,14.043,0.056,73.50251,32.98632,53793.13079,0
1132023090438,14.039,0.056,73.50255,32.98632,53793.13603,0
1132023090438,13.989,0.056,73.50253,32.98630,55857.34756,0
1132023090438,13.982,0.056,73.50256,32.98633,55857.35585,0
1132023090438,13.986,0.056,73.50256,32.98631,55857.36440,0
1132023090438,13.977,0.056,73.50257,32.98633,55857.37311,0
