###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57364.594118  14.181  0.005  7717   41 o  0 158.74 180.22384  34.81397  5106.07 10349.61 3.58 3.48   8.8 -0.408 19.17 20.77 02a57364o0642o
57364.594734  14.176  0.005  7755   43 o  0 110.96 180.22384  34.81397  5443.41  1106.15 4.33 3.41  -4.5 -0.500 19.16 20.76 02a57364o0643o
57364.602756  14.160  0.006  7870   47 o  0  75.43 180.22384  34.81397  5162.39   520.93 4.64 3.48  -5.6 -0.505 19.14 20.74 02a57364o0654o
57364.608881  14.164  0.005  7838   42 o  0 141.86 180.22384  34.81397  6329.22  9766.91 3.45 3.39  87.2 -0.437 19.19 20.78 02a57364o0664o
57364.609495  14.185  0.005  7690   40 o  0 167.75 180.22384  34.81397  6024.88  1695.66 4.05 3.45  -2.9 -0.483 19.19 20.77 02a57364o0665o
57384.550255  14.172  0.007  7783   51 o  0  60.50 180.22384  34.81397  5448.58  1096.44 4.30 3.59  -6.2 -0.474 18.43 19.42 02a57384o0525o
57384.558728  14.265  0.021  7144  147 o  0   4.68 180.22384  34.81397  5108.11 10341.82 4.67 3.62   4.7 -0.409 17.15 18.16 02a57384o0538o
57384.565004  14.217  0.025  7467  189 o  0   3.00 180.22384  34.81397  5161.01   510.62 4.55 3.57  -7.2 -0.501 17.53 18.33 02a57384o0548o
57384.582700  14.191  0.007  7650   50 o  0  58.34 180.22384  34.81397  6013.67  1689.89 3.93 3.56  -3.2 -0.463 18.60 19.67 02a57384o0576o
57384.595064  14.190  0.006  7654   46 o  0  77.92 180.22384  34.81397  6311.49  9764.35 3.60 3.49  23.3 -0.414 18.64 19.73 02a57384o0596o
57385.578608  14.143  0.007  7991   54 o  0  48.62 180.22384  34.81397  5452.75  1105.50 4.37 3.32  -2.9 -0.505 18.71 19.81 02a57385o0575o
57385.579834  14.155  0.007  7905   59 o  0  35.10 180.22384  34.81397  5167.02   518.01 4.44 3.32  -5.4 -0.519 18.71 19.81 02a57385o0577o
57385.588881  14.181  0.007  7716   52 o  0  59.02 180.22384  34.81397  5109.28 10350.81 3.55 3.45  -7.2 -0.418 18.73 19.87 02a57385o0591o
57385.603192  14.169  0.006  7808   50 o  0  61.54 180.22384  34.81397  6021.84  1696.00 4.21 3.41  -2.4 -0.494 18.71 19.84 02a57385o0614o
57385.608838  14.164  0.006  7844   46 o  0  88.57 180.22384  34.81397  6321.35  9770.24 3.50 3.40 -87.6 -0.457 18.74 19.88 02a57385o0623o
57395.553930  14.508  0.005  5712   30 c  0 173.52 180.22384  34.81397  5552.91  1071.31 4.15 3.61  -6.6 -0.443 19.72 21.72 02a57395o0544c
57395.570310  14.477  0.005  5880   30 c  0 215.09 180.22384  34.81397  5196.58 10324.52 3.70 3.40   7.9 -0.404 19.74 21.77 02a57395o0568c
57395.578614  14.482  0.006  5852   33 c  0 140.31 180.22384  34.81397  5233.47   480.15 4.34 3.55  -6.3 -0.477 19.75 21.76 02a57395o0581c
57395.589961  14.494  0.005  5788   29 c  0 246.38 180.22384  34.81397  6025.40  1649.73 4.03 3.62  -2.7 -0.422 19.74 21.75 02a57395o0599c
57395.607573  14.476  0.005  5881   31 c  0 255.44 180.22384  34.81397  6296.62  9728.51 3.51 3.31  -3.2 -0.414 19.75 21.75 02a57395o0627c
57402.573533  14.465  0.005  5942   30 c  0 189.60 180.22384  34.81397  5447.81  1117.34 4.53 3.60  -3.5 -0.450 19.69 21.80 02a57402o0573c
57402.601934  14.501  0.006  5749   32 c  0 136.61 180.22384  34.81397  5103.31 10373.30 3.93 3.67  18.5 -0.383 19.74 21.83 02a57402o0611c
57402.603159  14.494  0.006  5788   33 c  0 119.41 180.22384  34.81397  5162.30   539.75 4.44 3.57  -4.8 -0.480 19.75 21.83 02a57402o0613c
57402.608361  14.490  0.005  5810   29 c  0 256.72 180.22384  34.81397  6020.83  1713.84 4.07 3.55  -1.4 -0.438 19.76 21.83 02a57402o0621c
57402.630456  14.476  0.005  5882   31 c  0 176.57 180.22384  34.81397  4424.64   941.16 4.23 3.54  -9.3 -0.472 19.80 21.91 02a57402o0653c
57403.570939  14.467  0.005  5931   31 c  0 163.37 180.22384  34.81397  5450.26  1117.15 4.38 3.57  -5.4 -0.467 19.73 21.79 02a57403o0572c
57403.598809  14.529  0.005  5604   30 c  0 173.32 180.22384  34.81397  5107.38 10372.85 3.82 3.66  25.3 -0.395 19.74 21.79 02a57403o0610c
57403.600042  14.489  0.006  5811   34 c  0 106.35 180.22384  34.81397  5166.45   539.30 4.52 3.55  -5.5 -0.482 19.74 21.76 02a57403o0612c
57403.604358  14.482  0.005  5849   29 c  0 252.97 180.22384  34.81397  6025.08  1711.75 4.09 3.54  -1.1 -0.440 19.75 21.78 02a57403o0619c
57403.630707  14.463  0.005  5951   30 c  0 216.51 180.22384  34.81397  4424.68   936.61 4.37 3.65 -11.0 -0.463 19.73 21.81 02a57403o0656c
57415.574729  14.163  0.007  7847   54 o  0  40.62 180.22384  34.81397  6282.28   474.35 4.45 3.62  -2.5 -0.498 18.70 19.88 02a57415o0602o
57415.600872  14.184  0.006  7701   48 o  0  55.63 180.22384  34.81397  4454.87   448.07 4.48 3.61 -11.1 -0.494 18.74 19.96 02a57415o0641o
57415.603324  14.213  0.007  7499   51 o  0  59.14 180.22384  34.81397  4175.48  9674.18 3.64 3.56  46.5 -0.415 18.72 19.88 02a57415o0645o
57415.623068  14.156  0.006  7900   51 o  0  46.94 180.22384  34.81397  5313.14  9085.78 3.94 3.83  81.2 -0.429 18.61 19.87 02a57415o0674o
57415.650221  14.208  0.006  7527   49 o  0  66.05 180.22384  34.81397  5563.97  9010.07 3.52 3.42  66.8 -0.439 18.70 19.83 02a57415o0711o
57420.577891  14.516  0.005  5672   31 c  0 158.43 180.22384  34.81397  4894.25 10057.86 3.79 3.68  24.3 -0.392 19.53 21.36 02a57420o0540c
57420.578494  14.459  0.006  5974   35 c  0  83.11 180.22384  34.81397  4904.02   228.84 4.29 3.55  -7.6 -0.479 19.54 21.37 02a57420o0541c
57420.601462  14.516  0.005  5670   30 c  0 201.00 180.22384  34.81397  4604.30  9471.37 3.70 3.61  37.5 -0.406 19.52 21.34 02a57420o0575c
57420.626786  14.496  0.005  5775   31 c  0 190.32 180.22384  34.81397  5729.37  8888.47 3.60 3.51  77.7 -0.430 19.52 21.32 02a57420o0611c
57420.638854  14.497  0.005  5771   30 c  0 212.57 180.22384  34.81397  5568.30  9007.21 3.73 3.60  78.3 -0.422 19.48 21.29 02a57420o0630c
57427.550058  14.503  0.005  5741   30 c  0 166.44 180.22384  34.81397  4583.21  9947.34 3.93 3.87  83.4 -0.390 19.72 21.83 02a57427o0570c
