###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57298.582024  14.435  0.009  6108   56 o  0   2.83 106.78367  -5.35917  1245.11  1174.96 5.11 3.45 -22.3 -0.502 18.44 19.61 02a57298o0580o
57304.580549  14.748  0.008  4580   35 c  0   3.32 106.78367  -5.35917  1237.70  1173.53 5.25 3.70 -23.3 -0.466 19.24 21.07 02a57304o0559c
57304.598434  14.743  0.008  4602   37 c  0   3.24 106.78367  -5.35917  1236.08  1175.07 5.16 3.65 -22.8 -0.479 19.28 21.10 02a57304o0587c
57308.580577  14.729  0.007  4660   35 c  0   3.91 106.78367  -5.35917  1239.03  1184.54 5.54 3.90 -24.4 -0.473 19.32 21.29 02a57308o0572c
57308.587604  14.733  0.008  4642   35 c  0   4.09 106.78367  -5.35917  1236.01  1185.24 5.55 3.98 -23.6 -0.474 19.31 21.30 02a57308o0583c
57322.556454  14.387  0.013  6383   80 o  0   2.13 106.78367  -5.35917  1256.96  1204.83 6.41 4.21 -23.1 -0.502 18.01 18.90 02a57322o0646o
57322.586309  14.401  0.015  6304   97 o  0   1.29 106.78367  -5.35917  1255.32  1212.11 6.97 4.83 -27.2 -0.442 17.79 18.72 02a57322o0690o
57334.640507  14.756  0.007  4547   33 c  0   3.37 106.78367  -5.35917  9490.08  9456.87 4.09 4.01 -88.6 -0.390 19.26 21.01 02a57334o0630c
57352.539732  14.421  0.012  6190   77 o  0   1.38 106.78367  -5.35917  1277.69  1248.39 5.15 3.91 -31.9 -0.487 18.12 18.94 02a57352o0041o
57352.541185  14.409  0.012  6259   74 o  0   1.63 106.78367  -5.35917  1272.38  1248.85 5.14 3.93 -31.8 -0.484 18.14 18.94 02a57352o0043o
57352.561940  14.436  0.012  6106   71 o  0   1.39 106.78367  -5.35917  9486.81  9452.92 4.45 4.28  63.2 -0.392 18.05 18.97 02a57352o0073o
57352.569456  14.451  0.012  6020   72 o  0   1.45 106.78367  -5.35917  9486.33  9457.86 4.41 4.27  88.0 -0.396 18.04 19.00 02a57352o0084o
57356.525105  14.419  0.008  6201   52 o  0   2.62 106.78367  -5.35917  1278.80  1245.34 4.53 3.49 -32.5 -0.514 18.68 19.80 02a57356o0465o
57356.543858  14.434  0.007  6114   42 o  0   4.18 106.78367  -5.35917  9497.78  9450.99 3.55 3.40 -54.4 -0.455 18.70 19.78 02a57356o0492o
57356.545335  14.448  0.008  6038   46 o  0   3.89 106.78367  -5.35917  9496.52  9449.27 3.55 3.40 -55.5 -0.457 18.70 19.78 02a57356o0494o
57356.559213  14.461  0.007  5965   43 o  0   4.31 106.78367  -5.35917  9493.03  9455.86 3.53 3.40 -50.5 -0.453 18.69 19.77 02a57356o0514o
57357.504229  14.416  0.007  6216   46 o  0   3.50 106.78367  -5.35917  1289.97  1534.12 4.43 3.49 -30.5 -0.510 18.86 20.15 02a57357o0512o
57357.517244  14.394  0.008  6347   48 o  0   3.57 106.78367  -5.35917   990.21  1536.76 4.55 3.57 -36.6 -0.502 18.80 20.05 02a57357o0532o
57357.530647  14.391  0.009  6361   55 o  0   3.23 106.78367  -5.35917   378.58   946.37 5.21 3.56 -36.7 -0.486 18.78 20.04 02a57357o0552o
57357.531481  14.403  0.008  6290   50 o  0   4.14 106.78367  -5.35917 10223.86  1006.03 3.94 3.53  31.3 -0.508 18.81 20.07 02a57357o0553o
57357.555658  14.400  0.006  6308   40 o  0   4.96 106.78367  -5.35917  8903.48  8864.93 3.58 3.42 -82.0 -0.453 18.79 20.01 02a57357o0589o
57358.493497  14.414  0.007  6230   46 o  0   3.70 106.78367  -5.35917   999.54  1528.45 4.89 3.73 -34.2 -0.505 18.90 20.30 02a57358o0516o
57358.506541  14.457  0.008  5987   49 o  0   3.65 106.78367  -5.35917   699.49   942.91 5.14 3.60 -33.5 -0.512 18.91 20.33 02a57358o0537o
57358.521308  14.534  0.007  5577   41 o  0   4.55 106.78367  -5.35917  1578.88  2126.21 4.47 3.62 -35.6 -0.496 18.94 20.36 02a57358o0559o
57358.531128  14.595  0.007  5274   38 o  0   4.37 106.78367  -5.35917  6611.21 10050.36 3.75 3.67  50.4 -0.442 18.94 20.37 02a57358o0575o
57358.542612  14.647  0.008  5024   42 o  0   3.78 106.78367  -5.35917  1858.69   372.57 5.02 3.71 -26.9 -0.512 18.93 20.39 02a57358o0592o
57359.489789  14.420  0.007  6194   46 o  0   4.20 106.78367  -5.35917   998.34  1529.20 4.88 3.60 -33.5 -0.498 19.09 20.65 02a57359o0377o
57359.502281  14.228  0.069  7394  509 o  0   0.44 106.78367  -5.35917 10526.41   998.84 3.83 3.44  40.8 -0.510 19.11 20.65 02a57359o0395o
57359.517628  14.416  0.007  6216   44 o  0   6.73 106.78367  -5.35917   694.94   948.09 4.97 3.50 -35.2 -0.506 19.10 20.62 02a57359o0419o
57359.531121  14.432  0.007  6129   40 o  0   5.40 106.78367  -5.35917  1575.33  2129.24 4.46 3.50 -34.8 -0.492 19.12 20.64 02a57359o0439o
57359.540507  14.442  0.006  6069   39 o  0   8.55 106.78367  -5.35917  6609.64 10055.00 3.53 3.42  16.2 -0.438 19.12 20.62 02a57359o0454o
57359.543146  14.410  0.007  6249   46 o  0   6.80 106.78367  -5.35917  1860.17   373.17 4.84 3.40 -26.4 -0.526 19.12 20.60 02a57359o0458o
57374.456980  14.658  0.034  4974  168 c  0   1.10 106.78367  -5.35917  1014.86  1542.95 5.66 4.50  -8.1 -0.361 16.83 19.03 02a57374o0342c
57383.479923  14.436  0.015  6106   94 o  0   1.30 106.78367  -5.35917  5305.62    72.63 4.35 3.65  -9.8 -0.502 18.21 18.99 02a57383o0243o
57388.409226  14.246  0.064  7274  466 o  0   0.44 106.78367  -5.35917 10523.65  1008.59 4.60 3.59  31.6 -0.523 19.18 20.89 02a57388o0357o
57388.434255  14.414  0.007  6230   44 o  0   6.44 106.78367  -5.35917   988.40  1549.09 5.33 3.63 -32.8 -0.524 19.15 20.78 02a57388o0396o
57388.440583  14.403  0.007  6290   46 o  0   5.57 106.78367  -5.35917   698.42   959.03 5.90 3.70 -32.3 -0.508 19.14 20.77 02a57388o0403o
57388.460063  14.426  0.007  6161   45 o  0   5.24 106.78367  -5.35917  1573.73  2141.22 4.91 3.57 -32.3 -0.521 19.15 20.73 02a57388o0427o
57388.473168  14.378  0.007  6437   46 o  0   6.72 106.78367  -5.35917  4150.67   651.15 4.83 3.52 -12.3 -0.565 19.10 20.70 02a57388o0446o
57388.482847  14.442  0.006  6073   37 o  0   5.35 106.78367  -5.35917  8904.01 10331.27 3.78 3.66  74.6 -0.443 19.07 20.66 02a57388o0460o
57390.412750  14.721  0.047  4694  222 c  0   0.54 106.78367  -5.35917 10521.20  1012.12 4.38 3.76  28.6 -0.458 19.59 21.59 02a57390o0346c
57390.419027  14.712  0.007  4735   32 c  0   5.08 106.78367  -5.35917   991.05  1548.20 4.98 3.69 -31.2 -0.478 19.60 21.62 02a57390o0356c
57390.437866  14.699  0.007  4791   33 c  0   4.68 106.78367  -5.35917   694.43   963.47 5.52 3.73 -30.8 -0.469 19.62 21.66 02a57390o0385c
57390.446702  14.719  0.006  4702   29 c  0   6.77 106.78367  -5.35917  1571.64  2142.66 4.72 3.68 -31.0 -0.456 19.64 21.67 02a57390o0396c
57390.467694  14.707  0.007  4756   33 c  0   4.53 106.78367  -5.35917  4143.43   653.85 4.73 3.66 -13.9 -0.500 19.59 21.57 02a57390o0424c
57390.479776  14.741  0.006  4607   28 c  0   5.82 106.78367  -5.35917  8901.97 10333.62 3.83 3.81  25.6 -0.406 19.53 21.46 02a57390o0442c
57391.398789  14.714  0.045  4727  210 c  0   0.68 106.78367  -5.35917 10525.54  1008.50 4.38 3.71  30.9 -0.462 19.58 21.56 02a57391o0328c
57391.427014  14.721  0.007  4693   34 c  0   4.00 106.78367  -5.35917   695.59   959.87 5.39 3.76 -30.0 -0.476 19.62 21.66 02a57391o0357c
57391.443567  14.743  0.006  4602   28 c  0   7.72 106.78367  -5.35917  6611.28 10065.02 3.83 3.75  64.0 -0.425 19.65 21.69 02a57391o0382c
57391.445610  14.727  0.006  4667   30 c  0   7.20 106.78367  -5.35917  1573.89  2142.32 4.68 3.68 -30.0 -0.461 19.66 21.70 02a57391o0385c
57391.460838  14.750  0.006  4570   28 c  0   7.30 106.78367  -5.35917  8897.89 10335.25 3.95 3.86  16.6 -0.403 19.62 21.67 02a57391o0405c
57392.391360  14.776  0.007  4462   33 c  0   6.93 106.78367  -5.35917 10472.61   839.60 5.34 4.36  26.4 -0.426 19.34 21.42 02a57392o0222c
57392.402131  14.722  0.007  4692   34 c  0   3.48 106.78367  -5.35917   942.18  1380.52 5.95 4.33 -29.8 -0.440 19.38 21.45 02a57392o0239c
57392.409075  14.729  0.008  4661   36 c  0   9.63 106.78367  -5.35917  5388.59 10475.30 4.11 3.93 -77.3 -0.420 19.55 21.56 02a57392o0250c
57392.418728  14.703  0.007  4772   34 c  0   5.07 106.78367  -5.35917   622.97   780.22 5.91 3.82 -29.9 -0.471 19.54 21.56 02a57392o0265c
57392.439565  14.720  0.006  4701   29 c  0   6.06 106.78367  -5.35917  9051.14  8490.05 3.85 3.64  73.7 -0.420 19.57 21.56 02a57392o0297c
57392.444626  14.698  0.007  4796   33 c  0   4.30 106.78367  -5.35917  4039.70   572.32 4.99 3.79 -11.0 -0.487 19.56 21.56 02a57392o0302c
57392.448753  14.679  0.007  4878   33 c  0   6.50 106.78367  -5.35917  1737.81   176.50 5.47 3.75 -23.7 -0.477 19.57 21.57 02a57392o0307c
57398.433650  14.682  0.006  4866   28 c  0   9.20 106.78367  -5.35917   147.83  9629.54 4.35 4.02 -64.7 -0.425 19.55 21.55 02a57398o0385c
57398.436338  14.722  0.006  4690   28 c  0   7.73 106.78367  -5.35917  9662.70  9091.92 4.02 3.78  73.2 -0.396 19.56 21.59 02a57398o0389c
57398.456165  14.732  0.006  4646   29 c  0   4.72 106.78367  -5.35917  9997.74  9691.63 3.94 3.81  79.0 -0.412 19.59 21.60 02a57398o0420c
57398.462473  14.721  0.006  4694   28 c  0   6.17 106.78367  -5.35917  9125.26  8512.69 3.91 3.61  81.0 -0.415 19.59 21.61 02a57398o0429c
57398.473661  14.703  0.007  4774   32 c  0   6.05 106.78367  -5.35917  4112.64   588.65 4.82 3.63 -11.0 -0.499 19.59 21.58 02a57398o0446c
57398.498535  14.744  0.006  4597   27 c  0   8.63 106.78367  -5.35917  8910.31 10284.27 3.84 3.77  26.5 -0.410 19.57 21.54 02a57398o0483c
57399.430871  14.695  0.006  4806   29 c  0   5.53 106.78367  -5.35917  9654.80  9085.43 3.86 3.69  74.8 -0.415 19.58 21.54 02a57399o0392c
57399.434734  14.684  0.006  4859   29 c  0  10.42 106.78367  -5.35917   149.83  9628.86 4.10 3.88 -60.3 -0.441 19.57 21.52 02a57399o0397c
57399.456829  14.729  0.006  4662   28 c  0   5.63 106.78367  -5.35917 10002.52  9690.27 3.86 3.69 -87.6 -0.426 19.57 21.52 02a57399o0431c
57399.464484  14.711  0.006  4736   28 c  0   7.47 106.78367  -5.35917  9130.89  8510.68 3.80 3.49  82.6 -0.427 19.56 21.49 02a57399o0442c
57399.473139  14.732  0.007  4649   31 c  0   5.55 106.78367  -5.35917  8862.55 10274.24 3.81 3.75  30.1 -0.415 19.55 21.46 02a57399o0455c
57399.473754  14.686  0.007  4850   32 c  0   6.57 106.78367  -5.35917  4116.05   586.30 4.75 3.61 -11.0 -0.500 19.55 21.46 02a57399o0456c
57408.379145  14.385  0.011  6397   73 o  0   2.22 106.78367  -5.35917  1557.36   971.73 5.28 3.68 -29.0 -0.558 18.34 19.21 02a57408o0319o
57408.385877  14.382  0.010  6413   65 o  0   2.59 106.78367  -5.35917  1852.12  1582.13 4.85 3.54 -28.4 -0.553 18.38 19.21 02a57408o0330o
57408.411506  14.365  0.011  6515   72 o  0   2.75 106.78367  -5.35917   967.42   386.22 5.69 3.54 -30.1 -0.502 18.41 19.27 02a57408o0371o
57408.441599  14.414  0.011  6228   68 o  0   2.44 106.78367  -5.35917 10058.70  8571.87 3.77 3.30  88.3 -0.474 18.38 19.19 02a57408o0416o
57421.449640  14.700  0.007  4788   33 c  0   3.58 106.78367  -5.35917  4492.24   101.79 5.18 4.21 -11.3 -0.431 19.49 21.62 02a57421o0423c
