###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57232.366845 -19.080  1.443   -85  122 o  0   2.01 298.43563  38.64539  3005.47  3104.83 3.83 3.53 -65.5 -0.470 17.31 17.92 02a57232o0151o
57232.377411 -19.295  0.805   -70   56 o  0   3.19 298.43563  38.64539  3011.62  3106.18 3.79 3.53 -62.7 -0.478 18.47 19.49 02a57232o0165o
57232.398311 -17.351  0.823  -416  343 o  0   0.95 298.43563  38.64539  4447.04  1667.75 3.65 3.52 -39.5 -0.481 16.20 16.27 02a57232o0190o
57232.416753  15.446  1.497  2407 3604 o  0   1.45 298.43563  38.64539  4455.18  1667.72 3.80 3.54 -46.7 -0.355 14.53 14.48 02a57232o0214o
57300.267940 -18.145  0.300  -200   60 o  0   8.75 298.43563  38.64539  7590.44  7507.77 4.03 3.17 -88.3 -0.499 18.52 20.01 02a57300o0179o
57300.284256 -18.105  0.274  -208   57 o  0   9.78 298.43563  38.64539  7587.60  7509.59 4.09 3.28 -85.9 -0.508 18.70 20.25 02a57300o0229o
57300.317081 -18.180  0.251  -194   49 o  0  11.89 298.43563  38.64539  6158.83  8951.81 4.02 3.24 -77.6 -0.517 18.71 20.24 02a57300o0329o
57302.263856 -17.503  0.124  -362   45 o  0  20.66 298.43563  38.64539  7577.26  7506.30 4.49 3.59 -83.0 -0.506 18.92 20.68 02a57302o0123o
57302.279990 -17.326  0.121  -426   52 o  0  23.60 298.43563  38.64539  7571.03  7507.51 4.58 3.66 -81.7 -0.516 18.92 20.72 02a57302o0148o
57302.296056 -17.546  0.134  -348   47 o  0  19.06 298.43563  38.64539  6148.83  8950.27 4.54 3.60 -73.8 -0.509 18.95 20.73 02a57302o0173o
57302.315364 -17.929  0.180  -244   44 o  0  33.75 298.43563  38.64539  6133.91  8950.44 4.46 3.65 -74.8 -0.512 18.94 20.72 02a57302o0202o
57314.263822 -18.045  0.158  -220   35 c  0  24.75 298.43563  38.64539  7569.59  7521.65 4.54 3.82 -84.5 -0.490 19.06 20.88 02a57314o0104c
57314.284239 -18.220  0.208  -187   39 c  0  18.64 298.43563  38.64539  7565.75  7520.82 4.46 3.70 -86.2 -0.492 19.07 20.85 02a57314o0134c
57314.303117 -18.688  0.273  -122   33 c  0  24.04 298.43563  38.64539  6141.91  8962.92 4.43 3.75 -75.1 -0.485 19.08 20.84 02a57314o0161c
57314.331871 -18.435  0.269  -153   41 c  0  17.33 298.43563  38.64539  6138.66  8965.59 4.44 3.74 -75.7 -0.478 18.88 20.60 02a57314o0202c
57315.257338 -17.911  0.203  -249   50 c  0  12.90 298.43563  38.64539  7567.09  7523.72 4.43 3.59 -86.2 -0.497 18.47 19.94 02a57315o0111c
57315.275546 -18.310  0.256  -172   44 c  0   9.54 298.43563  38.64539  7561.19  7524.44 4.40 3.65 -86.6 -0.496 18.70 20.20 02a57315o0139c
57315.295672 -18.354  0.277  -165   46 c  0  13.14 298.43563  38.64539  6134.09  8965.94 4.50 3.74 -76.6 -0.484 18.72 20.25 02a57315o0169c
57315.324011 -16.966  0.066  -594   39 c  0  18.40 298.43563  38.64539  6131.42  8965.64 5.64 5.06 -69.7 -0.369 18.62 20.47 02a57315o0211c
57316.266550 -17.725  0.125  -295   37 c  0  18.61 298.43563  38.64539  7551.68  7518.84 4.68 4.00 -86.6 -0.487 18.77 20.34 02a57316o0095c
57316.285059 -17.488  0.117  -367   43 c  0  16.52 298.43563  38.64539  6123.93  8960.37 4.70 3.98 -74.0 -0.475 18.77 20.30 02a57316o0123c
57316.304962 -18.023  0.202  -224   45 c  0  13.38 298.43563  38.64539  6126.66  8961.68 4.53 3.80 -74.6 -0.481 18.76 20.22 02a57316o0153c
57320.196197 -18.501  0.640  -144   92 o  0   3.25 298.43563  38.64539  7659.85  7544.20 4.03 3.29  87.9 -0.565 17.86 18.42 02a57320o0025o
