HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459588.78222,2022-01-09.2795561,bq,1.50,15.967,12.996,0.014,22.990,0.304,g
2459588.78346,2022-01-09.2807959,bq,1.53,16.076,13.029,0.013,22.312,0.277,g
2459591.77461,2022-01-12.2721276,bq,1.63,15.448,12.990,0.023,23.120,0.490,g
2459591.77587,2022-01-12.2733714,bq,1.61,15.486,13.025,0.024,22.373,0.475,g
2459591.86578,2022-01-12.3632997,bB,2.09,16.145,13.022,0.013,22.458,0.275,g
2459591.86705,2022-01-12.3645653,bB,2.08,16.078,13.043,0.014,22.019,0.285,g
2459591.86832,2022-01-12.3658307,bB,2.08,16.100,13.056,0.014,21.765,0.278,g
2459592.73432,2022-01-13.2318892,bq,1.54,15.734,13.026,0.018,22.362,0.375,g
2459592.73556,2022-01-13.2331322,bq,1.47,15.691,13.014,0.019,22.625,0.392,g
2459592.73681,2022-01-13.2343837,bq,1.53,15.731,13.021,0.018,22.455,0.380,g
2459593.71389,2022-01-14.2115274,br,1.42,15.015,13.145,0.039,20.050,0.723,g
2459593.71513,2022-01-14.2127611,br,1.43,15.296,13.201,0.032,19.044,0.559,g
2459593.71638,2022-01-14.2140112,br,1.48,15.403,13.163,0.028,19.715,0.509,g
2459593.77109,2022-01-14.2687236,bq,2.24,15.150,13.320,0.041,17.053,0.638,g
2459594.78619,2022-01-15.2838840,bA,2.07,15.814,13.047,0.017,21.928,0.350,g
2459594.78745,2022-01-15.2851421,bA,2.07,15.914,13.157,0.017,19.832,0.319,g
2459594.78872,2022-01-15.2864107,bA,2.06,15.878,13.063,0.016,21.620,0.329,g
2459594.80547,2022-01-15.3031593,bA,2.11,15.868,13.032,0.016,22.249,0.330,g
2459594.80673,2022-01-15.3044197,bA,2.10,15.841,13.045,0.017,21.991,0.341,g
2459594.80798,2022-01-15.3056743,bA,2.09,15.840,13.044,0.017,22.007,0.342,g
2459596.70979,2022-01-17.2076081,bq,1.56,15.595,12.975,0.020,23.454,0.429,g
2459596.71104,2022-01-17.2088565,bq,1.54,15.644,12.978,0.020,23.390,0.413,g
2459596.71227,2022-01-17.2100854,bq,1.55,15.563,13.001,0.021,22.895,0.440,g
2459596.72874,2022-01-17.2265599,bq,1.56,15.455,12.993,0.023,23.061,0.481,g
2459596.72997,2022-01-17.2277920,bq,1.57,15.404,13.000,0.024,22.927,0.509,g
2459596.73121,2022-01-17.2290291,bq,1.52,15.348,12.980,0.025,23.337,0.535,g
2459596.79050,2022-01-17.2883273,bB,2.21,15.828,13.018,0.017,22.535,0.351,g
2459596.79177,2022-01-17.2895973,bB,2.19,15.884,13.060,0.017,21.676,0.340,g
2459596.79302,2022-01-17.2908509,bB,2.21,15.919,13.006,0.016,22.794,0.328,g
2459598.73354,2022-01-19.2314921,bA,2.09,16.125,13.033,0.013,22.225,0.263,g
2459598.73480,2022-01-19.2327553,bA,2.07,16.145,13.058,0.013,21.713,0.259,g
2459598.73607,2022-01-19.2340144,bA,2.06,16.160,13.060,0.013,21.678,0.254,g
2459598.76451,2022-01-19.2624651,bA,2.14,15.852,13.019,0.017,22.498,0.342,g
2459598.76578,2022-01-19.2637304,bA,2.15,15.846,12.995,0.016,23.017,0.341,g
2459598.76705,2022-01-19.2650002,bA,2.14,15.838,13.023,0.016,22.424,0.343,g
2459599.84652,2022-01-20.3445407,bB,2.09,16.056,13.039,0.015,22.110,0.291,g
2459599.84779,2022-01-20.3458049,bB,2.09,16.040,13.058,0.015,21.719,0.293,g
2459599.84905,2022-01-20.3470690,bB,2.07,16.082,13.048,0.014,21.933,0.286,g
2459600.75345,2022-01-21.2515332,bB,2.04,16.484,13.034,0.010,22.197,0.207,g
2459600.75471,2022-01-21.2527983,bB,2.03,16.500,13.039,0.010,22.096,0.202,g
2459600.75596,2022-01-21.2540402,bB,2.02,16.479,13.027,0.010,22.329,0.209,g
2459600.80620,2022-01-21.3042826,bA,2.04,16.209,13.003,0.011,22.841,0.248,g
2459600.80746,2022-01-21.3055548,bA,2.04,16.176,12.991,0.012,23.100,0.256,g
2459600.80872,2022-01-21.3068072,bA,2.05,16.114,13.008,0.012,22.729,0.266,g
2459601.79600,2022-01-22.2941508,bA,2.22,16.339,13.012,0.010,22.664,0.219,g
2459601.79728,2022-01-22.2954291,bA,2.34,16.309,13.003,0.010,22.842,0.225,g
2459601.79855,2022-01-22.2966969,bA,2.24,16.316,13.014,0.011,22.632,0.229,g
2459601.80368,2022-01-22.3018328,bB,2.26,16.435,13.007,0.010,22.762,0.217,g
2459601.80494,2022-01-22.3030943,bB,2.23,16.471,13.019,0.010,22.510,0.212,g
2459601.80621,2022-01-22.3043619,bB,2.31,16.426,13.047,0.011,21.932,0.215,g
2459603.78519,2022-01-24.2834761,bA,2.02,16.448,13.044,0.009,22.008,0.201,g
2459603.78646,2022-01-24.2847393,bA,2.05,16.411,13.016,0.010,22.589,0.204,g
2459603.78772,2022-01-24.2860012,bA,2.04,16.453,13.007,0.010,22.754,0.201,g
2459603.79153,2022-01-24.2898148,bA,2.05,16.447,13.045,0.009,21.983,0.199,g
2459603.79279,2022-01-24.2910767,bA,2.04,16.414,13.012,0.009,22.659,0.205,g
2459603.79405,2022-01-24.2923293,bA,2.05,16.430,13.012,0.009,22.674,0.202,g
2459603.83000,2022-01-24.3282906,bB,2.08,16.440,13.015,0.010,22.592,0.214,g
2459603.83127,2022-01-24.3295593,bB,2.09,16.476,13.044,0.010,22.011,0.206,g
2459603.83252,2022-01-24.3308210,bB,2.07,16.454,13.042,0.010,22.044,0.205,g
2459606.74764,2022-01-27.2461332,bB,2.32,16.524,13.040,0.010,22.083,0.193,g
2459606.74891,2022-01-27.2474052,bB,2.30,16.530,13.028,0.010,22.316,0.197,g
2459606.75017,2022-01-27.2486690,bB,2.29,16.508,13.010,0.010,22.698,0.197,g
2459606.78234,2022-01-27.2808429,bA,2.04,16.387,12.992,0.010,23.100,0.212,g
2459606.78360,2022-01-27.2821023,bA,2.05,16.360,12.975,0.010,23.446,0.217,g
2459606.78486,2022-01-27.2833569,bA,2.06,16.402,13.034,0.010,22.201,0.207,g
2459606.81558,2022-01-27.3140768,bB,2.04,16.465,13.015,0.010,22.607,0.211,g
2459606.81683,2022-01-27.3153325,bB,2.03,16.503,13.039,0.010,22.100,0.202,g
2459606.81809,2022-01-27.3165914,bB,2.05,16.472,13.021,0.010,22.471,0.211,g
2459607.69058,2022-01-28.1891361,br,1.50,16.100,13.011,0.013,22.665,0.271,g
2459607.69181,2022-01-28.1903664,br,1.53,16.141,13.033,0.012,22.207,0.263,g
2459607.69305,2022-01-28.1916094,br,1.51,16.128,12.991,0.013,23.083,0.269,g
2459607.73137,2022-01-28.2299311,bq,1.98,15.940,12.989,0.014,23.156,0.315,g
2459609.78002,2022-01-30.2787209,bA,2.02,16.435,12.997,0.009,22.958,0.199,g
2459609.78127,2022-01-30.2799799,bA,2.01,16.434,13.035,0.010,22.197,0.202,g
2459609.78252,2022-01-30.2812328,bA,2.03,16.434,13.020,0.010,22.501,0.205,g
2459610.79948,2022-01-31.2982582,bB,2.04,16.523,13.055,0.010,21.777,0.196,g
2459610.80073,2022-01-31.2995187,bB,2.03,16.479,13.027,0.010,22.346,0.205,g
2459610.80201,2022-01-31.3007957,bB,2.03,16.490,13.032,0.010,22.248,0.202,g
2459611.68341,2022-02-01.1822442,bq,1.48,14.818,13.339,0.056,16.768,0.862,g
2459611.68466,2022-02-01.1834979,bq,1.51,14.935,13.229,0.045,18.550,0.776,g
2459611.68591,2022-02-01.1847468,bq,1.49,14.892,13.251,0.048,18.179,0.807,g
2459611.74451,2022-02-01.2433540,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2459611.74576,2022-02-01.2446041,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2459611.74699,2022-02-01.2458341,br,1.45,13.488,12.815,0.119,27.167,2.936,g
2459616.73172,2022-02-06.2309325,bA,2.26,16.353,12.967,0.010,23.615,0.214,g
2459616.73297,2022-02-06.2321839,bA,2.16,16.334,13.015,0.010,22.595,0.218,g
