HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455946.86831,2012-01-20.3637773,ba,2.49,15.374,10.515,0.005,238.670,1.077,V
2455950.86196,2012-01-24.3575762,ba,2.01,15.319,10.408,0.003,263.317,0.892,V
2455966.83240,2012-02-09.3288370,ba,2.02,15.309,10.438,0.004,256.259,0.955,V
2455966.83419,2012-02-09.330625,ba,2.02,15.307,10.424,0.003,259.514,0.745,V
2455997.76502,2012-03-11.2637540,ba,1.74,14.596,10.206,0.019,317.165,5.645,V
2455997.76681,2012-03-11.2655503,ba,1.75,14.702,10.277,0.021,297.289,5.701,V
2455998.73023,2012-03-12.2290548,ba,1.79,14.690,10.245,0.018,306.114,5.059,V
2455998.73191,2012-03-12.2307312,ba,1.78,14.870,10.227,0.016,311.229,4.657,V
2455998.73391,2012-03-12.232725,ba,1.76,14.805,10.248,0.018,305.064,4.989,V
2455999.72694,2012-03-13.2258462,ba,1.72,99.990,99.990,99.990,99.990,99.990,V
2455999.72856,2012-03-13.2274604,ba,1.92,14.307,10.271,0.021,298.706,5.849,V
2455999.73035,2012-03-13.2292524,ba,1.89,14.389,10.238,0.020,308.116,5.691,V
2456000.72464,2012-03-14.2236223,ba,1.70,15.069,10.345,0.019,279.149,4.938,V
2456000.72660,2012-03-14.2255832,ba,1.80,15.089,10.342,0.019,279.964,4.914,V
2456001.72193,2012-03-15.2210040,ba,1.99,15.010,10.317,0.019,286.468,5.046,V
2456001.72373,2012-03-15.2228027,ba,1.86,15.034,10.312,0.019,288.035,5.092,V
2456001.72703,2012-03-15.2261072,ba,1.77,15.069,10.296,0.019,292.155,5.060,V
2456001.72903,2012-03-15.2281084,ba,1.71,15.066,10.299,0.019,291.451,4.999,V
2456002.71890,2012-03-16.2180594,ba,2.09,14.875,10.270,0.019,299.134,5.332,V
2456002.72084,2012-03-16.2199996,ba,2.04,14.950,10.257,0.019,302.846,5.271,V
2456003.71803,2012-03-17.2172681,ba,2.07,14.944,10.437,0.014,256.562,3.278,V
2456010.75925,2012-03-24.2591030,ba,2.11,15.283,10.618,0.006,217.257,1.108,V
2456010.76125,2012-03-24.2610969,ba,2.12,15.229,10.628,0.004,215.181,0.770,V
2456014.76709,2012-03-28.2672971,ba,2.14,15.275,10.608,0.005,219.122,1.042,V
2456014.76904,2012-03-28.2692418,ba,2.18,15.100,10.598,0.005,221.180,0.994,V
2456019.72801,2012-04-02.2286379,ba,1.81,15.518,11.387,0.007,106.977,0.651,V
2456019.72973,2012-04-02.2303630,ba,1.81,15.590,11.389,0.007,106.764,0.621,V
2456027.76416,2012-04-10.2654762,ba,2.02,15.246,10.590,0.005,222.683,1.106,V
2456027.76610,2012-04-10.2674159,ba,2.03,15.232,10.582,0.006,224.590,1.146,V
2456036.75969,2012-04-19.2617402,ba,2.07,15.188,10.634,0.009,214.062,1.753,V
2456036.76161,2012-04-19.2636629,ba,2.08,15.168,10.631,0.007,214.652,1.506,V
2456041.73619,2012-04-24.2386265,ba,1.76,15.272,10.556,0.006,229.876,1.245,V
2456041.73806,2012-04-24.2405019,ba,1.77,15.256,10.544,0.009,232.407,1.810,V
2456196.14082,2012-09-25.6410701,ba,1.84,15.502,11.295,0.009,116.404,0.979,V
2456196.14266,2012-09-25.6429077,ba,1.79,15.449,11.274,0.010,118.733,1.125,V
2456224.02489,2012-10-23.5227909,ba,2.49,15.346,10.474,0.005,247.833,1.165,V
2456224.02698,2012-10-23.5248797,ba,2.48,15.347,10.472,0.005,248.466,1.282,V
2456590.02046,2013-10-24.5183035,bd,2.13,14.938,10.368,0.007,273.248,1.869,V
2456590.02183,2013-10-24.5196706,bd,2.12,14.954,10.368,0.008,273.112,1.937,V
2456593.01927,2013-10-27.5168758,bd,2.19,14.901,10.368,0.008,273.284,1.994,V
2456593.02064,2013-10-27.5182494,bd,2.17,14.910,10.376,0.008,271.288,2.008,V
2456596.02015,2013-10-30.5175310,bd,2.20,14.905,10.364,0.007,274.272,1.907,V
2456615.97689,2013-11-19.4729842,bd,1.63,15.053,10.475,0.008,247.709,1.923,V
2456615.97831,2013-11-19.4744128,bd,1.59,15.031,10.462,0.008,250.604,1.902,V
2456618.95961,2013-11-22.4555539,bd,1.74,14.995,10.357,0.008,276.197,2.101,V
2456618.96098,2013-11-22.4569214,bd,1.85,14.987,10.357,0.009,276.239,2.213,V
2456624.96989,2013-11-28.4655545,bd,1.74,15.046,10.353,0.007,277.099,1.889,V
2456624.97126,2013-11-28.4669267,bd,1.77,15.046,10.361,0.008,275.122,1.970,V
2456631.95240,2013-12-05.4478038,bd,1.42,14.908,10.516,0.005,238.395,0.964,V
2456631.95377,2013-12-05.4491751,bd,1.43,14.911,10.525,0.005,236.508,0.949,V
2456635.80336,2013-12-09.2986518,bd,2.32,99.990,99.990,99.990,99.990,99.990,V
2456635.80473,2013-12-09.3000189,bd,2.22,13.966,10.860,0.030,173.769,4.812,V
2456640.83848,2013-12-14.3336466,bd,2.01,15.108,11.219,0.007,124.837,0.773,V
2456640.83984,2013-12-14.3350135,bd,1.97,15.098,11.215,0.007,125.339,0.815,V
2456648.90388,2013-12-22.3989449,bd,1.63,14.809,10.341,0.005,280.108,1.142,V
2456648.90519,2013-12-22.4002560,bd,1.63,14.810,10.351,0.005,277.574,1.185,V
2456655.91332,2013-12-29.4083652,bd,1.85,14.843,10.443,0.005,255.190,1.125,V
2456655.91463,2013-12-29.4096768,bd,1.73,14.842,10.445,0.005,254.514,1.054,V
2456674.88185,2014-01-17.3772327,bd,1.61,14.851,10.446,0.005,254.416,1.071,V
2456676.87391,2014-01-19.3693616,bd,2.09,14.825,10.440,0.005,255.782,1.187,V
2456676.87527,2014-01-19.3707189,bd,2.03,14.815,10.436,0.005,256.631,1.185,V
2456676.97111,2014-01-19.4665609,bd,1.73,14.817,10.451,0.005,253.063,1.081,V
2456676.97248,2014-01-19.4679314,bd,1.80,14.824,10.460,0.005,251.188,1.211,V
2456677.88902,2014-01-20.3845096,bd,2.42,15.005,10.912,0.007,165.542,1.004,V
2456677.89058,2014-01-20.3860667,bd,2.41,15.005,10.912,0.007,165.707,1.038,V
2456700.83831,2014-02-12.3349633,bd,1.48,14.834,10.391,0.005,267.585,1.122,V
2456700.83963,2014-02-12.3362898,bd,1.50,14.841,10.392,0.005,267.438,1.067,V
2456729.79451,2014-03-13.2929712,bd,1.68,14.827,10.414,0.005,261.935,1.120,V
2456729.79585,2014-03-13.2943075,bd,1.69,14.831,10.427,0.005,259.054,1.081,V
2456730.78030,2014-03-14.2788450,bd,1.74,14.795,10.342,0.005,279.967,1.118,V
2456730.78180,2014-03-14.2803399,bd,1.66,14.792,10.341,0.005,280.141,1.158,V
2456736.77390,2014-03-20.2729546,bd,1.59,14.810,10.335,0.005,281.991,1.065,V
2456736.77520,2014-03-20.2742552,bd,1.63,14.810,10.330,0.005,282.966,1.097,V
2456740.78356,2014-03-24.2829650,bd,1.51,14.823,10.402,0.004,264.963,1.014,V
2456740.78487,2014-03-24.2842695,bd,1.51,14.828,10.405,0.005,264.135,1.077,V
2456757.73003,2014-04-10.2308917,bd,2.05,14.762,10.375,0.005,271.645,1.198,V
2456757.73134,2014-04-10.2322015,bd,2.02,14.792,10.389,0.005,267.978,1.097,V
2456883.13127,2014-08-13.6344868,bd,1.60,14.649,10.364,0.006,274.246,1.502,V
2456883.13269,2014-08-13.6359001,bd,1.66,14.617,10.385,0.006,269.141,1.662,V
2456884.12296,2014-08-14.6261060,bd,1.49,14.772,10.443,0.005,255.243,1.227,V
2456884.12441,2014-08-14.6275560,bd,1.50,14.773,10.433,0.005,257.593,1.147,V
2456885.13703,2014-08-15.6401149,bd,1.73,14.533,10.564,0.007,228.273,1.505,V
2456886.12215,2014-08-16.6251738,bd,1.57,14.719,10.316,0.005,286.623,1.162,V
2456886.12363,2014-08-16.6266475,bd,1.59,14.717,10.320,0.004,285.760,1.102,V
2456892.10986,2014-08-22.6124790,bd,1.83,14.729,10.330,0.005,283.187,1.239,V
2456892.11133,2014-08-22.6139520,bd,1.81,14.725,10.327,0.005,283.730,1.207,V
2456893.11594,2014-08-23.6184920,bd,1.66,14.784,10.409,0.005,263.351,1.077,V
2456893.11743,2014-08-23.6199768,bd,1.64,14.779,10.401,0.005,265.166,1.137,V
2456894.11097,2014-08-24.6134436,bd,1.77,14.845,10.553,0.005,230.650,1.036,V
2456894.11238,2014-08-24.6148546,bd,1.70,14.841,10.540,0.005,233.303,1.017,V
2456895.11625,2014-08-25.6186534,bd,1.52,14.777,10.359,0.005,275.644,1.108,V
2456895.11770,2014-08-25.6201041,bd,1.49,14.782,10.374,0.005,271.881,1.095,V
2456896.11648,2014-08-26.6188157,bd,1.72,14.780,10.410,0.005,263.045,1.122,V
2456896.11791,2014-08-26.6202379,bd,1.75,14.788,10.412,0.005,262.563,1.167,V
2456897.11807,2014-08-27.6203326,bd,1.70,15.110,11.087,0.006,141.039,0.760,V
2456897.11951,2014-08-27.6217671,bd,1.74,15.117,11.096,0.006,139.799,0.775,V
2456899.10342,2014-08-29.6055271,bd,1.62,14.772,10.387,0.005,268.500,1.227,V
2456899.10498,2014-08-29.6070893,bd,1.66,14.773,10.391,0.005,267.669,1.190,V
2456900.11051,2014-08-30.6125467,bd,1.86,14.854,10.571,0.005,226.640,1.028,V
2456900.11199,2014-08-30.6140239,bd,1.79,14.857,10.570,0.005,226.812,1.050,V
2456903.10879,2014-09-02.6106,bd,1.70,15.122,11.111,0.005,137.877,0.738,V
2456903.11026,2014-09-02.6120578,bd,1.78,15.128,11.109,0.006,138.077,0.751,V
2456905.10364,2014-09-04.6052903,bd,1.61,14.781,10.374,0.005,271.762,1.135,V
2456905.10508,2014-09-04.6067263,bd,1.66,14.778,10.371,0.005,272.457,1.111,V
2456908.08381,2014-09-07.5852137,bd,1.66,14.747,10.399,0.005,265.687,1.174,V
2456908.08526,2014-09-07.5866667,bd,1.75,14.731,10.395,0.005,266.746,1.160,V
2456910.10184,2014-09-09.6030918,bd,1.78,14.563,10.344,0.006,279.408,1.506,V
2456910.10329,2014-09-09.6045356,bd,1.71,14.583,10.333,0.006,282.345,1.500,V
2456911.08900,2014-09-10.5901648,bd,1.72,14.728,10.368,0.005,273.179,1.238,V
2456911.09043,2014-09-10.5915898,bd,1.66,14.722,10.347,0.005,278.642,1.142,V
2456912.09203,2014-09-11.5931061,bd,1.70,14.831,10.574,0.005,226.100,1.113,V
2456912.09349,2014-09-11.5945716,bd,1.71,14.834,10.560,0.005,229.072,1.110,V
2456913.08794,2014-09-12.5889392,bd,1.64,14.767,10.397,0.005,266.170,1.198,V
2456913.08933,2014-09-12.5903283,bd,1.73,14.762,10.391,0.005,267.673,1.108,V
2456914.08404,2014-09-13.5849539,bd,1.70,14.766,10.407,0.005,263.801,1.262,V
2456914.08547,2014-09-13.5863843,bd,1.78,14.784,10.412,0.005,262.465,1.283,V
2456915.09043,2014-09-14.5912634,bd,1.70,15.115,11.112,0.006,137.699,0.774,V
2456915.09190,2014-09-14.5927262,bd,1.76,15.111,11.118,0.006,136.946,0.764,V
2456917.09207,2014-09-16.5927314,bd,1.64,14.773,10.358,0.004,276.001,1.066,V
2456917.09351,2014-09-16.5941732,bd,1.64,14.759,10.341,0.004,280.231,1.067,V
2456920.07952,2014-09-19.5799284,bd,1.61,14.799,10.398,0.005,265.762,1.120,V
2456920.08106,2014-09-19.5814693,bd,1.65,14.797,10.389,0.005,268.131,1.107,V
2456921.08096,2014-09-20.5812858,bd,1.64,15.146,11.107,0.006,138.436,0.737,V
2456921.08237,2014-09-20.5826885,bd,1.72,15.147,11.104,0.006,138.673,0.738,V
2456923.07884,2014-09-22.5789920,bd,1.65,14.759,10.332,0.004,282.459,1.090,V
2456924.07755,2014-09-23.5776089,bd,1.60,14.876,10.538,0.005,233.599,1.062,V
2456924.07899,2014-09-23.5790524,bd,1.60,14.864,10.523,0.005,237.034,1.036,V
2456925.07601,2014-09-24.5759836,bd,2.03,14.786,10.421,0.005,260.181,1.085,V
2456925.07753,2014-09-24.5775075,bd,1.78,14.790,10.421,0.005,260.205,1.123,V
2456932.06242,2014-10-01.5617946,bd,1.67,14.779,10.375,0.005,271.567,1.150,V
2456932.06391,2014-10-01.5632849,bd,1.78,14.781,10.374,0.005,271.831,1.198,V
2456934.06733,2014-10-03.5665284,bd,1.49,14.786,10.366,0.005,273.723,1.088,V
2456934.06878,2014-10-03.5679857,bd,1.49,14.787,10.361,0.004,275.013,1.049,V
2456935.08554,2014-10-04.5846528,bd,1.50,14.744,10.305,0.005,289.906,1.128,V
2456935.08695,2014-10-04.5860563,bd,1.48,14.747,10.307,0.004,288.926,1.070,V
2456936.05703,2014-10-05.5560555,bd,1.62,14.808,10.438,0.005,256.471,1.134,V
2456936.05848,2014-10-05.5575099,bd,1.67,14.815,10.446,0.005,254.407,1.124,V
2456938.04202,2014-10-07.5408717,bd,1.79,14.731,10.373,0.005,272.222,1.304,V
2456938.04350,2014-10-07.5423596,bd,1.79,14.727,10.371,0.005,272.547,1.240,V
2456939.01495,2014-10-08.5137283,bd,1.79,14.475,10.422,0.007,260.077,1.683,V
2456939.02057,2014-10-08.5193432,bd,1.63,14.608,10.427,0.006,258.989,1.362,V
2456940.00753,2014-10-09.5062197,bd,1.63,14.767,10.490,0.005,244.140,1.217,V
2456940.00901,2014-10-09.5077021,bd,1.55,14.742,10.476,0.005,247.414,1.135,V
2456961.00245,2014-10-30.4994524,bd,1.60,14.881,10.561,0.005,228.784,1.031,V
2456961.00393,2014-10-30.5009361,bd,1.64,14.873,10.561,0.005,228.921,1.001,V
2456967.95568,2014-11-06.4521790,bd,1.60,14.742,10.409,0.005,263.314,1.234,V
2456967.95707,2014-11-06.4535744,bd,1.58,14.731,10.411,0.005,262.766,1.166,V
2456970.95229,2014-11-09.4485947,bd,1.65,14.729,10.356,0.005,276.364,1.206,V
2456970.95370,2014-11-09.4499987,bd,1.75,14.738,10.360,0.005,275.470,1.331,V
2456972.00851,2014-11-10.5047466,bd,1.69,14.763,10.366,0.005,273.817,1.128,V
2456972.00993,2014-11-10.5061666,bd,1.76,14.746,10.361,0.005,275.241,1.231,V
2456978.91604,2014-11-17.4118599,bd,1.64,14.855,10.518,0.004,238.065,0.981,V
2456978.91745,2014-11-17.4132644,bd,1.69,14.845,10.508,0.004,240.267,0.984,V
2456982.89490,2014-11-21.3905063,bd,1.53,14.775,10.363,0.005,274.748,1.148,V
2456982.89635,2014-11-21.3919591,bd,1.50,14.776,10.366,0.005,273.786,1.161,V
2456983.98103,2014-11-22.4765872,bd,1.61,14.762,10.334,0.005,281.941,1.104,V
2456983.98260,2014-11-22.4781535,bd,1.60,14.769,10.342,0.005,279.938,1.142,V
2456984.97707,2014-11-23.4725790,bd,1.54,14.849,10.500,0.005,241.913,1.054,V
2456984.97849,2014-11-23.4739956,bd,1.55,14.848,10.498,0.005,242.492,1.061,V
2456986.98065,2014-11-25.4760618,bd,1.64,14.803,10.411,0.005,262.576,1.087,V
2456986.98215,2014-11-25.4775593,bd,1.67,14.798,10.405,0.005,264.174,1.096,V
2456988.97715,2014-11-27.4724658,bd,1.55,14.797,10.368,0.005,273.171,1.089,V
2456988.97860,2014-11-27.4739143,bd,1.46,14.799,10.373,0.004,272.145,1.056,V
2456989.97483,2014-11-28.4700974,bd,1.55,14.769,10.324,0.005,284.733,1.182,V
2456989.97636,2014-11-28.4716243,bd,1.53,14.773,10.326,0.005,284.224,1.143,V
2456991.96685,2014-11-30.4620385,bd,1.53,14.830,10.445,0.005,254.821,1.034,V
2456991.96833,2014-11-30.4635178,bd,1.61,14.826,10.441,0.004,255.522,0.996,V
2456992.86060,2014-12-01.3557475,bd,1.59,14.764,10.411,0.005,262.643,1.121,V
2456992.86207,2014-12-01.3572232,bd,1.49,14.771,10.411,0.005,262.658,1.204,V
2456993.85467,2014-12-02.3498050,bd,1.73,14.699,10.464,0.005,250.102,1.261,V
2456993.85620,2014-12-02.3513157,bd,1.58,14.795,10.466,0.005,249.904,1.208,V
2456998.94688,2014-12-07.4418253,bd,1.54,14.760,10.414,0.005,262.103,1.189,V
2456998.94827,2014-12-07.4432157,bd,1.52,14.758,10.412,0.005,262.598,1.177,V
2457001.96274,2014-12-10.4575930,bd,1.47,14.771,10.324,0.005,284.607,1.164,V
2457001.96421,2014-12-10.4590725,bd,1.51,14.772,10.329,0.005,283.215,1.186,V
2457003.00879,2014-12-11.5036194,bd,1.73,14.801,10.424,0.005,259.507,1.088,V
