HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455951.17689,2012-01-24.6758136,ba,2.46,16.271,14.669,0.050,5.200,0.238,V
2455951.17845,2012-01-24.6773766,ba,2.50,16.272,14.719,0.052,4.968,0.238,V
2455974.12998,2012-02-16.6270252,ba,2.31,16.935,14.766,0.030,4.759,0.129,V
2455974.13170,2012-02-16.6287418,ba,2.32,17.024,14.745,0.027,4.852,0.119,V
2455986.11623,2012-02-28.6124658,ba,2.25,17.080,14.737,0.026,4.887,0.118,V
2455986.11794,2012-02-28.6141817,ba,2.25,17.007,14.737,0.027,4.887,0.123,V
2456000.05259,2012-03-13.5480871,ba,2.22,16.565,14.721,0.040,4.962,0.184,V
2456000.05422,2012-03-13.5497315,ba,2.22,16.635,14.744,0.038,4.858,0.172,V
2456016.01074,2012-03-29.5057313,bb,1.78,16.791,14.299,0.023,7.319,0.151,V
2456016.01244,2012-03-29.5074320,bb,1.82,16.857,14.300,0.022,7.311,0.144,V
2456020.02141,2012-04-02.5163270,bb,1.77,16.245,12.809,0.011,28.865,0.289,V
2456020.02306,2012-04-02.5179791,bb,1.71,16.255,12.831,0.010,28.296,0.274,V
2456021.99617,2012-04-04.4910609,bb,1.66,16.248,14.869,0.062,4.330,0.244,V
2456021.99777,2012-04-04.4926612,bb,1.71,16.301,14.928,0.062,4.101,0.233,V
2456026.12188,2012-04-08.6167303,bb,2.17,99.990,99.990,99.990,99.990,99.990,V
2456040.96593,2012-04-23.4608671,bb,1.99,17.016,14.812,0.029,4.564,0.122,V
2456040.96764,2012-04-23.4625762,bb,1.98,17.017,14.802,0.029,4.607,0.122,V
2456319.12860,2013-01-26.6272910,ba,2.04,16.425,14.795,0.049,4.632,0.207,V
2456319.13021,2013-01-26.6288978,ba,2.04,16.355,14.694,0.047,5.084,0.221,V
2456326.06246,2013-02-02.5605542,ba,2.48,16.701,14.768,0.037,4.750,0.161,V
2456326.06895,2013-02-02.5670489,ba,2.50,16.473,14.749,0.045,4.834,0.198,V
2456326.07059,2013-02-02.5686834,ba,2.49,16.558,14.843,0.045,4.434,0.183,V
2456338.92679,2013-02-15.4238752,ba,2.18,16.664,14.672,0.035,5.188,0.167,V
2456352.01653,2013-02-28.5127280,ba,2.26,16.221,14.777,0.058,4.710,0.250,V
2456352.01812,2013-02-28.5143141,ba,2.25,16.062,14.660,0.060,5.249,0.289,V
2456353.00983,2013-03-01.5059778,ba,2.04,16.119,14.754,0.062,4.812,0.274,V
2456353.01143,2013-03-01.5075704,ba,2.04,16.218,14.720,0.055,4.965,0.251,V
2456356.95628,2013-03-05.4521946,ba,1.88,16.846,14.726,0.031,4.937,0.141,V
2456356.95797,2013-03-05.4538846,ba,2.01,16.818,14.688,0.031,5.114,0.145,V
2456360.04796,2013-03-08.5437138,ba,1.78,16.878,14.692,0.029,5.091,0.136,V
2456360.04966,2013-03-08.5454146,ba,1.85,16.901,14.735,0.030,4.896,0.134,V
2456370.97821,2013-03-19.4734864,ba,2.01,16.904,14.699,0.029,5.064,0.133,V
2456385.94600,2013-04-03.4409068,ba,2.03,16.882,14.743,0.030,4.857,0.136,V
2456385.94768,2013-04-03.4425934,ba,2.01,16.811,14.705,0.031,5.038,0.145,V
2456389.03630,2013-04-06.5311715,ba,2.05,16.801,14.674,0.031,5.180,0.147,V
2456389.03778,2013-04-06.5326454,ba,2.05,16.777,14.640,0.031,5.343,0.150,V
2456390.02999,2013-04-07.5248520,ba,2.00,16.812,14.703,0.031,5.042,0.145,V
2456390.03147,2013-04-07.5263317,ba,2.01,16.846,14.688,0.030,5.116,0.141,V
2456393.88447,2013-04-11.3793077,ba,2.25,16.771,14.689,0.032,5.107,0.151,V
2456393.88595,2013-04-11.3807946,ba,2.26,16.797,14.729,0.033,4.926,0.147,V
2456397.91726,2013-04-15.4121113,ba,2.16,16.756,14.760,0.035,4.786,0.153,V
2456397.91874,2013-04-15.4135869,ba,2.24,16.600,14.783,0.041,4.688,0.177,V
2456400.87391,2013-04-18.3687712,ba,2.28,16.689,14.731,0.036,4.915,0.163,V
2456400.87586,2013-04-18.3707363,ba,2.32,16.699,14.701,0.035,5.052,0.161,V
2456402.90940,2013-04-20.4042946,ba,2.06,16.461,14.716,0.044,4.982,0.200,V
2456402.91138,2013-04-20.4062791,ba,2.06,16.618,14.813,0.042,4.559,0.173,V
2456405.90628,2013-04-23.4012109,ba,1.77,16.052,14.745,0.066,4.852,0.292,V
2456405.90830,2013-04-23.4032299,ba,1.84,16.014,14.696,0.065,5.077,0.302,V
2456412.90563,2013-04-30.4007070,ba,2.26,16.711,14.728,0.035,4.930,0.160,V
2456439.84358,2013-05-27.3398524,ba,2.19,16.507,14.830,0.047,4.487,0.192,V
2456439.84535,2013-05-27.3416283,ba,2.21,16.434,14.727,0.045,4.932,0.206,V
2456453.83640,2013-06-10.3336174,ba,1.72,15.816,14.723,0.080,4.949,0.362,V
2456453.83778,2013-06-10.3349980,ba,2.04,14.674,14.673,0.219,5.185,1.037,V
2456459.82651,2013-06-16.3241744,ba,2.05,16.448,14.701,0.044,5.054,0.203,V
2456459.82788,2013-06-16.3255457,ba,2.06,16.422,14.747,0.047,4.845,0.208,V
2456464.80440,2013-06-21.3024660,ba,1.82,16.034,14.932,0.079,4.081,0.296,V
2456464.80577,2013-06-21.3038373,ba,1.75,16.073,14.819,0.069,4.531,0.286,V
2456473.80202,2013-06-30.3008299,ba,2.04,16.585,14.685,0.038,5.128,0.179,V
2456473.80340,2013-06-30.3022143,ba,2.04,16.636,14.714,0.037,4.992,0.171,V
2456478.79580,2013-07-05.2950329,ba,1.81,16.719,14.763,0.036,4.770,0.158,V
2456478.79717,2013-07-05.2964062,ba,1.67,99.990,99.990,99.990,99.990,99.990,V
2456479.79684,2013-07-06.2961633,ba,1.67,16.695,14.662,0.034,5.240,0.162,V
2456479.79822,2013-07-06.2975418,ba,1.68,16.743,14.730,0.034,4.920,0.155,V
2456484.78569,2013-07-11.2854461,ba,2.06,16.789,14.866,0.037,4.337,0.148,V
2456484.78709,2013-07-11.2868513,ba,2.03,16.729,14.705,0.034,5.033,0.157,V
2456489.77415,2013-07-16.2743474,ba,1.70,16.483,14.777,0.045,4.711,0.196,V
2456489.77552,2013-07-16.2757136,ba,1.73,16.354,14.682,0.047,5.143,0.221,V
2456497.76888,2013-07-24.2697729,ba,1.80,16.225,14.594,0.049,5.579,0.250,V
2456497.77027,2013-07-24.2711488,ba,1.73,16.154,14.913,0.070,4.155,0.266,V
2456508.74791,2013-08-04.2497211,ba,1.67,16.465,14.729,0.044,4.923,0.201,V
2456508.74934,2013-08-04.2511546,ba,1.79,16.545,14.892,0.048,4.238,0.186,V
2456512.73724,2013-08-08.2393638,ba,1.75,15.525,14.665,0.099,5.225,0.473,V
2456512.73881,2013-08-08.2409399,ba,1.78,16.080,14.651,0.059,5.288,0.284,V
2456631.13559,2013-12-04.6387990,ba,2.26,16.637,14.930,0.045,4.092,0.172,V
2456631.13716,2013-12-04.6403695,ba,2.28,16.702,14.773,0.037,4.725,0.162,V
2456632.13301,2013-12-05.6361502,ba,2.39,16.583,14.726,0.040,4.942,0.181,V
2456632.13439,2013-12-05.6375313,ba,2.39,16.621,14.716,0.038,4.987,0.174,V
2456653.12817,2013-12-26.6296343,ba,2.07,16.781,14.836,0.036,4.461,0.149,V
2456653.12988,2013-12-26.6313526,ba,2.13,16.463,14.660,0.042,5.250,0.200,V
2456658.06822,2013-12-31.5692518,ba,1.72,16.681,14.707,0.035,5.026,0.164,V
2456658.06953,2013-12-31.5705640,ba,1.71,16.679,14.729,0.036,4.924,0.164,V
2456675.07132,2014-01-17.5708336,ba,2.50,15.938,14.794,0.076,4.637,0.324,V
2456677.03380,2014-01-19.5331447,ba,1.66,16.252,14.732,0.054,4.912,0.243,V
2456677.03519,2014-01-19.5345269,ba,1.62,16.090,14.655,0.058,5.268,0.281,V
2456700.95622,2014-02-12.4535409,ba,1.72,16.101,14.839,0.069,4.447,0.279,V
2456700.95754,2014-02-12.4548607,ba,1.69,16.148,14.745,0.060,4.849,0.267,V
2456735.92164,2014-03-19.4165217,ba,1.58,15.863,14.735,0.078,4.896,0.347,V
2456735.92294,2014-03-19.4178237,ba,1.65,15.704,14.872,0.102,4.316,0.401,V
2456740.97271,2014-03-24.4674306,ba,2.49,16.749,14.728,0.034,4.928,0.154,V
2456740.97403,2014-03-24.4687528,ba,2.50,16.723,14.686,0.033,5.126,0.158,V
2456742.06043,2014-03-25.5551141,ba,1.98,16.693,14.708,0.035,5.019,0.161,V
2456742.06176,2014-03-25.5564431,ba,1.76,16.771,14.779,0.035,4.702,0.150,V
2456751.94621,2014-04-04.4406968,ba,1.76,16.834,14.716,0.031,4.984,0.142,V
2456751.94765,2014-04-04.4421366,ba,1.73,16.909,14.713,0.029,4.999,0.133,V
2456756.78335,2014-04-09.2777997,ba,1.70,16.054,14.795,0.069,4.634,0.291,V
2456756.78467,2014-04-09.2791098,ba,1.70,16.081,14.681,0.060,5.149,0.284,V
2456758.93457,2014-04-11.4290038,ba,2.49,16.310,14.703,0.050,5.044,0.230,V
2456767.97849,2014-04-20.4729783,ba,2.33,15.292,14.565,0.112,5.723,0.587,V
2456767.97987,2014-04-20.4743506,ba,2.21,15.407,14.775,0.122,4.721,0.528,V
2456781.74837,2014-05-04.2431468,ba,1.77,16.521,14.735,0.042,4.900,0.189,V
2456781.74971,2014-05-04.2444903,ba,1.71,16.622,14.751,0.039,4.824,0.173,V
2456783.73682,2014-05-06.2316650,ba,2.13,15.113,14.477,0.122,6.210,0.692,V
