HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459661.12420,2022-03-22.6278333,bB,2.14,14.315,11.165,0.017,124.194,1.964,g
2459667.10881,2022-03-28.6120935,bB,2.09,15.665,11.169,0.004,123.702,0.522,g
2459667.11009,2022-03-28.6133659,bB,2.10,15.655,11.171,0.005,123.424,0.591,g
2459667.11134,2022-03-28.6146217,bB,2.11,15.660,11.181,0.005,122.369,0.526,g
2459669.95765,2022-03-31.4607553,br,1.44,15.379,11.143,0.005,126.780,0.655,g
2459669.95889,2022-03-31.4619958,br,1.43,15.383,11.151,0.006,125.782,0.675,g
2459669.96012,2022-03-31.4632329,br,1.38,15.388,11.166,0.005,124.049,0.649,g
2459674.10703,2022-04-04.6098569,bB,2.02,14.945,11.209,0.009,119.232,1.005,g
2459674.10829,2022-04-04.6111231,bB,2.05,15.260,11.195,0.007,120.780,0.780,g
2459676.90721,2022-04-07.4098589,bj,1.49,15.314,11.147,0.006,126.294,0.667,g
2459676.90845,2022-04-07.4110984,bj,1.54,15.312,11.144,0.006,126.647,0.702,g
2459676.90968,2022-04-07.4123274,bj,1.49,15.316,11.173,0.006,123.198,0.672,g
2459678.95340,2022-04-09.4559018,br,1.56,15.376,11.154,0.005,125.484,0.620,g
2459678.95463,2022-04-09.4571321,br,1.55,15.392,11.193,0.006,121.073,0.610,g
2459678.95587,2022-04-09.4583621,br,1.54,15.376,11.141,0.006,126.890,0.680,g
2459686.64135,2022-04-17.1432777,bn,2.12,14.824,11.356,0.013,104.155,1.248,g
2459686.64258,2022-04-17.1445146,bn,2.10,14.755,11.252,0.016,114.525,1.678,g
2459686.64382,2022-04-17.1457447,bn,2.17,14.842,11.395,0.018,100.497,1.628,g
2459693.86321,2022-04-24.3645758,bF,1.46,15.599,11.603,0.006,82.996,0.467,g
2459693.86451,2022-04-24.3658717,bF,1.55,15.617,11.612,0.006,82.230,0.496,g
2459693.86580,2022-04-24.3671607,bF,1.45,15.591,11.603,0.007,82.919,0.478,g
2459695.88121,2022-04-26.3824182,bF,1.60,15.402,11.162,0.005,124.536,0.651,g
2459695.88250,2022-04-26.3837021,bF,1.64,15.393,11.153,0.005,125.561,0.640,g
2459695.88378,2022-04-26.3849935,bF,1.59,15.405,11.190,0.006,121.390,0.690,g
2459701.90662,2022-05-02.4073302,br,1.44,15.379,11.173,0.006,123.254,0.651,g
2459701.90788,2022-05-02.4085969,br,1.50,15.372,11.165,0.006,124.130,0.664,g
2459701.90912,2022-05-02.4098357,br,1.48,15.367,11.144,0.005,126.571,0.675,g
2459702.62581,2022-05-03.1264773,bn,1.69,15.142,11.141,0.007,126.958,0.814,g
2459702.62723,2022-05-03.1278901,bn,1.67,15.169,11.170,0.006,123.575,0.736,g
2459702.62868,2022-05-03.1293402,bn,1.69,15.117,11.160,0.007,124.726,0.806,g
2459710.94460,2022-05-11.4445756,br,1.48,15.332,11.140,0.006,127.053,0.670,g
2459710.94589,2022-05-11.4458614,br,1.59,15.319,11.146,0.006,126.417,0.699,g
2459710.94719,2022-05-11.4471584,br,1.56,15.337,11.176,0.006,122.954,0.686,g
2459711.84212,2022-05-12.3420211,bF,1.55,15.447,11.162,0.005,124.456,0.576,g
2459711.84341,2022-05-12.3433109,bF,1.46,15.446,11.165,0.005,124.122,0.620,g
2459711.84471,2022-05-12.3446086,bF,1.53,15.457,11.170,0.005,123.551,0.599,g
2459711.86557,2022-05-12.3654701,bj,1.58,15.324,11.172,0.006,123.440,0.671,g
2459711.86681,2022-05-12.3667060,bj,1.55,15.334,11.138,0.006,127.285,0.647,g
2459711.86805,2022-05-12.3679475,bj,1.52,15.339,11.145,0.006,126.473,0.666,g
2459712.82368,2022-05-13.3234969,bj,1.52,14.081,11.298,0.025,109.837,2.481,g
2459712.82494,2022-05-13.3247491,bj,1.51,14.360,11.060,0.024,136.773,3.068,g
2459712.82619,2022-05-13.3260025,bj,1.49,14.561,11.086,0.016,133.546,1.932,g
2459713.85048,2022-05-14.3502061,br,1.47,15.207,11.165,0.006,124.203,0.737,g
2459713.85178,2022-05-14.3515146,br,1.48,15.182,11.149,0.006,126.004,0.771,g
2459713.85308,2022-05-14.3528104,br,1.41,15.225,11.183,0.006,122.091,0.744,g
2459714.82915,2022-05-15.3288101,bF,1.52,15.331,11.169,0.006,123.631,0.688,g
2459714.83046,2022-05-15.3301189,bF,1.59,15.345,11.177,0.006,122.797,0.646,g
2459714.83177,2022-05-15.3314225,bF,1.54,15.327,11.174,0.006,123.191,0.685,g
2459715.58135,2022-05-16.0809336,bn,1.53,14.959,11.229,0.009,117.006,0.972,g
2459715.58258,2022-05-16.0821694,bn,1.58,14.965,11.232,0.008,116.700,0.889,g
2459719.95445,2022-05-20.4536728,br,1.65,15.305,11.165,0.007,124.236,0.757,g
2459719.95577,2022-05-20.4549932,br,1.56,15.286,11.110,0.007,130.671,0.811,g
2459719.95709,2022-05-20.4563125,br,1.63,15.244,11.188,0.007,121.595,0.768,g
2459720.85158,2022-05-21.3507334,br,1.47,15.337,11.167,0.006,123.875,0.632,g
2459720.85290,2022-05-21.3520594,br,1.42,15.353,11.168,0.006,123.759,0.682,g
2459720.85420,2022-05-21.3533587,br,1.38,15.345,11.157,0.006,125.139,0.700,g
2459722.68248,2022-05-23.1814922,bn,1.56,14.790,11.222,0.010,117.831,1.083,g
2459722.68372,2022-05-23.1827329,bn,1.60,14.821,11.193,0.009,121.049,0.940,g
2459722.68496,2022-05-23.1839736,bn,1.60,14.764,11.231,0.009,116.879,1.052,g
2459724.55048,2022-05-25.0493332,bn,1.65,15.178,11.192,0.007,121.036,0.785,g
2459724.55175,2022-05-25.0506092,bn,1.66,15.159,11.161,0.006,124.592,0.740,g
2459724.55306,2022-05-25.0519131,bn,1.64,15.150,11.153,0.007,125.618,0.817,g
2459724.57813,2022-05-25.0769847,bn,1.54,15.196,11.175,0.006,122.950,0.706,g
2459724.57937,2022-05-25.0782172,bn,1.58,15.193,11.167,0.006,123.942,0.755,g
2459724.58061,2022-05-25.0794631,bn,1.54,15.195,11.171,0.007,123.487,0.775,g
2459725.84187,2022-05-26.3406329,br,1.57,15.319,11.308,0.008,108.848,0.785,g
2459725.84311,2022-05-26.3418641,br,1.53,15.250,11.183,0.008,122.167,0.918,g
2459725.91024,2022-05-26.4089849,br,1.51,15.409,11.181,0.008,122.249,0.891,g
2459725.91148,2022-05-26.4102261,br,1.48,15.398,11.150,0.008,125.893,0.945,g
2459725.91271,2022-05-26.4114542,br,1.44,15.354,11.088,0.009,133.299,1.094,g
2459726.80302,2022-05-27.3016947,bj,1.55,15.363,11.145,0.005,126.471,0.617,g
2459726.80426,2022-05-27.3029319,bj,1.56,15.374,11.154,0.005,125.487,0.611,g
2459726.80550,2022-05-27.3041747,bj,1.47,15.367,11.151,0.005,125.723,0.624,g
2459726.88039,2022-05-27.3790574,bF,1.50,15.491,11.170,0.005,123.599,0.595,g
