###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57300.529055  -4.014  0.193 146416675920 28319274766 o  0   1.19 111.22393  36.15898  6428.97  7967.36 4.06 3.33 -81.9 -0.663 -3.03 -1.99 02a57300o0971o
57300.552585  -1.387 17.250 -1011860090 17454586547 o  0   0.97 111.22393  36.15898  6436.24  7952.36 4.00 3.23 -82.9 -0.523 -2.82 -1.76 02a57300o1041o
57300.570294  -3.955  0.084 138727817316 11666324674 o  0   1.21 111.22393  36.15898  7913.64  6505.60 3.95 3.33  89.1 -0.507 -2.62 -1.37 02a57300o1079o
57300.588068  -3.846  0.084 125392652827 10551632234 o  0   1.39 111.22393  36.15898  7911.16  6509.33 3.91 3.27  89.1 -0.500 -2.62 -1.41 02a57300o1131o
57314.570733  13.787  0.004 11095   40 c  0  29.40 111.22393  36.15898  6503.62  7994.75 4.17 3.63 -77.3 -0.453 19.40 21.34 02a57314o0541c
57314.592475  13.798  0.004 10985   40 c  0  29.97 111.22393  36.15898  6502.42  7998.40 4.13 3.60 -75.9 -0.454 19.40 21.33 02a57314o0573c
57314.628391  13.780  0.004 11169   42 c  0  21.55 111.22393  36.15898  7999.86  6541.87 4.04 3.55 -88.0 -0.462 19.39 21.26 02a57314o0615c
57314.659719  14.306  0.094  6880  646 c  0   1.83 111.22393  36.15898  8007.04  6550.35 4.00 4.00   0.0 -0.136 16.80 15.91 02a57314o0652c
57316.535326  13.805  0.004 10910   44 c  0   7.93 111.22393  36.15898  6519.34  7985.91 4.31 4.05 -68.6 -0.418 19.18 21.07 02a57316o0494c
57316.539807  13.801  0.004 10959   42 c  0  10.93 111.22393  36.15898  6516.38  7987.22 4.38 3.98 -76.4 -0.423 19.16 21.02 02a57316o0501c
57316.571598  13.801  0.004 10956   42 c  0   9.21 111.22393  36.15898  8013.31  6527.82 4.27 3.95  87.9 -0.444 19.23 21.10 02a57316o0550c
57316.597014  13.791  0.004 11051   41 c  0   9.62 111.22393  36.15898  8009.86  6535.01 4.30 3.96  89.0 -0.437 19.26 21.16 02a57316o0581c
57320.621191  13.541  0.004 13914   49 o  0  36.10 111.22393  36.15898  6458.29  8013.75 3.91 3.38 -80.8 -0.474 19.07 20.75 02a57320o0631o
57320.650855  13.527  0.005 14098   66 o  0  12.81 111.22393  36.15898  4208.28  2631.73 4.25 3.35 -17.1 -0.530 18.33 19.25 02a57320o0677o
57324.511853  13.532  0.005 14034   73 o  0   9.69 111.22393  36.15898  6492.55  8001.55 4.25 3.26 -79.7 -0.484 18.14 19.15 02a57324o0517o
57324.525655  13.519  0.005 14209   66 o  0  14.34 111.22393  36.15898  6493.47  8004.52 4.18 3.25 -79.9 -0.470 18.18 19.18 02a57324o0538o
57324.549189  13.523  0.005 14152   68 o  0  12.62 111.22393  36.15898  7986.16  6546.40 4.17 3.35 -86.7 -0.514 18.16 19.11 02a57324o0574o
57324.568034  13.531  0.005 14044   68 o  0   9.77 111.22393  36.15898  7982.52  6552.97 4.20 3.45 -88.3 -0.500 18.23 19.25 02a57324o0599o
57327.637256  13.533  0.005 14026   65 o  0  16.44 111.22393  36.15898  4269.17  2650.79 4.81 3.60 -16.2 -0.529 18.44 19.52 02a57327o0652o
57327.659442  13.561  0.016 13661  213 o  0   1.60 111.22393  36.15898  4256.92  2650.55 4.73 3.76 -21.0 -0.526 16.92 16.56 02a57327o0683o
57364.442806  13.546  0.003 13852   47 o  0  68.62 111.22393  36.15898  6241.83  8344.75 3.38 3.16  89.0 -0.465 19.24 20.82 02a57364o0410o
57364.465352  13.549  0.003 13813   46 o  0  57.35 111.22393  36.15898  5963.23  7762.50 3.37 3.13  89.8 -0.470 19.27 20.86 02a57364o0441o
57364.485391  13.542  0.003 13903   45 o  0  97.81 111.22393  36.15898  6865.08  8931.55 3.32 3.21  88.6 -0.445 19.25 20.81 02a57364o0473o
57364.500193  13.540  0.003 13932   45 o  0  61.82 111.22393  36.15898  7168.12  7181.00 3.41 3.09  87.8 -0.470 19.27 20.87 02a57364o0497o
57365.502573  13.540  0.003 13936   48 o  0  33.06 111.22393  36.15898  6277.29  8349.70 3.53 3.28 -89.4 -0.459 19.21 20.82 02a57365o0503o
57365.516903  13.538  0.003 13956   47 o  0  37.80 111.22393  36.15898  5985.07  7765.42 3.50 3.25  85.5 -0.458 19.20 20.78 02a57365o0523o
57365.535358  13.531  0.003 14047   48 o  0  29.27 111.22393  36.15898  4087.39  1578.47 4.28 3.60 -18.7 -0.467 19.15 20.72 02a57365o0548o
57365.567141  13.551  0.004 13789   48 o  0  27.48 111.22393  36.15898  3775.62  3331.03 3.85 3.55 -36.4 -0.439 19.09 20.62 02a57365o0590o
