###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57232.381551  18.630  0.486   128   62 o  0   4.65 310.06862  35.21267  1221.16  9803.68 3.82 3.64 -26.1 -0.474 18.35 19.35 02a57232o0170o
57232.402879  12.922  1.493 24620 36757 o  0   1.50 310.06862  35.21267  1235.75  9803.96 3.87 3.51 -73.9 -0.466 12.06 11.55 02a57232o0196o
57232.420644 -12.963  2.443 -23708 57928 o  0   1.10 310.06862  35.21267  2769.05  8363.23 3.86 3.53 -72.6 -0.435 12.75 12.29 02a57232o0218o
57232.422137 -15.878  3.302 -1617 5341 o  0   0.99 310.06862  35.21267  2769.44  8363.49 3.71 3.43 -67.8 -0.499 15.40 15.43 02a57232o0220o
57300.282906  17.085  0.134   532   72 o  0   1.38 310.06862  35.21267  4792.70 10485.18 4.16 3.54 -62.6 -0.474 18.57 20.13 02a57300o0225o
57300.287254  17.048  0.097   551   54 o  0   1.43 310.06862  35.21267  9369.45   807.80 4.73 3.61  24.7 -0.541 18.81 20.40 02a57300o0239o
57300.299035  16.976  0.099   588   58 o  0   1.52 310.06862  35.21267  4788.49 10485.67 4.27 3.52 -63.4 -0.470 18.88 20.51 02a57300o0275o
57300.303609  16.933  0.077   612   47 o  0   1.79 310.06862  35.21267  9364.25   808.48 4.79 3.66  23.7 -0.534 18.86 20.49 02a57300o0289o
57300.324955  16.867  0.076   650   50 o  0   1.67 310.06862  35.21267  7830.37  2249.17 3.86 3.55  13.2 -0.529 18.71 20.37 02a57300o0353o
57300.345293  17.037  0.086   556   48 o  0   1.40 310.06862  35.21267  7834.58  2255.12 4.12 3.61  14.4 -0.529 18.87 20.62 02a57300o0415o
57302.278659  17.127  0.126   512   64 o  0   1.03 310.06862  35.21267  4779.80 10486.48 4.76 4.03 -56.7 -0.451 18.99 20.88 02a57302o0146o
57302.283198  17.408  0.153   395   60 o  0   1.05 310.06862  35.21267  9355.15   807.75 5.74 4.10  20.8 -0.508 19.01 20.83 02a57302o0153o
57302.294794  17.161  0.117   496   58 o  0   1.04 310.06862  35.21267  4772.73 10486.32 4.68 3.84 -57.7 -0.471 19.03 20.89 02a57302o0171o
