###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57413.312430  15.124  0.552  3238 1787 o  0   0.19  38.32342  59.75294    29.85  8753.30 4.39 3.54 -60.1 -0.477 18.48 19.48 02a57413o0165o
57413.316127  11.992  0.002 57960  105 o  0 138.21  38.32342  59.75294  9078.25  8760.44 3.80 3.12 -89.2 -0.513 18.54 19.54 02a57413o0171o
57414.258422  11.987  0.002 58236   93 o  0 344.01  38.32342  59.75294  8340.88  9609.77 3.74 3.45  80.8 -0.490 19.05 20.57 02a57414o0117o
57414.274344  12.003  0.002 57393   91 o  0 497.07  38.32342  59.75294  8057.40  9005.40 3.72 3.31  87.5 -0.495 19.08 20.61 02a57414o0143o
57414.290602  12.000  0.002 57563   95 o  0 401.53  38.32342  59.75294   107.18  8491.89 4.15 3.55 -62.9 -0.481 18.82 20.14 02a57414o0169o
57414.293054  12.021  0.002 56426   93 o  0 265.00  38.32342  59.75294  9161.90  8489.06 3.83 3.24  89.7 -0.495 18.84 20.13 02a57414o0173o
57414.307168  12.050  0.002 54976   95 o  0 191.84  38.32342  59.75294  9089.34  8759.07 3.83 3.24  89.6 -0.491 18.72 19.91 02a57414o0196o
57418.248485  12.001  0.002 57504   90 o  0 318.41  38.32342  59.75294  8186.64  9578.97 3.82 3.51  80.7 -0.478 19.03 20.55 02a57418o0098o
57418.275757  11.997  0.002 57716   92 o  0 305.15  38.32342  59.75294  7887.34  8978.16 3.73 3.41  83.8 -0.478 18.99 20.48 02a57418o0142o
57418.288014  16.255  0.627  1143  717 o  0   0.17  38.32342  59.75294    30.44  8749.21 4.03 3.58 -65.5 -0.477 18.93 20.42 02a57418o0162o
57418.291693  11.999  0.002 57573   91 o  0 340.39  38.32342  59.75294  8992.57  8455.39 3.78 3.30 -88.9 -0.484 18.99 20.45 02a57418o0168o
57418.305149  12.004  0.002 57316   91 o  0 357.91  38.32342  59.75294  9083.18  8755.26 3.75 3.30 -88.9 -0.482 18.95 20.37 02a57418o0190o
57419.259209  11.980  0.002 58603   91 o  0 219.73  38.32342  59.75294  8486.87 10162.20 4.08 3.85  78.1 -0.488 18.89 20.48 02a57419o0086o
57419.272683  11.921  0.002 61891  106 o  0 189.03  38.32342  59.75294  5137.02   270.56 4.93 3.76  -4.6 -0.545 18.86 20.40 02a57419o0108o
57419.275746  11.986  0.002 58302   92 o  0 196.83  38.32342  59.75294  8200.64  9559.70 3.99 3.69  81.0 -0.488 18.91 20.44 02a57419o0113o
57419.277585  11.965  0.002 59412   95 o  0 215.95  38.32342  59.75294   246.31  9024.20 4.52 3.86 -64.6 -0.480 18.85 20.44 02a57419o0116o
57419.292272  12.004  0.002 57354   92 o  0 178.61  38.32342  59.75294  9305.87  9041.01 4.17 3.69  89.7 -0.468 18.94 20.53 02a57419o0140o
57419.305722  11.999  0.002 57598   93 o  0 203.12  38.32342  59.75294  9082.62  8753.03 3.98 3.47  89.9 -0.473 18.98 20.57 02a57419o0162o
57424.250535  12.575  0.002 33886   64 c  0 177.36  38.32342  59.75294  8132.78  9793.45 4.10 3.85  70.2 -0.434 19.40 21.27 02a57424o0097c
57424.275205  12.579  0.002 33754   66 c  0 123.48  38.32342  59.75294  7889.16  9215.76 4.20 3.84  78.5 -0.431 19.39 21.32 02a57424o0137c
57424.282585  12.592  0.002 33345   66 c  0 106.02  38.32342  59.75294  9004.58  8696.63 4.19 3.73  81.5 -0.437 19.43 21.35 02a57424o0149c
57424.286288  12.664  0.002 31217   67 c  0 508.76  38.32342  59.75294    60.84  8623.62 4.24 3.72 -65.8 -0.445 19.40 21.30 02a57424o0155c
57424.294308  12.586  0.002 33533   65 c  0 131.48  38.32342  59.75294  9083.75  8615.20 4.14 3.66  82.2 -0.436 19.44 21.34 02a57424o0168c
57431.266370  12.572  0.002 33981   68 c  0  38.18  38.32342  59.75294  9205.45  8349.99 4.76 4.07  79.5 -0.420 19.06 20.85 02a57431o0141c
57431.268191  16.596  0.623   835  520 c  0   0.09  38.32342  59.75294    35.61  8608.91 5.04 4.38 -56.5 -0.395 18.94 20.76 02a57431o0144c
57431.284101  12.609  0.002 32846   67 c  0  38.83  38.32342  59.75294  9072.07  8611.57 5.31 4.73  78.7 -0.358 18.95 20.82 02a57431o0170c
57440.233064  11.994  0.002 57840  110 o  0  87.97  38.32342  59.75294  8026.52 10130.65 4.03 3.56  76.3 -0.502 18.24 19.06 02a57440o0043o
57440.237938  11.922  0.002 61838  130 o  0  69.96  38.32342  59.75294  4608.01   259.84 5.17 3.54  -3.1 -0.545 18.15 18.97 02a57440o0052o
57440.246696  12.007  0.002 57158  111 o  0  66.08  38.32342  59.75294  7734.40  9526.64 4.08 3.50  82.7 -0.507 18.19 19.02 02a57440o0068o
57440.259913  11.988  0.002 58166  126 o  0  36.85  38.32342  59.75294  8841.47  9000.96 4.33 3.40  83.3 -0.615 18.15 18.97 02a57440o0093o
57440.274264  12.006  0.002 57217  132 o  0  18.51  38.32342  59.75294  9042.11  8741.42 4.60 3.61  85.4 -0.496 18.03 18.90 02a57440o0120o
57441.227433  12.010  0.002 56995  105 o  0 129.61  38.32342  59.75294  8240.63  9731.83 3.69 3.32  78.1 -0.496 18.33 19.15 02a57441o0040o
57441.245580  12.017  0.002 56659  120 o  0  89.54  38.32342  59.75294  7958.33  9146.38 3.66 3.12  85.5 -0.519 18.30 19.08 02a57441o0073o
57441.254997  11.996  0.002 57779  119 o  0  89.49  38.32342  59.75294  9064.75  8628.90 3.82 3.07  84.1 -0.515 18.27 19.02 02a57441o0091o
57441.269189  12.013  0.002 56884  126 o  0  53.51  38.32342  59.75294  9051.77  8743.39 4.02 3.15  83.2 -0.517 18.18 18.92 02a57441o0118o
57448.286587  12.567  0.002 34138   69 c  0  94.10  38.32342  59.75294  9037.20  8740.81 4.50 3.74  84.8 -0.444 19.23 21.07 02a57448o0030c
57449.237994  12.588  0.002 33476   66 c  0 123.48  38.32342  59.75294  8198.64  9795.75 4.29 3.83  77.6 -0.452 19.28 21.07 02a57449o0083c
57449.251825  12.554  0.002 34539   68 c  0 167.41  38.32342  59.75294  7922.61  9195.93 4.29 3.72  84.4 -0.464 19.28 21.11 02a57449o0111c
57449.268237  12.565  0.002 34189   68 c  0 110.71  38.32342  59.75294  9028.97  8673.71 4.44 3.62  83.8 -0.460 19.31 21.17 02a57449o0144c
57449.285181  12.565  0.002 34190   68 c  0 127.95  38.32342  59.75294  9038.97  8733.41 4.43 3.63  84.0 -0.453 19.31 21.21 02a57449o0178c
57454.229516  12.581  0.002 33706   71 c  0  22.20  38.32342  59.75294  8379.60  9732.54 5.03 4.65  76.0 -0.414 18.82 20.52 02a57454o0051c
57454.242692  12.569  0.002 34062   67 c  0  63.43  38.32342  59.75294  8096.15  9127.50 4.77 4.23  83.7 -0.431 19.18 21.19 02a57454o0076c
57454.244698  12.550  0.002 34680   68 c  0  93.99  38.32342  59.75294   163.70  8596.91 4.80 4.29 -67.0 -0.439 19.10 21.06 02a57454o0080c
57454.258085  12.583  0.002 33643   66 c  0  54.42  38.32342  59.75294  9211.42  8613.95 5.01 4.27  80.3 -0.425 19.14 21.14 02a57454o0106c
57454.275647  12.579  0.002 33774   68 c  0  61.25  38.32342  59.75294  9034.28  8741.35 4.72 3.97  79.2 -0.436 19.17 21.05 02a57454o0140c
57458.228539  12.570  0.002 34050   85 c  0  52.60  38.32342  59.75294  4718.88    81.03 5.57 4.06  -3.6 -0.544 18.59 20.01 02a57458o0063c
57458.230482  12.578  0.002 33780   72 c  0  25.76  38.32342  59.75294  8111.20  9955.99 4.69 4.23  73.9 -0.430 18.79 20.35 02a57458o0067c
57458.243643  12.569  0.002 34080   75 c  0  27.96  38.32342  59.75294  7826.17  9349.38 4.71 4.29  73.1 -0.429 18.89 20.92 02a57458o0092c
57458.258733  12.589  0.002 33458   74 c  0  36.39  38.32342  59.75294  8935.08  8829.63 4.77 4.30  66.9 -0.422 18.86 20.95 02a57458o0122c
57458.276132  12.583  0.002 33630   80 c  0  27.14  38.32342  59.75294  9033.08  8745.07 4.74 4.39  54.4 -0.416 18.78 20.87 02a57458o0156c
57466.230612  12.007  0.002 57170  114 o  0  88.54  38.32342  59.75294  8119.34 10051.87 3.92 3.29  85.8 -0.528 18.20 19.05 02a57466o0050o
57466.235513  11.909  0.002 62563  126 o  0 162.83  38.32342  59.75294  4737.11   154.47 4.38 3.53  -9.2 -0.501 18.23 19.21 02a57466o0060o
57466.242208  11.990  0.002 58082  109 o  0 173.00  38.32342  59.75294  7840.91  9447.49 3.92 3.00  84.9 -0.524 18.35 19.30 02a57466o0073o
57466.257642  11.997  0.002 57694  126 o  0  76.51  38.32342  59.75294  8947.01  8927.08 4.26 3.23  82.7 -0.507 18.27 19.26 02a57466o0104o
57466.274087  11.989  0.002 58127  132 o  0  51.60  38.32342  59.75294  9023.65  8739.79 4.41 3.28  80.9 -0.493 18.20 19.20 02a57466o0137o
57581.577264  12.567  0.002 34130   67 c  0 128.02  38.32342  59.75294 10142.54  2740.65 4.74 4.04  49.3 -0.467 19.37 21.34 02a57581o0655c
57597.569522  11.986  0.002 58284   92 o  0 108.88  38.32342  59.75294  3791.97  1370.10 4.62 3.85 -11.5 -0.472 18.91 20.48 02a57597o0578o
57597.581495  11.990  0.002 58099   91 o  0 218.55  38.32342  59.75294  3811.46  1411.45 4.42 3.65 -11.8 -0.485 19.00 20.55 02a57597o0602o
57597.593444  11.987  0.002 58255   92 o  0 259.49  38.32342  59.75294  3752.54  1331.29 4.30 3.49  -9.9 -0.502 18.97 20.44 02a57597o0626o
57597.605377  11.987  0.002 58225   93 o  0 223.33  38.32342  59.75294  3741.81  1447.94 4.28 3.49 -10.6 -0.503 18.90 20.26 02a57597o0650o
57597.617430  11.988  0.002 58157   92 o  0 217.34  38.32342  59.75294  3771.12  1391.76 4.26 3.49 -10.3 -0.508 18.91 20.29 02a57597o0674o
57598.554704  12.018  0.002 56586   92 o  0  70.11  38.32342  59.75294  9982.67   796.67 5.64 4.66  31.0 -0.420 19.03 20.84 02a57598o0647o
57598.565389  11.984  0.002 58379   92 o  0  66.10  38.32342  59.75294   911.82   726.95 5.72 4.39 -20.8 -0.444 18.89 20.71 02a57598o0669o
57598.567368  11.963  0.002 59554   94 o  0 135.58  38.32342  59.75294  9994.64   837.89 5.14 4.24  33.3 -0.496 19.07 20.83 02a57598o0673o
57598.577220  11.991  0.002 58047   95 o  0  23.59  38.32342  59.75294   923.05   768.19 6.06 4.76 -21.0 -0.416 18.81 20.74 02a57598o0693o
57598.579224  11.987  0.002 58233   96 o  0  24.38  38.32342  59.75294  9943.82   763.82 6.16 5.36  30.6 -0.443 18.83 20.84 02a57598o0697o
57598.589144  11.995  0.002 57830   92 o  0  75.99  38.32342  59.75294   872.73   685.60 5.58 4.28 -22.8 -0.442 18.94 20.71 02a57598o0717o
57598.591110  11.964  0.002 59498   95 o  0 120.01  38.32342  59.75294  9921.45   886.07 5.08 4.18  36.0 -0.506 19.01 20.74 02a57598o0721o
57598.600997  11.984  0.002 58378   93 o  0 140.21  38.32342  59.75294   853.66   800.84 5.33 4.07 -22.2 -0.473 18.96 20.63 02a57598o0741o
57598.602938  11.968  0.002 59256   96 o  0 101.29  38.32342  59.75294  9962.45   823.30 5.08 4.23  33.8 -0.505 18.99 20.69 02a57598o0745o
57598.612862  11.983  0.002 58460   94 o  0  37.92  38.32342  59.75294   891.39   745.16 5.65 4.46 -23.0 -0.442 18.81 20.59 02a57598o0765o
57605.563773  12.550  0.002 34668   66 c  0  98.55  38.32342  59.75294  9876.78  2664.93 4.39 3.89  52.6 -0.461 19.49 21.52 02a57605o0635c
57605.565894  12.576  0.002 33842   63 c  0  98.84  38.32342  59.75294   843.92  2577.97 4.55 3.98 -24.9 -0.402 19.46 21.46 02a57605o0639c
57605.567409  12.536  0.002 35117   66 c  0 110.37  38.32342  59.75294  9894.44  2702.33 4.48 3.92  55.4 -0.456 19.51 21.53 02a57605o0642c
57605.582314  12.511  0.002 35928   68 c  0 138.46  38.32342  59.75294  9848.04  2632.46 4.03 3.64  59.4 -0.495 19.45 21.58 02a57605o0671c
57605.582825  12.552  0.002 34620   65 c  0  62.44  38.32342  59.75294   854.47  2622.27 4.50 3.92 -26.0 -0.413 19.49 21.53 02a57605o0672c
57605.594781  12.568  0.002 34102   64 c  0  79.21  38.32342  59.75294  9827.33  2752.09 4.62 4.11  56.2 -0.426 19.49 21.59 02a57605o0695c
57605.595300  12.564  0.002 34239   64 c  0 254.77  38.32342  59.75294   804.01  2540.07 4.52 3.94 -26.2 -0.425 19.49 21.52 02a57605o0696c
57605.607148  12.529  0.002 35351   67 c  0 130.90  38.32342  59.75294  9867.29  2690.95 4.17 3.69  57.8 -0.486 19.56 21.57 02a57605o0719c
57605.607652  12.562  0.002 34299   63 c  0  87.67  38.32342  59.75294   784.28  2653.91 4.38 3.82 -27.9 -0.414 19.53 21.53 02a57605o0720c
57605.620132  12.627  0.002 32302   61 c  0 143.04  38.32342  59.75294   823.56  2599.47 4.97 4.36 -23.2 -0.350 19.32 21.28 02a57605o0744c
57617.551311  11.982  0.002 58522  104 o  0 179.35  38.32342  59.75294  3699.64  1309.64 4.39 3.23  -7.5 -0.531 18.46 19.87 02a57617o0624o
57617.564116  11.990  0.002 58085  103 o  0 142.11  38.32342  59.75294  3720.19  1348.57 4.38 3.28  -8.9 -0.523 18.46 19.92 02a57617o0648o
57617.576883  11.982  0.002 58480  108 o  0 138.65  38.32342  59.75294  3671.22  1269.02 4.35 3.19  -9.2 -0.533 18.51 19.96 02a57617o0672o
57617.589836  11.974  0.002 58963  103 o  0 178.41  38.32342  59.75294  3651.26  1385.53 4.34 3.18  -8.0 -0.534 18.53 19.98 02a57617o0696o
57617.602751  11.973  0.002 58971  101 o  0 184.21  38.32342  59.75294  3689.22  1328.65 4.32 3.21  -7.2 -0.532 18.57 20.05 02a57617o0720o
57620.638989  12.002  0.010 57437  578 o  0   1.52  38.32342  59.75294  7061.12  9516.05 5.20 4.93 -78.8 -0.367 16.62 17.31 02a57620o0328o
57621.574762  12.256  0.003 45437  126 o  0 208.75  38.32342  59.75294  2902.05  1691.28 3.53 2.83 -16.1 -0.496 18.26 19.66 02a57621o0608o
57621.589913  12.263  0.003 45163  127 o  0  54.61  38.32342  59.75294  2904.24  1728.50 4.17 3.45  -6.9 -0.468 18.14 19.66 02a57621o0632o
57621.605013  12.244  0.003 45975  130 o  0 103.13  38.32342  59.75294  2856.75  1647.94 3.81 3.11 -12.5 -0.502 18.20 19.64 02a57621o0656o
57621.620346  12.205  0.003 47633  136 o  0 100.57  38.32342  59.75294  7672.25  8681.00 4.59 3.26 -82.3 -0.418 18.15 19.60 02a57621o0680o
57621.636248  12.185  0.004 48540  172 o  0  56.60  38.32342  59.75294  2884.59  1707.80 3.35 2.63 -17.1 -0.527 17.65 18.40 02a57621o0704o
57640.610367  12.595  0.002 33273   62 c  0 283.91  38.32342  59.75294  7737.32  7986.11 3.93 3.68  87.4 -0.426 19.53 21.50 02a57640o0017c
57640.623042  12.603  0.002 33034   73 c  0 104.09  38.32342  59.75294  7749.54  7869.70 4.11 3.83  80.5 -0.396 19.08 21.03 02a57640o0041c
57652.503826  12.006  0.002 57220   93 o  0 199.02  38.32342  59.75294  2418.14   370.05 3.83 3.58 -26.2 -0.462 18.75 19.91 02a57652o0550o
57652.507422  12.008  0.002 57110   94 o  0 213.41  38.32342  59.75294  2445.01   408.86 3.79 3.53 -25.7 -0.464 18.75 19.89 02a57652o0557o
57652.525461  11.998  0.002 57647   93 o  0 251.62  38.32342  59.75294  2387.95   324.53 3.76 3.45 -24.2 -0.470 18.77 19.91 02a57652o0588o
57652.538316  12.012  0.002 56897   94 o  0 182.87  38.32342  59.75294  2372.37   440.43 3.77 3.47 -23.8 -0.475 18.78 19.90 02a57652o0611o
57652.551040  12.006  0.002 57208   92 o  0 294.20  38.32342  59.75294  2411.39   386.51 3.72 3.41 -22.4 -0.483 18.78 19.90 02a57652o0635o
57668.465174  12.579  0.002 33772   62 c  0  86.63  38.32342  59.75294  1552.60  2004.31 3.99 3.84  83.7 -0.393 19.52 21.39 02a57668o0520c
57668.468613  12.582  0.002 33675   61 c  0 109.85  38.32342  59.75294  1579.23  2040.88 3.88 3.76  85.6 -0.408 19.53 21.40 02a57668o0527c
57668.479425  12.585  0.002 33584   62 c  0 108.23  38.32342  59.75294  1520.41  1956.43 3.83 3.72  83.1 -0.408 19.55 21.38 02a57668o0547c
57668.500961  12.578  0.002 33797   61 c  0  93.34  38.32342  59.75294  1499.73  2071.99 3.87 3.76  79.6 -0.410 19.53 21.38 02a57668o0588c
57668.517717  12.557  0.002 34448   66 c  0 326.21  38.32342  59.75294  8974.34  8424.70 3.74 3.37 -80.5 -0.423 19.49 21.32 02a57668o0619c
57674.439974  11.999  0.002 57602   93 o  0 141.60  38.32342  59.75294  2069.87   960.32 3.75 3.63 -64.5 -0.464 18.65 19.68 02a57674o0495o
57674.442444  12.005  0.002 57293   94 o  0 137.79  38.32342  59.75294  2076.81   957.83 3.73 3.61 -58.1 -0.463 18.67 19.68 02a57674o0500o
