###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57240.377806  13.627  0.004 12853   50 o  0 491.04 299.53537  33.73306  7898.15  2912.42 3.64 3.39  84.1 -0.497 19.06 20.87 02a57240o0060o
57240.411592  13.608  0.005 13084   63 o  0 139.12 299.53537  33.73306  1239.06  9178.98 3.59 3.48 -35.0 -0.510 18.90 20.62 02a57240o0068o
57300.264062  13.576  0.006 13479   77 o  0  83.40 299.53537  33.73306  2710.99  7697.34 3.90 3.28 -69.2 -0.511 18.65 20.17 02a57300o0167o
57300.280313  13.587  0.006 13342   79 o  0 131.48 299.53537  33.73306  2704.29  7697.72 3.92 3.31 -67.0 -0.508 18.49 20.00 02a57300o0217o
57300.296425  13.543  0.005 13895   68 o  0 207.69 299.53537  33.73306  1251.72  9196.12 4.39 3.64 -53.6 -0.495 18.76 20.38 02a57300o0267o
57300.318992  13.555  0.005 13736   75 o  0 174.24 299.53537  33.73306  1248.83  9197.55 4.33 3.54 -53.1 -0.496 18.60 20.17 02a57300o0335o
57302.247807  13.657  0.005 12509   60 o  0 369.13 299.53537  33.73306  2703.08  7699.23 4.29 3.55 -65.2 -0.533 18.89 20.62 02a57302o0098o
57302.265766  13.639  0.005 12714   65 o  0 173.67 299.53537  33.73306  2693.45  7698.96 4.34 3.41 -64.3 -0.533 18.89 20.66 02a57302o0126o
57302.281918  13.586  0.005 13351   61 o  0 326.29 299.53537  33.73306  1236.25  9196.75 4.85 3.73 -54.4 -0.494 18.88 20.70 02a57302o0151o
57302.298059  13.569  0.005 13559   62 o  0 345.52 299.53537  33.73306  1237.41  9200.36 4.84 3.73 -54.2 -0.502 18.89 20.71 02a57302o0176o
57314.255430  13.887  0.005 10123   47 c  0 630.10 299.53537  33.73306  2686.77  7709.51 4.39 3.56 -63.9 -0.516 19.08 20.86 02a57314o0091c
57314.273736  13.902  0.005  9980   48 c  0 521.78 299.53537  33.73306  2683.77  7709.23 4.47 3.71 -62.8 -0.510 19.03 20.83 02a57314o0119c
57314.295674  13.892  0.005 10071   47 c  0 691.87 299.53537  33.73306  1224.89  9207.90 4.96 3.86 -58.1 -0.476 19.02 20.80 02a57314o0150c
57314.324968  13.898  0.005 10021   50 c  0 429.74 299.53537  33.73306  1229.21  9207.19 4.85 3.81 -57.8 -0.475 19.00 20.78 02a57314o0193c
57315.236598  13.887  0.005 10119   52 c  0 491.04 299.53537  33.73306  2687.87  7712.20 4.51 3.56 -66.8 -0.501 18.84 20.41 02a57315o0079c
57315.255410  13.890  0.006 10090   61 c  0 346.61 299.53537  33.73306  2684.06  7711.30 4.33 3.47 -66.2 -0.508 18.56 19.99 02a57315o0108c
57315.273561  13.919  0.006  9824   58 c  0 381.19 299.53537  33.73306  1224.03  9208.59 4.96 3.89 -59.7 -0.483 18.70 20.26 02a57315o0136c
57315.293599  13.876  0.005 10225   54 c  0 480.86 299.53537  33.73306  1222.53  9209.46 4.92 3.72 -60.5 -0.492 18.70 20.24 02a57315o0166c
57316.261360  13.898  0.005 10019   51 c  0 374.80 299.53537  33.73306  2667.65  7708.95 4.51 3.66 -65.4 -0.512 18.79 20.29 02a57316o0087c
57316.278419  13.900  0.006 10004   56 c  0 420.10 299.53537  33.73306  1210.16  9206.88 5.12 3.94 -58.8 -0.477 18.74 20.27 02a57316o0113c
57316.297563  13.911  0.005  9901   52 c  0 335.19 299.53537  33.73306  1213.98  9207.16 4.87 3.68 -60.1 -0.494 18.76 20.20 02a57316o0142c
57319.214877  13.503  0.005 14419   75 o  0 191.66 299.53537  33.73306  2761.60  7718.53 4.21 3.20 -70.3 -0.572 18.39 19.58 02a57319o0057o
57319.240205  13.516  0.006 14245   83 o  0  69.41 299.53537  33.73306  2748.84  7714.92 4.14 3.05 -70.5 -0.559 18.40 19.57 02a57319o0095o
57319.269989  13.562  0.006 13648   75 o  0 213.72 299.53537  33.73306  1288.43  9210.96 4.92 3.36 -61.9 -0.518 18.34 19.51 02a57319o0140o
57319.285732  13.539  0.006 13950   78 o  0 202.08 299.53537  33.73306  1289.50  9210.86 4.87 3.37 -61.3 -0.518 18.33 19.46 02a57319o0163o
57324.193567  13.551  0.008 13788  109 o  0  44.32 299.53537  33.73306  2796.53  7724.55 4.12 3.41 -76.4 -0.538 17.77 18.28 02a57324o0038o
57324.204712  13.562  0.005 13655   65 o  0 294.46 299.53537  33.73306  2790.80  7725.15 4.21 3.42 -74.6 -0.536 18.72 20.26 02a57324o0055o
57324.220997  13.543  0.005 13892   64 o  0 294.60 299.53537  33.73306  1328.23  9218.77 4.86 3.69 -65.0 -0.522 18.70 20.29 02a57324o0080o
57324.243287  13.552  0.005 13777   76 o  0 174.02 299.53537  33.73306  1322.02  9218.42 4.75 3.43 -62.7 -0.535 18.48 19.74 02a57324o0114o
57327.203695  13.599  0.008 13196  100 o  0  51.96 299.53537  33.73306  2821.37  7730.95 4.37 3.03 -74.2 -0.588 18.66 20.41 02a57327o0045o
57327.223912  13.547  0.006 13845   86 o  0 105.70 299.53537  33.73306  2811.66  7730.98 4.42 3.12 -74.8 -0.576 18.68 20.48 02a57327o0075o
57327.245734  13.559  0.006 13688   82 o  0 139.03 299.53537  33.73306  1348.34  9229.16 5.46 3.51 -68.8 -0.505 18.58 20.19 02a57327o0105o
57327.271011  13.541  0.005 13917   76 o  0 177.31 299.53537  33.73306  1346.19  9229.74 5.25 3.44 -68.8 -0.521 18.61 20.20 02a57327o0144o
57364.202275  13.534  0.005 14012   67 o  0  72.98 299.53537  33.73306  3204.65  7279.35 3.85 3.12 -76.6 -0.521 18.67 19.98 02a57364o0050o
57364.214018  13.568  0.005 13580   65 o  0 157.54 299.53537  33.73306  3505.21  7863.09 3.84 3.26 -75.2 -0.512 18.80 20.28 02a57364o0069o
57364.225671  13.563  0.005 13641   67 o  0 162.65 299.53537  33.73306  2648.43  6719.16 3.99 3.37 -68.2 -0.508 18.77 20.24 02a57364o0088o
57365.196762  13.585  0.006 13362   84 o  0  31.27 299.53537  33.73306  3225.63  7275.24 3.83 3.31 -78.3 -0.510 18.26 19.16 02a57365o0043o
57365.211035  13.599  0.005 13196   70 o  0 127.07 299.53537  33.73306  3507.28  7863.30 3.82 3.33 -78.0 -0.508 18.68 20.02 02a57365o0065o
57365.224508  13.600  0.005 13181   64 o  0 180.65 299.53537  33.73306  2648.34  6722.49 3.95 3.41 -69.3 -0.500 18.66 19.99 02a57365o0087o
