###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57450.325756  14.629  0.006  5110   32 c  0   7.28  72.34071  34.06658  8361.86  7529.41 4.01 3.24  85.8 -0.467 19.41 21.18 02a57450o0247c
57450.343272  14.628  0.006  5114   32 c  0   4.43  72.34071  34.06658  8217.10  7587.96 4.06 3.45  84.5 -0.447 19.35 21.16 02a57450o0281c
57451.281395  14.612  0.006  5192   33 c  0   6.66  72.34071  34.06658  7280.57  8785.36 3.95 3.57  82.7 -0.453 19.39 21.17 02a57451o0165c
57451.298873  14.607  0.006  5215   32 c  0   6.95  72.34071  34.06658  6990.96  8198.22 3.96 3.47  87.6 -0.437 19.36 21.14 02a57451o0199c
57451.316965  14.612  0.006  5193   33 c  0   6.35  72.34071  34.06658  8151.93  7641.26 4.03 3.28  84.7 -0.454 19.37 21.13 02a57451o0234c
57451.334394  14.610  0.006  5200   33 c  0   5.86  72.34071  34.06658  8215.94  7587.31 4.00 3.25  85.0 -0.453 19.36 21.12 02a57451o0268c
57455.280149  14.670  0.012  4919   60 c  0   2.25  72.34071  34.06658  7300.75  8630.28 4.07 3.84  68.5 -0.448 18.37 20.08 02a57455o0135c
57455.297522  14.638  0.017  5069   85 c  0   1.24  72.34071  34.06658  7010.49  8044.55 3.94 3.57  81.9 -0.453 17.90 19.49 02a57455o0169c
57455.315541  14.586  0.023  5316  124 c  0   1.31  72.34071  34.06658  8153.69  7489.27 4.04 3.38  84.9 -0.462 17.40 18.97 02a57455o0204c
57455.333052  14.663  0.012  4953   59 c  0   2.48  72.34071  34.06658  8220.59  7591.44 4.07 3.39  86.0 -0.444 18.40 20.05 02a57455o0238c
57463.231429  14.347  0.135  6626  892 o  0   1.18  72.34071  34.06658  7599.68  8940.56 4.57 3.93  85.9 -0.515 16.71 16.88 02a57463o0055o
57467.230994  13.961  0.009  9457   87 o  0   2.38  72.34071  34.06658  7471.77  8894.61 3.99 3.33  84.4 -0.535 18.25 19.18 02a57467o0056o
57467.250661  13.974  0.009  9341   80 o  0   4.27  72.34071  34.06658  7170.66  8302.99 3.79 2.88  89.3 -0.551 18.30 19.28 02a57467o0091o
57467.272131  13.971  0.009  9363   88 o  0   4.50  72.34071  34.06658  8299.45  7748.91 3.80 2.86  84.5 -0.556 18.24 19.19 02a57467o0133o
57467.288294  13.971  0.009  9364   81 o  0   6.63  72.34071  34.06658  8197.11  7574.92 3.92 2.69  87.7 -0.550 18.22 19.14 02a57467o0166o
57475.255410  13.953  0.006  9526   56 o  0  15.27  72.34071  34.06658  7437.68  8753.32 3.83 2.75  87.0 -0.506 18.81 20.22 02a57475o0085o
57475.273898  13.933  0.006  9697   58 o  0  12.43  72.34071  34.06658  7146.65  8160.84 3.94 2.79  89.4 -0.506 18.75 20.16 02a57475o0117o
57475.291108  13.933  0.006  9701   56 o  0  14.92  72.34071  34.06658  8299.00  7607.10 4.14 2.82  86.2 -0.475 18.71 20.13 02a57475o0147o
57475.307064  13.939  0.006  9648   54 o  0  19.35  72.34071  34.06658  8204.44  7585.91 4.08 2.78  87.4 -0.477 18.69 20.10 02a57475o0175o
57479.258935  14.618  0.007  5162   36 c  0   4.03  72.34071  34.06658  6849.17  8359.56 3.86 3.65  77.8 -0.441 19.09 20.64 02a57479o0046c
57479.276177  14.633  0.008  5091   39 c  0   3.18  72.34071  34.06658  7992.00  7801.91 4.20 3.45  86.6 -0.444 19.01 20.57 02a57479o0081c
57479.293541  14.617  0.007  5167   38 c  0   4.74  72.34071  34.06658  8206.96  7574.92 4.20 3.42  83.0 -0.449 18.95 20.47 02a57479o0116c
57483.228326  14.657  0.027  4977  133 c  0   1.65  72.34071  34.06658  7457.62  8995.67 4.15 3.86  75.2 -0.469 18.04 18.72 02a57483o0045c
57483.235231  14.641  0.009  5054   44 c  0   2.43  72.34071  34.06658  7172.02  8406.03 4.07 3.72  78.1 -0.447 18.76 20.04 02a57483o0059c
57483.248382  14.641  0.007  5053   38 c  0   3.64  72.34071  34.06658  8333.61  7869.05 4.10 3.48  80.8 -0.447 19.05 20.58 02a57483o0084c
57483.264039  14.618  0.007  5160   38 c  0   4.78  72.34071  34.06658  8203.93  7576.70 4.03 3.34  82.7 -0.452 19.02 20.53 02a57483o0114c
57609.637493  13.346  0.453 16662 7556 c  0   0.26  72.34071  34.06658  6243.88 10521.62 4.18 4.04 -46.0 -0.348 17.55 17.67 02a57609o0770c
57610.621640  13.961  0.006  9453   59 o  0   5.36  72.34071  34.06658  3085.27  2205.89 4.33 3.27 -10.3 -0.510 18.63 20.31 02a57610o0626o
57610.638274  13.883  0.026 10160  261 o  0   1.70  72.34071  34.06658  3107.86  2246.16 4.35 3.38 -11.8 -0.511 16.99 17.04 02a57610o0652o
