###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59580.072814  13.203  0.003 19004   52 o  0  71.33 177.06238 -62.78326  1465.39  4916.29 4.00 3.03 -74.8 -0.389 18.76 20.98 03a59580o0575o
59580.089871  13.208  0.003 18914   53 o  0 101.60 177.06238 -62.78326  1355.33  4963.92 3.96 3.00 -77.5 -0.392 18.70 20.67 03a59580o0609o
59580.093926  13.183  0.003 19348   55 o  0 102.60 177.06238 -62.78326  1392.73  5061.19 3.95 2.96 -75.2 -0.391 18.67 20.44 03a59580o0617o
59580.102330  13.209  0.003 18903   60 o  0  32.72 177.06238 -62.78326  1370.08  4984.76 4.05 3.00 -78.4 -0.359 18.20 19.37 03a59580o0634o
59593.024252  13.121  0.003 20498   57 o  0 136.92 177.06238 -62.78326  3295.93  2238.85 3.20 2.36 -76.2 -0.475 18.74 20.86 03a59593o0251o
59593.028008  13.124  0.003 20433   56 o  0 199.20 177.06238 -62.78326  3257.85  2244.32 3.14 2.33 -79.5 -0.488 18.86 21.01 03a59593o0259o
59593.056295  13.121  0.003 20488   56 o  0 228.43 177.06238 -62.78326  3177.37  2464.71 3.15 2.44 -70.4 -0.480 18.87 21.18 03a59593o0313o
59593.061904  13.138  0.003 20168   54 o  0 319.61 177.06238 -62.78326  3169.12  2376.91 3.26 2.43 -75.8 -0.481 18.80 21.18 03a59593o0325o
59597.065853  13.144  0.003 20062   64 o  0  66.77 177.06238 -62.78326  3024.43  2514.59 3.10 2.53 -79.3 -0.426 18.31 19.44 03a59597o0515o
59597.085294  13.150  0.003 19946   60 o  0 123.29 177.06238 -62.78326  2896.27  2541.60 3.17 2.62 -76.2 -0.425 18.38 19.53 03a59597o0552o
59597.106471  13.153  0.003 19896   58 o  0 131.12 177.06238 -62.78326  2831.07  2668.05 3.05 2.56 -76.7 -0.415 18.28 19.48 03a59597o0595o
59597.115839  13.169  0.003 19612   61 o  0 102.55 177.06238 -62.78326  2793.58  2583.37 3.03 2.71 -82.8 -0.402 18.13 18.83 03a59597o0615o
59601.031154  13.092  0.003 21047   62 o  0 163.18 177.06238 -62.78326  9650.58  1943.67 3.07 2.23 -76.4 -0.464 18.59 19.88 03a59601o0376o
59601.038660  13.083  0.003 21225   60 o  0 198.14 177.06238 -62.78326  9629.67  1918.50 3.18 2.27 -80.2 -0.478 18.66 19.94 03a59601o0392o
59601.041957  13.091  0.003 21076   60 o  0 174.70 177.06238 -62.78326  9684.88  1988.34 3.17 2.30 -76.8 -0.465 18.62 19.92 03a59601o0399o
59601.045251  13.108  0.003 20735   60 o  0 196.94 177.06238 -62.78326   807.79  1615.99 3.28 2.26  80.3 -0.467 18.63 20.01 03a59601o0406o
59601.053126  13.120  0.003 20503   58 o  0 168.93 177.06238 -62.78326  9709.21  1850.35 3.28 2.34 -79.5 -0.438 18.60 19.96 03a59601o0422o
59601.054547  13.143  0.003 20087   59 o  0 168.48 177.06238 -62.78326   790.56  1569.20 3.44 2.36  81.3 -0.432 18.63 20.01 03a59601o0425o
59601.057390  13.126  0.003 20406   61 o  0 107.09 177.06238 -62.78326   843.73  1662.40 3.30 2.36  79.1 -0.438 18.57 20.00 03a59601o0431o
59601.064901  13.121  0.003 20494   59 o  0 178.36 177.06238 -62.78326   863.89  1553.80 3.31 2.33  80.1 -0.445 18.63 20.03 03a59601o0447o
59605.004188  13.102  0.003 20851   60 o  0 155.35 177.06238 -62.78326  9644.43  1948.25 3.22 2.40 -77.5 -0.460 18.70 20.43 03a59605o0487o
59605.037319  13.123  0.006 20450  113 o  0  16.37 177.06238 -62.78326  9629.98  1895.58 3.41 2.41 -79.9 -0.385 17.37 18.09 03a59605o0556o
59605.043216  13.122  0.003 20468   62 o  0 164.25 177.06238 -62.78326  9679.37  1966.10 3.32 2.38 -77.3 -0.446 18.61 20.03 03a59605o0567o
59605.064523  13.115  0.003 20613   63 o  0 142.37 177.06238 -62.78326  9706.33  1830.90 3.42 2.49 -77.3 -0.465 18.58 20.15 03a59605o0611o
59608.055834  13.085  0.003 21182   53 c  0 352.18 177.06238 -62.78326  6646.45  8162.26 2.98 2.49  86.2 -0.452 19.13 21.45 03a59608o0435c
59608.058110  13.066  0.002 21550   53 c  0 383.49 177.06238 -62.78326  6629.58  8123.91 2.91 2.44  87.8 -0.455 19.16 21.46 03a59608o0440c
59608.062233  13.103  0.002 20826   52 c  0 312.57 177.06238 -62.78326  6691.27  8203.26 3.02 2.49  87.3 -0.440 19.14 21.46 03a59608o0449c
59608.078210  13.089  0.002 21097   52 c  0 236.37 177.06238 -62.78326  3780.76  2461.33 3.12 2.44  87.3 -0.449 19.17 21.43 03a59608o0481c
59614.087052  13.040  0.003 22074   62 c  0 252.73 177.06238 -62.78326  3872.58  2383.40 2.78 2.14  87.0 -0.467 19.16 21.62 03a59614o0471c
59614.089801  13.047  0.003 21945   63 c  0 245.95 177.06238 -62.78326  3891.05  2422.01 2.71 2.11  87.1 -0.466 19.23 21.64 03a59614o0477c
59614.120660  13.063  0.003 21626   64 c  0 208.98 177.06238 -62.78326  3844.74  2374.54 2.99 2.38 -89.6 -0.473 18.97 20.93 03a59614o0542c
59614.123849  13.079  0.003 21301   70 c  0  72.94 177.06238 -62.78326  3815.45  2473.53 2.80 2.22  89.7 -0.420 18.94 20.49 03a59614o0549c
59617.943899  13.473  0.003 14822   48 c  0 148.10 177.06238 -62.78326  2523.67  8165.82 2.53 2.25 -80.5 -0.474 19.37 21.60 03a59618o0382c
59617.948095  13.519  0.003 14204   46 c  0 149.00 177.06238 -62.78326  2505.29  8130.79 2.54 2.25 -84.6 -0.478 19.40 21.61 03a59618o0391c
59617.954517  13.599  0.003 13194   44 c  0 114.27 177.06238 -62.78326  2567.88  8207.91 2.48 2.17 -84.2 -0.477 19.39 21.61 03a59618o0405c
59617.970571  13.783  0.004 11139   40 c  0 212.53 177.06238 -62.78326  2602.83  8095.03 2.47 2.16 -87.0 -0.488 19.41 21.61 03a59618o0439c
59622.060093  13.059  0.003 21690   54 c  0 559.19 177.06238 -62.78326  7912.04  2338.84 2.69 2.29  84.0 -0.487 19.43 21.56 03a59622o0631c
59622.063745  13.062  0.003 21634   54 c  0 606.75 177.06238 -62.78326  7930.32  2376.33 2.68 2.27  83.4 -0.492 19.40 21.55 03a59622o0639c
59622.069223  13.086  0.002 21174   52 c  0 409.77 177.06238 -62.78326  7869.87  2292.25 2.89 2.48  87.1 -0.461 19.33 21.55 03a59622o0651c
59622.104041  13.081  0.002 21255   52 c  0 407.10 177.06238 -62.78326  7854.21  2403.99 2.95 2.50 -88.4 -0.457 19.28 21.59 03a59622o0726c
59628.194176  13.074  0.003 21406   70 o  0 143.08 177.06238 -62.78326  9876.99  5617.24 2.65 2.03 -17.4 -0.431 18.37 19.21 04a59628o0366o
59628.201420  12.887  0.003 25419   80 o  0 170.27 177.06238 -62.78326  9862.89  5588.00 2.67 2.04 -17.4 -0.425 18.35 19.20 04a59628o0377o
59628.204154  13.033  0.003 22222   67 o  0 275.37 177.06238 -62.78326  9922.76  5660.46 2.83 2.14 -15.0 -0.415 18.32 19.21 04a59628o0383o
59628.227922  13.058  0.003 21709   66 o  0 244.82 177.06238 -62.78326  9964.60  5548.38 2.56 1.98 -15.6 -0.429 18.39 19.19 04a59628o0431o
59628.232540  13.143  0.003 20074   55 o  0 109.64 177.06238 -62.78326   565.18  5644.50 2.24 1.96  64.5 -0.393 18.55 19.22 04a59628o0441o
59628.233906  13.165  0.003 19687   57 o  0  75.83 177.06238 -62.78326   546.14  5604.78 2.18 1.97  69.8 -0.392 18.57 19.21 04a59628o0444o
59628.243608  13.149  0.003 19969   54 o  0 163.27 177.06238 -62.78326   616.66  5688.28 2.27 1.92  60.9 -0.394 18.57 19.23 04a59628o0465o
59628.255678  13.149  0.003 19978   58 o  0  65.57 177.06238 -62.78326   650.36  5575.72 2.17 1.90  61.8 -0.401 18.59 19.23 04a59628o0491o
59632.253579  13.172  0.003 19558   56 o  0 139.44 177.06238 -62.78326 10261.48  5048.70 2.80 2.38 -21.9 -0.399 18.78 20.04 04a59632o0438o
59632.256328  13.179  0.003 19418   55 o  0 142.09 177.06238 -62.78326 10279.43  5087.09 2.76 2.35 -20.9 -0.388 18.81 20.04 04a59632o0444o
59632.264566  13.175  0.003 19503   56 o  0 160.05 177.06238 -62.78326 10215.10  4998.61 2.78 2.36 -22.2 -0.394 18.74 19.98 04a59632o0461o
59632.298709  13.225  0.003 18619   55 o  0  23.21 177.06238 -62.78326 10167.94  5090.74 3.46 3.13 -22.7 -0.363 18.51 19.91 04a59632o0533o
59632.301916  13.179  0.003 19425   55 o  0  26.49 177.06238 -62.78326   865.84  4964.55 2.72 2.40  74.7 -0.367 18.60 19.86 04a59632o0540o
59632.304647  13.171  0.003 19569   54 o  0  48.62 177.06238 -62.78326   883.40  4999.41 2.49 2.24  71.7 -0.390 18.57 19.88 04a59632o0546o
59632.311283  13.169  0.003 19603   54 o  0  40.54 177.06238 -62.78326   819.27  4921.34 2.59 2.39  67.6 -0.375 18.53 19.86 04a59632o0560o
59632.331064  13.185  0.003 19325   57 o  0  13.11 177.06238 -62.78326   785.86  5024.69 2.70 2.50  76.7 -0.374 18.52 19.83 04a59632o0602o
59636.248459  13.138  0.002 20172   47 o  0 855.33 177.06238 -62.78326  8300.98  5002.82 2.47 2.13 -21.4 -0.469 19.07 20.97 04a59636o0381o
59636.251195  13.087  0.002 21140   51 o  0 614.12 177.06238 -62.78326  8318.66  5040.40 2.49 2.12 -22.9 -0.485 19.03 20.93 04a59636o0387o
59636.257694  13.070  0.002 21472   50 o  0 993.34 177.06238 -62.78326  8256.10  4955.01 2.46 2.13 -22.3 -0.480 19.14 20.90 04a59636o0401o
59636.268212  13.087  0.003 21138   53 o  0 394.04 177.06238 -62.78326  8228.34  5062.19 2.40 2.09 -22.4 -0.483 19.03 20.83 04a59636o0423o
59638.196738  13.124  0.003 20445   56 o  0 128.24 177.06238 -62.78326  4398.67  1756.55 2.14 2.06  17.2 -0.458 18.83 20.82 04a59638o0393o
59638.199469  13.119  0.003 20525   54 o  0 255.57 177.06238 -62.78326  4383.54  1717.65 2.08 2.02  22.4 -0.470 18.85 20.80 04a59638o0399o
