MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1101029005131,15.186,0.059,79.41211, 0.12684,53709.30668,0
1101029005131,15.187,0.059,79.41213, 0.12681,53709.31419,0
1101029005131,15.170,0.059,79.41214, 0.12681,53709.32167,0
1101029005131,15.179,0.059,79.41211, 0.12680,53709.32921,0
1101029005131,15.184,0.060,79.41208, 0.12682,53728.27344,0
1101029005131,15.172,0.060,79.41213, 0.12683,53728.28230,0
1101029005131,15.161,0.060,79.41205, 0.12681,53728.29120,0
1101029005131,15.143,0.060,79.41206, 0.12683,53728.30016,0
1101029005131,15.323,0.067,79.41216, 0.12678,53735.25131,0
1101029005131,15.166,0.059,79.41216, 0.12684,53735.25772,0
1101029005131,15.172,0.059,79.41215, 0.12684,53735.26414,0
1101029005131,15.176,0.059,79.41214, 0.12681,53735.27058,0
1101029005131,15.180,0.062,79.41215, 0.12685,53677.39035,0
1101029005131,15.193,0.062,79.41213, 0.12683,53677.39643,0
1101029005131,15.165,0.064,79.41216, 0.12687,53677.40239,0
1101029005131,15.133,0.060,79.41217, 0.12682,53677.40831,0
1101029005131,15.174,0.059,79.41212, 0.12681,53686.42409,0
1101029005131,15.177,0.059,79.41213, 0.12683,53686.43165,0
1101029005131,15.193,0.060,79.41214, 0.12686,53686.43919,0
1101029005131,15.155,0.059,79.41210, 0.12680,53686.44672,0
1101029005131,15.189,0.060,79.41211, 0.12681,53703.32108,0
1101029005131,15.163,0.060,79.41214, 0.12686,53703.32712,0
1101029005131,15.172,0.060,79.41216, 0.12684,53703.33319,0
1101029005131,15.167,0.060,79.41215, 0.12682,53703.33926,0
1101029005131,15.204,0.061,79.41215, 0.12680,53650.44783,0
1101029005131,15.188,0.061,79.41213, 0.12683,53650.45593,0
1101029005131,15.198,0.061,79.41214, 0.12686,53650.46409,0
1101029005131,15.178,0.061,79.41216, 0.12683,53650.47216,0
1101029005131,15.183,0.060,79.41215, 0.12682,53668.41669,0
1101029005131,15.198,0.060,79.41214, 0.12683,53668.42873,0
1101029005131,15.183,0.060,79.41214, 0.12684,53668.44088,0
1101029005131,15.185,0.060,79.41212, 0.12684,53668.45295,0
1101029005131,15.208,0.066,79.41220, 0.12684,54070.23623,0
1101029005131,15.177,0.065,79.41221, 0.12684,54070.24055,0
1101029005131,15.175,0.065,79.41222, 0.12686,54070.24490,0
1101029005131,15.163,0.065,79.41223, 0.12686,54070.24926,0
1101029005131,15.159,0.059,79.41216, 0.12682,54080.39278,0
1101029005131,15.197,0.059,79.41216, 0.12682,54080.39936,0
1101029005131,15.181,0.059,79.41215, 0.12682,54080.40589,0
1101029005131,15.157,0.059,79.41216, 0.12688,54080.41244,0
1101029005131,15.179,0.059,79.41215, 0.12681,54090.30071,0
1101029005131,15.165,0.059,79.41217, 0.12682,54090.30878,0
1101029005131,15.178,0.059,79.41218, 0.12685,54090.31685,0
1101029005131,15.175,0.059,79.41217, 0.12684,54090.32488,0
1101029005131,15.159,0.059,79.41219, 0.12682,54099.21574,0
1101029005131,15.129,0.059,79.41220, 0.12683,54099.22249,0
1101029005131,15.164,0.059,79.41217, 0.12687,54099.22930,0
1101029005131,15.156,0.059,79.41217, 0.12685,54099.23623,0
1101029005131,15.177,0.060,79.41216, 0.12687,53790.13514,0
1101029005131,15.180,0.060,79.41212, 0.12686,53790.14258,0
1101029005131,15.177,0.060,79.41213, 0.12686,53790.15000,0
1101029005131,15.175,0.060,79.41214, 0.12686,53790.15744,0
1101029005131,15.125,0.059,79.41209, 0.12681,53742.22714,0
1101029005131,15.154,0.059,79.41210, 0.12682,53742.23358,0
1101029005131,15.152,0.059,79.41209, 0.12685,53742.23999,0
1101029005131,15.159,0.059,79.41208, 0.12682,53742.24648,0
1101029005131,15.175,0.060,79.41210, 0.12683,53757.24721,0
1101029005131,15.157,0.060,79.41211, 0.12682,53757.25426,0
1101029005131,15.155,0.060,79.41210, 0.12683,53757.26125,0
1101029005131,15.156,0.060,79.41209, 0.12683,53757.26825,0
1101029005131,15.158,0.059,79.41211, 0.12682,53763.22500,0
1101029005131,15.180,0.060,79.41211, 0.12679,53763.23370,0
1101029005131,15.176,0.060,79.41213, 0.12684,53763.24239,0
1101029005131,15.174,0.060,79.41212, 0.12682,53763.25105,0
1101029005131,15.169,0.060,79.41216, 0.12687,53799.12979,0
1101029005131,15.177,0.060,79.41216, 0.12683,53799.13529,0
1101029005131,15.153,0.060,79.41214, 0.12682,53799.14060,0
1101029005131,15.160,0.060,79.41215, 0.12681,53799.14621,0
1101029005131,15.179,0.059,79.41217, 0.12686,54054.35216,0
1101029005131,15.159,0.059,79.41218, 0.12683,54054.36158,0
1101029005131,15.167,0.059,79.41216, 0.12684,54054.37098,0
1101029005131,15.160,0.059,79.41213, 0.12688,54054.38047,0
1101029005131,15.154,0.059,79.41219, 0.12686,54060.27699,0
1101029005131,15.176,0.059,79.41219, 0.12681,54060.28386,0
1101029005131,15.172,0.059,79.41218, 0.12683,54060.29065,0
1101029005131,15.154,0.059,79.41215, 0.12687,54060.29744,0
1101029005131,15.160,0.059,79.41216, 0.12686,54030.49515,0
1101029005131,15.179,0.059,79.41218, 0.12684,54030.50101,0
1101029005131,15.167,0.059,79.41214, 0.12687,54030.50695,0
1101029005131,15.179,0.059,79.41216, 0.12683,54030.51287,0
1101029005131,15.180,0.059,79.41218, 0.12684,54038.43534,0
1101029005131,15.178,0.059,79.41218, 0.12684,54038.43961,0
1101029005131,15.152,0.059,79.41221, 0.12685,54038.44386,0
1101029005131,15.153,0.059,79.41218, 0.12686,54038.44816,0
1101029005131,15.171,0.059,79.41215, 0.12688,53998.47594,0
1101029005131,15.169,0.059,79.41215, 0.12685,53998.48126,0
1101029005131,15.232,0.062,79.41218, 0.12686,53998.48658,0
1101029005131,15.176,0.059,79.41217, 0.12684,53998.49193,0
1101029005131,15.174,0.059,79.41216, 0.12687,54439.32640,0
1101029005131,15.170,0.059,79.41211, 0.12683,54439.33362,0
1101029005131,15.173,0.059,79.41209, 0.12685,54439.34083,0
1101029005131,15.159,0.059,79.41210, 0.12683,54439.34806,0
1101029005131,15.163,0.059,79.41213, 0.12682,54116.27517,0
1101029005131,15.152,0.059,79.41214, 0.12684,54116.28337,0
1101029005131,15.169,0.059,79.41208, 0.12681,54116.29177,0
1101029005131,15.127,0.059,79.41205, 0.12690,54116.30006,0
1101029005131,15.120,0.060,79.41212, 0.12682,54127.13118,0
1101029005131,15.144,0.060,79.41220, 0.12690,54127.14000,0
1101029005131,15.134,0.060,79.41222, 0.12685,54127.14884,0
1101029005131,15.161,0.060,79.41214, 0.12683,54127.15769,0
1101029005131,15.167,0.059,79.41214, 0.12678,54170.10899,0
1101029005131,15.139,0.059,79.41213, 0.12682,54170.11486,0
1101029005131,15.160,0.059,79.41214, 0.12682,54170.12073,0
