###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57300.479834   1.406  0.981 -13253226516 13007796395 o  0   0.98  73.50243  32.98635  4794.11  4309.79 3.68 3.41 -56.6 -0.521 -2.79 -1.69 02a57300o0817o
57300.506194   2.090  0.460 -24894482496 11451461948 o  0   1.18  73.50243  32.98635  4788.07  4309.77 3.70 3.46 -58.5 -0.513 -2.70 -1.59 02a57300o0899o
57300.508740   0.222  4.200 2958793198 12426931430 o  0   0.93  73.50243  32.98635  6234.89  2867.55 4.21 3.64  -0.2 -0.505 -2.71 -1.41 02a57300o0907o
57300.509371  -1.999  0.550 22888483257 12588665792 o  0   0.99  73.50243  32.98635  6234.61  2867.85 4.02 3.66  -3.3 -0.516 -2.65 -1.40 02a57300o0909o
57300.543681   1.912  0.550 -21134640397 11624052218 o  0   1.22  73.50243  32.98635  6239.63  2872.96 3.95 3.62  -1.9 -0.774 -2.48 -1.03 02a57300o1013o
57302.471980  14.497  0.007  5772   39 o  0   6.56  73.50243  32.98635  4823.37  4293.59 3.92 3.48 -33.0 -0.490 18.97 20.59 02a57302o0439o
57302.496163  14.493  0.006  5792   36 o  0  11.40  73.50243  32.98635  4820.68  4298.63 3.75 3.36 -32.2 -0.495 19.02 20.61 02a57302o0477o
57302.510735  14.483  0.006  5843   37 o  0   6.89  73.50243  32.98635  6264.37  2854.20 4.12 3.64  -8.6 -0.481 18.97 20.56 02a57302o0500o
57314.499885  15.069  0.009  3408   31 c  0   3.75  73.50243  32.98635  4889.89  4325.16 4.11 3.69 -26.1 -0.452 19.24 21.14 02a57314o0439c
57314.527935  15.041  0.008  3496   27 c  0   5.13  73.50243  32.98635  4885.30  4329.50 4.13 3.71 -28.9 -0.450 19.47 21.43 02a57314o0480c
57314.559051  15.011  0.008  3593   28 c  0   4.27  73.50243  32.98635  6342.81  2889.50 4.36 3.73  -1.2 -0.445 19.48 21.39 02a57314o0524c
57314.575903  15.019  0.008  3568   27 c  0   4.58  73.50243  32.98635  4318.96  7752.19 4.20 3.56 -65.4 -0.463 19.43 21.36 02a57314o0549c
57316.459581  15.004  0.008  3617   28 c  0   3.43  73.50243  32.98635  4899.02  4313.89 4.46 3.90 -19.0 -0.413 19.32 21.28 02a57316o0382c
57316.484847  15.011  0.007  3595   27 c  0   5.41  73.50243  32.98635  4899.36  4320.69 4.24 3.80 -25.4 -0.437 19.36 21.25 02a57316o0419c
57316.520405  15.008  0.008  3605   27 c  0   3.58  73.50243  32.98635  6357.35  2880.96 4.46 3.79  -3.1 -0.444 19.39 21.23 02a57316o0471c
57316.530051  15.016  0.008  3577   27 c  0   4.56  73.50243  32.98635  6358.36  2881.75 4.44 3.82  -3.7 -0.449 19.36 21.19 02a57316o0486c
57319.452288  14.489  0.008  5815   49 o  0   4.87  73.50243  32.98635  4836.43  4318.62 4.03 3.58 -38.0 -0.527 18.51 19.75 02a57319o0400o
57319.475555  14.474  0.008  5896   46 o  0   5.49  73.50243  32.98635  4837.54  4324.44 4.08 3.62 -33.2 -0.512 18.56 19.86 02a57319o0433o
57319.509383  14.481  0.008  5855   46 o  0   5.13  73.50243  32.98635  6292.08  2883.15 4.28 3.56  -4.8 -0.533 18.65 19.92 02a57319o0481o
57319.533029  14.479  0.008  5867   45 o  0   6.00  73.50243  32.98635  6291.54  2892.59 4.22 3.53  -3.4 -0.522 18.73 20.03 02a57319o0515o
57324.453762  14.474  0.012  5892   73 o  0   1.78  73.50243  32.98635  4862.98  4335.20 4.52 3.86 -39.0 -0.510 17.92 18.70 02a57324o0430o
57324.470811  14.479  0.012  5865   73 o  0   1.86  73.50243  32.98635  4865.34  4339.65 4.19 3.58 -44.8 -0.551 17.96 18.70 02a57324o0456o
57324.503319  14.495  0.013  5779   77 o  0   1.43  73.50243  32.98635  6333.22  2896.78 4.80 4.07  -8.5 -0.483 17.91 18.67 02a57324o0504o
57324.513265  14.502  0.013  5746   74 o  0   1.64  73.50243  32.98635  6331.21  2902.01 4.77 4.03  -9.6 -0.486 17.92 18.67 02a57324o0519o
57327.547573  14.503  0.008  5740   49 o  0   8.49  73.50243  32.98635  5884.68  6324.78 3.83 2.91 -78.2 -0.489 18.50 19.71 02a57327o0533o
