###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57232.560679  13.444  0.018 15219  268 o  0   1.52  58.80350  43.73867  6737.91  2862.71 3.50 3.40  84.6 -0.462 16.80 17.42 02a57232o0354o
57300.454740  -4.192  0.060 172522626856 10363550023 o  0   1.13  58.80350  43.73867  6794.18  2882.22 3.97 3.65  -0.1 -0.602 -2.37 -0.83 02a57300o0741o
57300.477917  -3.658  0.119 105456852548 12568985333 o  0   1.23  58.80350  43.73867  6795.78  2890.13 3.92 3.62   5.5 -0.630 -2.59 -1.32 02a57300o0811o
57300.493288  -6.028  0.015 935847890557 13905134518 o  0  10.20  58.80350  43.73867  8228.62  1407.97 4.48 3.60  13.8 -0.550 -2.62 -1.39 02a57300o0859o
57300.516336  -6.278  0.011 1177624585877 13435534351 o  0  39.19  58.80350  43.73867  8223.68  1413.90 4.61 3.62  13.2 -0.553 -2.46 -1.04 02a57300o0931o
57302.448908  13.556  0.003 13730   48 o  0  76.78  58.80350  43.73867  6804.13  2886.34 4.12 3.66  -8.7 -0.506 19.06 20.76 02a57302o0404o
57302.464883  13.549  0.004 13818   50 o  0  39.08  58.80350  43.73867  6810.70  2882.76 4.17 3.62  -4.2 -0.505 19.07 20.79 02a57302o0428o
57302.487289  13.545  0.004 13868   55 o  0  24.23  58.80350  43.73867  8243.38  1405.67 4.77 3.61  11.1 -0.511 19.09 20.77 02a57302o0463o
57302.511378  13.552  0.004 13777   54 o  0  25.50  58.80350  43.73867  8241.79  1412.71 4.61 3.65  11.5 -0.519 19.06 20.68 02a57302o0501o
57316.430514  14.053  0.005  8684   39 c  0   7.06  58.80350  43.73867  6884.51  2902.83 4.89 4.20   3.2 -0.405 19.20 21.09 02a57316o0338c
57316.468995  14.050  0.004  8713   38 c  0  16.76  58.80350  43.73867  6880.18  2909.18 4.57 4.00   1.7 -0.435 19.40 21.36 02a57316o0395c
57316.490687  14.031  0.005  8867   40 c  0   8.82  58.80350  43.73867  8319.52  1432.41 5.31 4.08  15.4 -0.448 19.38 21.32 02a57316o0427c
57316.502232  14.036  0.005  8825   40 c  0  10.31  58.80350  43.73867  8330.54  1434.19 5.11 3.89  15.7 -0.461 19.42 21.33 02a57316o0444c
57320.542999  13.554  0.004 13758   60 o  0  14.07  58.80350  43.73867  3815.16  7728.44 4.13 3.24 -72.5 -0.488 18.49 19.67 02a57320o0510o
57320.566854  13.559  0.004 13686   60 o  0  21.54  58.80350  43.73867  3807.61  7728.30 4.03 3.12 -69.8 -0.489 18.49 19.64 02a57320o0547o
57320.603053  13.552  0.004 13774   59 o  0  16.49  58.80350  43.73867  2371.67  9217.21 4.46 3.37 -62.6 -0.488 18.71 20.07 02a57320o0603o
57320.626348  13.549  0.004 13811   53 o  0  29.42  58.80350  43.73867  2373.73  9220.29 4.57 3.38 -62.8 -0.473 18.93 20.51 02a57320o0639o
57324.416408  13.558  0.005 13705   75 o  0   6.91  58.80350  43.73867  6857.01  2918.28 4.76 4.02  -3.9 -0.487 18.05 18.88 02a57324o0375o
57324.440828  13.541  0.005 13914   71 o  0   7.16  58.80350  43.73867  6859.93  2925.95 4.76 4.00  -6.0 -0.493 18.08 18.93 02a57324o0410o
