HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2456195.88317,2012-09-25.3778991,ba,2.00,15.788,>15.788,99.990,1.692,0.372,V
2456201.01067,2012-09-30.5055026,ba,2.10,13.328,>13.328,99.990,-11.778,3.583,V
2456201.01223,2012-09-30.5070621,ba,2.29,13.454,>13.454,99.990,-8.857,3.189,V
2456215.86668,2012-10-15.3620298,ba,2.28,17.143,15.411,0.044,2.628,0.107,V
2456215.86858,2012-10-15.3639334,ba,2.27,17.174,15.331,0.040,2.831,0.104,V
2456218.94186,2012-10-18.4373525,ba,2.28,99.990,99.990,99.990,99.990,99.990,V
2456218.94352,2012-10-18.4390109,ba,2.28,99.990,99.990,99.990,99.990,99.990,V
2456220.88562,2012-10-20.3812258,bb,2.03,17.371,15.166,0.029,3.292,0.087,V
2456222.95996,2012-10-22.4556777,bb,1.78,17.089,15.320,0.048,2.857,0.126,V
2456222.96172,2012-10-22.4574311,bb,1.65,16.595,15.907,0.120,1.664,0.183,V
2456224.81891,2012-10-24.3147214,bb,1.79,16.757,15.190,0.052,3.219,0.152,V
2456228.82173,2012-10-28.3177818,bb,1.73,16.558,15.127,0.059,3.411,0.183,V
2456230.83070,2012-10-30.3268740,bb,2.03,16.640,15.175,0.057,3.265,0.170,V
2456230.83236,2012-10-30.3285431,bb,2.01,16.687,15.221,0.057,3.130,0.162,V
2456232.88233,2012-11-01.3786407,bb,1.77,16.926,15.182,0.044,3.246,0.131,V
2456232.88408,2012-11-01.3803861,bb,1.74,16.938,15.152,0.042,3.334,0.129,V
2456239.73743,2012-11-08.2342260,bb,2.18,17.314,15.217,0.032,3.142,0.091,V
2456249.73048,2012-11-18.2280619,bb,1.74,99.990,99.990,99.990,99.990,99.990,V
2456271.83293,2012-12-10.3324777,bb,2.03,99.990,99.990,99.990,99.990,99.990,V
2456271.83450,2012-12-10.3340459,bb,2.05,15.519,15.507,0.218,2.405,0.478,V
2456407.12357,2013-04-24.6276193,bb,2.11,16.509,15.212,0.066,3.154,0.191,V
2456407.12537,2013-04-24.6294179,bb,2.09,16.315,15.155,0.075,3.326,0.229,V
2456416.10612,2013-05-03.6095990,bb,2.07,16.809,15.113,0.046,3.459,0.145,V
2456443.03915,2013-05-30.5404937,bb,2.07,16.665,15.109,0.052,3.469,0.166,V
2456443.04086,2013-05-30.5422024,bb,2.05,16.593,15.216,0.062,3.144,0.177,V
2456447.07028,2013-06-03.5712648,bb,1.81,16.971,15.120,0.040,3.435,0.125,V
2456447.07199,2013-06-03.5729790,bb,1.78,17.034,15.157,0.039,3.321,0.118,V
2456450.06258,2013-06-06.5632989,bb,1.98,17.050,15.179,0.039,3.252,0.116,V
2456450.06394,2013-06-06.5646546,bb,2.00,17.113,15.238,0.039,3.083,0.110,V
2456457.00479,2013-06-13.5048868,bb,2.14,16.970,15.134,0.040,3.391,0.125,V
2456457.00640,2013-06-13.5064906,bb,2.10,17.063,15.206,0.039,3.173,0.115,V
2456460.98312,2013-06-17.4828634,bb,2.00,17.006,15.180,0.041,3.249,0.121,V
2456460.98449,2013-06-17.4842302,bb,2.00,16.952,15.147,0.041,3.352,0.127,V
2456464.01251,2013-06-20.5119747,bb,1.73,16.697,15.253,0.058,3.042,0.161,V
2456464.01387,2013-06-20.5133349,bb,1.79,16.667,15.093,0.051,3.520,0.166,V
2456466.02432,2013-06-22.5236074,bb,1.77,16.385,14.971,0.060,3.943,0.215,V
2456466.02570,2013-06-22.5249887,bb,1.86,16.433,15.282,0.076,2.959,0.205,V
2456470.00222,2013-06-26.5011526,bb,1.80,16.445,15.136,0.066,3.384,0.203,V
2456470.00365,2013-06-26.5025822,bb,1.72,16.446,15.260,0.073,3.020,0.203,V
2456473.01336,2013-06-29.5120302,bb,2.07,16.754,15.158,0.050,3.318,0.153,V
2456473.01473,2013-06-29.5134024,bb,2.08,16.812,15.185,0.049,3.235,0.145,V
2456476.00257,2013-07-02.5009753,bb,1.81,17.021,15.236,0.042,3.085,0.120,V
2456476.00396,2013-07-02.5023613,bb,1.77,17.012,15.242,0.043,3.072,0.121,V
2456478.99139,2013-07-05.4895402,bb,1.72,17.102,15.213,0.038,3.151,0.111,V
2456478.99275,2013-07-05.4909015,bb,1.71,17.159,15.171,0.035,3.277,0.105,V
2456479.99336,2013-07-06.4914317,bb,1.74,17.138,15.102,0.033,3.492,0.108,V
2456479.99476,2013-07-06.4928241,bb,1.74,17.173,15.133,0.033,3.395,0.104,V
2456483.01131,2013-07-09.5091334,bb,2.09,17.086,15.189,0.038,3.225,0.113,V
2456483.01277,2013-07-09.5105923,bb,2.08,17.133,15.123,0.034,3.424,0.108,V
2456486.92433,2013-07-13.4218377,bb,1.82,17.211,15.711,0.055,1.994,0.100,V
2456486.92572,2013-07-13.4232769,bb,1.88,17.153,15.639,0.054,2.130,0.106,V
2456489.96601,2013-07-16.4632755,bb,1.77,17.110,15.202,0.038,3.186,0.110,V
2456489.96738,2013-07-16.4646400,bb,1.62,17.210,15.204,0.034,3.180,0.101,V
2456490.97966,2013-07-17.4768466,bb,1.69,17.141,15.144,0.035,3.359,0.107,V
2456490.98104,2013-07-17.4782204,bb,1.75,17.098,15.140,0.036,3.371,0.112,V
2456493.90424,2013-07-20.4012030,bb,2.01,16.497,15.203,0.067,3.183,0.194,V
2456493.90561,2013-07-20.4025664,bb,1.81,16.377,15.271,0.079,2.989,0.216,V
2456497.98501,2013-07-24.4816824,bb,1.73,16.372,15.099,0.068,3.503,0.217,V
2456497.98641,2013-07-24.4830751,bb,1.76,16.279,15.148,0.077,3.346,0.236,V
2456508.98309,2013-08-04.4790414,bb,1.77,17.167,15.202,0.036,3.186,0.105,V
2456508.98455,2013-08-04.4804994,bb,1.66,17.124,15.139,0.035,3.374,0.109,V
2456512.96605,2013-08-08.4617752,bb,1.78,17.130,15.108,0.034,3.473,0.108,V
2456512.96767,2013-08-08.4633888,bb,1.80,17.178,15.143,0.033,3.362,0.104,V
2456517.93238,2013-08-13.4278445,bb,2.02,16.477,15.172,0.066,3.274,0.197,V
2456517.93377,2013-08-13.4292422,bb,1.99,16.637,15.171,0.057,3.278,0.170,V
2456518.88253,2013-08-14.3779585,bb,1.72,16.998,15.148,0.040,3.348,0.122,V
2456518.88389,2013-08-14.3793155,bb,1.71,16.980,15.166,0.041,3.293,0.124,V
2456521.93732,2013-08-17.4326019,bb,1.74,16.756,15.264,0.055,3.010,0.152,V
2456521.93868,2013-08-17.4339685,bb,1.77,16.713,15.128,0.051,3.409,0.159,V
2456523.93480,2013-08-19.4300012,bb,1.80,16.491,15.249,0.070,3.048,0.194,V
2456523.93616,2013-08-19.4313649,bb,1.66,16.504,15.060,0.058,3.630,0.192,V
2456531.79995,2013-08-27.2948766,bb,2.23,16.870,15.156,0.045,3.324,0.137,V
2456531.80132,2013-08-27.2962486,bb,2.24,16.945,15.193,0.043,3.213,0.128,V
2456533.93168,2013-08-29.4265474,bb,1.71,17.097,15.164,0.037,3.300,0.111,V
2456533.93304,2013-08-29.4279103,bb,1.69,17.099,15.149,0.036,3.342,0.111,V
2456536.88866,2013-09-01.3834567,bb,1.78,17.149,15.111,0.033,3.465,0.106,V
2456536.89002,2013-09-01.3848218,bb,1.74,17.143,15.160,0.035,3.312,0.107,V
2456539.91283,2013-09-04.4075734,bb,1.83,17.157,15.157,0.035,3.321,0.106,V
2456539.91420,2013-09-04.4089409,bb,1.80,17.111,15.154,0.036,3.329,0.110,V
2456549.81057,2013-09-14.3052259,bb,1.80,16.741,15.192,0.052,3.215,0.155,V
2456549.81194,2013-09-14.3065971,bb,1.89,16.759,15.201,0.052,3.188,0.152,V
2456555.89426,2013-09-20.3889216,bb,2.01,16.165,15.285,0.097,2.950,0.263,V
2456555.89568,2013-09-20.3903480,bb,2.02,16.212,15.202,0.086,3.185,0.252,V
2456556.94828,2013-09-21.4429568,bb,2.14,16.353,15.355,0.087,2.768,0.221,V
2456556.94965,2013-09-21.4443245,bb,2.18,16.343,15.498,0.101,2.426,0.223,V
2456563.83460,2013-09-28.3293769,bb,2.09,16.685,15.201,0.056,3.188,0.163,V
2456563.83596,2013-09-28.3307348,bb,2.09,16.688,15.180,0.054,3.250,0.162,V
2456566.71893,2013-10-01.2137709,bb,1.81,15.846,15.129,0.113,3.406,0.352,V
2456566.72030,2013-10-01.2151431,bb,1.80,16.028,15.239,0.106,3.078,0.298,V
2456568.85879,2013-10-03.3536887,bb,2.37,16.762,15.137,0.049,3.382,0.152,V
2456568.86018,2013-10-03.3550736,bb,2.44,16.767,15.180,0.051,3.250,0.151,V
2456571.87847,2013-10-06.3734622,bb,1.72,16.903,15.071,0.040,3.591,0.134,V
2456571.87984,2013-10-06.3748299,bb,1.77,16.991,15.213,0.042,3.155,0.123,V
2456588.84732,2013-10-23.3430629,bb,1.68,16.917,15.208,0.045,3.167,0.131,V
2456588.84869,2013-10-23.3444261,bb,1.62,16.940,15.071,0.039,3.595,0.129,V
2456593.82315,2013-10-28.3191885,bb,1.82,16.978,15.157,0.041,3.321,0.125,V
2456593.82453,2013-10-28.3205623,bb,1.67,17.105,15.230,0.039,3.105,0.111,V
2456595.83408,2013-10-30.3302362,bb,2.45,16.944,15.180,0.043,3.250,0.129,V
2456595.83622,2013-10-30.3323853,bb,2.50,16.946,15.149,0.043,3.347,0.129,V
2456600.82029,2013-11-04.3167840,bb,2.26,17.077,15.175,0.038,3.266,0.114,V
2456600.82166,2013-11-04.3181569,bb,2.27,17.106,15.147,0.036,3.352,0.111,V
2456637.75815,2013-12-11.2577572,bb,2.00,16.625,15.319,0.066,2.859,0.172,V
2456637.75981,2013-12-11.2594158,bb,2.02,16.707,15.220,0.056,3.134,0.159,V
2456638.75368,2013-12-12.2533805,bb,2.44,16.559,15.222,0.064,3.126,0.183,V
2456652.71093,2013-12-26.2119240,bb,1.77,17.060,15.161,0.038,3.305,0.115,V
2456652.71224,2013-12-26.2132329,bb,1.68,17.072,15.213,0.039,3.155,0.114,V
2456658.71771,2014-01-01.2192495,bb,1.91,17.026,15.117,0.038,3.444,0.119,V
2456658.71904,2014-01-01.2205791,bb,1.84,17.047,15.192,0.040,3.214,0.117,V
2456770.12371,2014-04-22.6274774,bb,2.05,16.302,15.162,0.077,3.304,0.232,V
2456770.12511,2014-04-22.6288850,bb,2.01,16.255,15.084,0.075,3.550,0.242,V
2456781.12404,2014-05-03.6271267,bb,2.36,14.858,>14.858,99.990,3.563,0.875,V
2456782.10011,2014-05-04.6031358,bb,2.12,16.762,15.218,0.053,3.138,0.152,V
2456785.09616,2014-05-07.5989629,bb,1.72,16.861,15.119,0.044,3.439,0.139,V
2456785.09756,2014-05-07.6003694,bb,1.76,16.959,15.138,0.041,3.381,0.127,V
2456787.10122,2014-05-09.6038789,bb,1.61,16.821,15.129,0.046,3.408,0.144,V
2456789.08773,2014-05-11.5902364,bb,2.37,16.835,15.226,0.050,3.115,0.142,V
2456789.08911,2014-05-11.5916170,bb,2.32,16.866,15.176,0.046,3.264,0.138,V
2456795.08168,2014-05-17.5837245,bb,1.70,16.432,15.151,0.067,3.336,0.205,V
2456795.08305,2014-05-17.5850942,bb,1.75,16.534,15.075,0.057,3.580,0.187,V
2456796.08052,2014-05-18.5824813,bb,1.64,16.394,15.247,0.076,3.057,0.213,V
2456796.08185,2014-05-18.5838168,bb,1.73,16.524,15.189,0.064,3.225,0.189,V
2456797.09147,2014-05-19.5933554,bb,2.06,16.551,15.172,0.061,3.273,0.184,V
2456797.09286,2014-05-19.5947415,bb,2.08,16.488,15.263,0.071,3.011,0.195,V
