hjd mag magerr
2455368.1114330 19.7640 0.0709
2455368.1169614 19.6733 0.0744
2455737.0722038 17.7431 0.0138
2455737.0845272 17.7563 0.0138
2455897.7004762 19.7776 0.0702
2455897.7117132 19.5256 0.0530
2456230.8119767 19.8089 0.1445
2456238.7188820 19.6156 0.0582
2456620.7298903 19.7338 0.0443
