55693.18343 12.65199 0.01208
55944.27480 12.65723 0.01209
56321.33557 12.65595 0.01209
56323.32556 12.65991 0.01210
56324.32458 12.65412 0.01208
56325.32977 12.64296 0.01205
56714.24303 12.65456 0.01209
56715.27420 12.66041 0.01210
56717.25943 12.64588 0.01206
56721.35413 12.66253 0.01211
56724.20944 12.65575 0.01209
56725.23068 12.67581 0.01215
56726.21777 12.67854 0.01215
56727.20473 12.67302 0.01214
56728.20088 12.64659 0.01206
56746.15838 12.66016 0.01210
56750.26432 12.90855 0.01287
56751.25919 12.65646 0.01209
56754.26958 12.67760 0.01215
56755.29986 12.65438 0.01209
56756.25882 12.64660 0.01206
56768.10641 12.66561 0.01212
56783.04745 12.63071 0.01202
56795.17216 12.68326 0.01217
56806.01774 12.64830 0.01207
56821.96935 12.65552 0.01209
56822.96631 12.65949 0.01210
56824.96660 12.64915 0.01207
56825.96671 12.65144 0.01208
56827.96672 12.65635 0.01209
56828.96686 12.67027 0.01213
56829.96706 12.69056 0.01219
56830.96727 12.67592 0.01215
