1691.392385 13.098572
1691.642560 13.117363
1691.818724 13.120787
1691.892734 13.120844
1692.068899 13.113660
1692.142930 13.110683
1692.319045 13.238075
1692.393082 13.453408
1692.643256 13.116645
1692.819419 13.112481
1731.005699 13.110636
1731.181858 13.104064
1772.873122 13.103495
1791.372789 13.121396
1826.836950 13.103664
1826.910925 13.115943
1857.644978 13.113949
1857.821127 13.111550
1884.817296 13.134896
1884.891301 13.116257
1930.125048 13.118339
1930.301180 13.104461
1930.375216 13.110519
1993.541251 13.105370
2028.770443 13.124004
2028.844482 13.116163
2051.768991 13.282955
2093.717423 13.084619
2107.721248 13.095821
2107.795255 13.093521
2148.915041 13.119397
2148.989045 13.116306
2237.188805 13.104881
2237.364955 13.088865
2262.865701 13.106513
2262.939708 13.224000
2308.850442 13.123680
2308.924375 13.121638
2336.351578 13.095536
2336.425589 13.112424
2370.663023 13.107415
2407.811768 13.123642
2428.136360 12.949320
2470.580759 13.115020
2484.760337 13.105532
2484.834343 13.114999
2524.781749 13.109273
2547.701708 13.116252
2579.929392 13.148400
2617.217780 13.106797
2617.291785 13.115088
2641.471619 13.105347
2641.545625 13.094492
2686.956649 13.101069
2687.030602 13.095649
