1710.888110 12.021291
1711.064280 11.929061
1746.701448 11.967899
1785.666411 11.928168
1785.740424 11.945660
1785.916626 12.249675
1785.990607 11.947859
1794.745304 12.067983
1794.921431 12.031270
1889.356157 11.917513
1911.527697 12.047391
1942.510401 11.927302
2068.258077 11.932417
2068.332087 11.963218
2094.008282 12.005187
2094.082319 11.990314
2122.499554 11.907985
2264.650895 11.919904
2291.066391 11.921527
2291.140396 11.926637
2318.808530 11.963227
2444.381737 11.947810
2444.557899 12.263617
2473.799977 11.938749
2473.873981 12.000458
2498.046543 11.918158
2593.914540 11.924103
2593.988542 11.916714
2594.164692 11.914328
2594.238660 11.942317
2594.414836 12.615743
2594.488841 12.226527
2598.298261 12.522896
2598.474408 11.931099
2598.548409 11.936008
2598.724532 11.920626
2598.798568 11.936942
2598.974718 11.968820
2640.430160 11.951403
2671.237588 12.128698
2694.663927 11.914552
2694.737893 11.913889
