hjd mag magerr
2455425.0464526 20.0512 0.0463
2455448.7576037 17.9993 0.0106
2455448.7686340 18.0208 0.0105
2455796.8956822 20.8809 0.0745
2455796.9069429 20.8482 0.0780
2455803.8127055 20.1563 0.0471
2456162.0371519 20.5807 0.0578
2456162.0480653 20.6366 0.0581
2456521.0046100 21.0854 0.0689
2456521.0160500 20.4719 0.0471
2456570.7878622 20.4832 0.0658
