hjd mag magerr
2458387.8165276 18.369059 0.039330
2459108.8309206 20.134991 0.130857
2459119.8228844 20.060040 0.125917
2459123.7535194 18.106653 0.032770
2459449.8159178 19.678680 0.100209
2459479.7870014 19.676468 0.100064
2459505.6541721 19.897236 0.114879
2459525.6900502 19.622665 0.096577
