55693.18871 13.14591 0.01416
55944.26969 13.12357 0.01405
55969.32633 13.11629 0.01402
55972.25133 13.15508 0.01421
55982.23579 13.12688 0.01407
56319.30395 13.12887 0.01408
56320.29280 13.13002 0.01409
56321.32991 13.11803 0.01403
56323.32044 13.13709 0.01412
56324.31892 13.13905 0.01413
56325.32479 13.12998 0.01409
56332.26427 13.14576 0.01416
56333.23200 13.12093 0.01404
56348.24689 13.80100 0.01936
56350.29478 13.14779 0.01417
56351.24331 13.12316 0.01405
56352.29682 13.14193 0.01414
56357.34991 13.12986 0.01409
56358.27365 13.13756 0.01412
56360.27584 13.12085 0.01404
56361.33973 13.61703 0.01743
56362.27036 13.13014 0.01409
56363.26875 13.12533 0.01406
56364.26632 13.13547 0.01411
56365.26211 13.12096 0.01404
56366.25975 13.12477 0.01406
56369.25256 13.10866 0.01398
56376.23250 13.11999 0.01404
56377.22705 13.11737 0.01402
56378.22608 13.11820 0.01403
56379.22441 13.14100 0.01414
56388.28176 13.69154 0.01816
56390.19715 13.15450 0.01421
56392.24021 13.13945 0.01413
56394.21993 13.13800 0.01412
56396.17891 13.11867 0.01403
56397.17627 13.11866 0.01403
56399.27096 13.14436 0.01416
56408.12652 13.13023 0.01409
56411.07314 13.13493 0.01411
56413.11200 13.11400 0.01401
56414.10169 13.13288 0.01410
56416.09526 13.17630 0.01432
56417.09521 13.12143 0.01404
56418.09423 13.14766 0.01417
56419.09361 13.13308 0.01410
56420.09610 13.18064 0.01434
56421.09326 13.20634 0.01448
56423.09354 13.13415 0.01411
56424.09311 13.13820 0.01413
56425.09190 13.13107 0.01409
56426.09197 13.16365 0.01425
56441.10903 13.14214 0.01415
56442.11058 13.14854 0.01418
56443.11750 13.14308 0.01415
56445.14616 13.14240 0.01415
56446.12837 13.14308 0.01415
56447.09841 13.55818 0.01690
56449.12024 13.14278 0.01415
56450.09745 13.13388 0.01410
56688.28356 13.84880 0.01993
56690.37300 13.14483 0.01416
56691.36985 13.11778 0.01403
56714.23792 13.14201 0.01414
56715.26917 13.64397 0.01768
56717.25417 13.12833 0.01408
56721.34895 13.14175 0.01414
56722.18964 13.13443 0.01411
56724.20436 13.12312 0.01405
56725.22472 13.14622 0.01417
56726.21272 13.13091 0.01409
56727.19955 13.13336 0.01410
56728.19567 13.13620 0.01412
56737.12885 13.13431 0.01411
56738.12817 13.13145 0.01409
56740.12557 13.12490 0.01406
56742.14642 13.11265 0.01400
56746.15321 13.11216 0.01400
56749.11878 13.13581 0.01411
56750.25907 13.14477 0.01416
56751.25404 13.13478 0.01411
56754.26447 13.15872 0.01423
56755.29473 13.14059 0.01414
56756.25362 13.13864 0.01413
56767.06874 13.09564 0.01392
56768.10113 13.10799 0.01398
56769.13287 13.14002 0.01413
56771.11804 13.13719 0.01412
56772.06869 13.11750 0.01403
56773.12745 13.12661 0.01407
56778.04249 13.13142 0.01409
56779.04299 13.12624 0.01407
56783.04228 13.11732 0.01402
56795.16704 13.15099 0.01419
56806.01262 13.77651 0.01907
56809.05752 13.14154 0.01414
