1699.328331 12.001954
1733.446224 11.989644
1733.520287 11.997040
1779.378178 12.004963
1779.452184 12.168031
1787.206003 11.995961
1787.382189 11.999110
1852.643129 12.007204
1931.111193 12.030964
1931.287373 11.997202
1931.361352 11.991275
1931.537508 11.988618
1931.611535 12.000294
1931.787689 12.001684
1931.861675 12.039509
1932.037825 12.237435
1942.543841 12.077849
1942.794002 12.003759
1942.868008 12.005784
1943.044136 11.989750
1943.118150 11.989712
1943.294329 11.996351
1943.368341 12.001886
1943.618504 12.531145
2028.031824 12.246329
2028.105864 12.523306
2056.524608 12.002240
2108.559940 12.056582
2108.736101 12.246363
2154.239880 11.999195
2154.416041 12.002642
2165.169916 12.009496
2165.243862 12.008607
2204.371935 12.003663
2231.683110 12.003507
2259.351721 12.001012
2259.425729 11.999669
2313.413499 12.023609
2313.589414 13.548470
2313.663648 12.020849
2313.839806 11.997472
2313.913835 12.011887
2314.089992 11.997923
2314.163982 12.021459
2314.340120 11.996412
2325.846880 12.005778
2325.920874 12.007553
2326.097004 11.995188
2326.171013 12.018266
2326.347203 11.993171
2326.421213 12.005933
2375.659327 11.996864
2407.824119 12.005864
2407.898104 12.001075
2432.820874 12.026545
2476.093882 11.980991
2476.270047 11.992586
2476.344062 12.000309
2483.598070 11.995956
2483.774189 11.997545
2483.848196 11.989691
2529.205136 12.008629
2529.279108 12.005084
2543.531901 12.037840
2580.241389 12.006630
2611.281754 11.998116
2635.957267 12.133342
2636.031268 12.000354
2636.207429 11.993772
2692.271469 12.145932
2692.447634 11.999951
2692.521645 12.007311
2692.697808 12.000526
