55693.18871 13.18742 0.02840
55700.11556 13.23752 0.02937
55944.26969 13.27368 0.03009
55972.25133 13.29721 0.03058
55982.23579 13.30211 0.03068
56319.30395 13.21088 0.02885
56320.29280 13.17375 0.02814
56323.32044 13.21837 0.02899
56324.31892 13.22056 0.02903
56333.23200 13.20278 0.02869
56348.24689 13.90339 0.04729
56351.24331 13.20445 0.02872
56357.34991 13.21248 0.02888
56361.33973 13.71067 0.04102
56380.28414 13.22665 0.02915
56388.28176 13.79337 0.04359
56399.27096 13.21250 0.02888
56411.07314 13.22112 0.02905
56441.10903 13.24378 0.02949
56443.11750 13.21480 0.02892
56445.14616 13.26746 0.02997
56446.12837 13.24574 0.02953
56447.09841 13.62064 0.03842
56448.11577 13.25833 0.02978
56449.12024 13.25367 0.02969
56688.28356 13.89060 0.04684
56714.23792 13.22858 0.02919
56722.18964 13.20008 0.02864
56724.20436 13.23618 0.02934
56726.21272 13.19235 0.02849
56728.19567 13.19726 0.02859
56733.19244 13.18893 0.02843
56735.13235 13.23229 0.02926
56737.12885 13.21305 0.02889
56738.12817 13.22332 0.02909
56740.12557 13.23335 0.02928
56746.15321 13.18218 0.02830
56750.25907 13.22918 0.02920
56751.25404 13.27213 0.03006
56755.29473 13.23597 0.02934
56756.25362 13.30571 0.03076
56767.06874 13.24895 0.02959
56768.10113 13.20839 0.02880
56769.13287 13.24783 0.02957
56771.11804 13.21529 0.02893
56772.06870 13.19882 0.02862
56773.12745 13.21115 0.02885
56778.04249 13.21896 0.02900
56779.04299 13.19236 0.02849
56783.04228 13.18976 0.02844
56795.16704 13.29830 0.03060
56806.01262 13.83420 0.04492
56809.05752 13.23438 0.02930
56814.03359 13.22708 0.02916
