HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459654.71658,2022-03-16.2141769,bF,2.02,15.765,12.512,0.013,35.922,0.414,g
2459654.71788,2022-03-16.2154739,bF,2.07,15.797,12.496,0.012,36.447,0.414,g
2459654.71919,2022-03-16.2167847,bF,2.03,15.724,12.563,0.014,34.253,0.427,g
2459654.78077,2022-03-16.2783562,bi,2.01,15.714,12.564,0.015,34.212,0.456,g
2459654.78201,2022-03-16.2795921,bi,2.01,15.720,12.562,0.015,34.269,0.485,g
2459654.78325,2022-03-16.2808371,bi,2.03,15.619,12.554,0.016,34.561,0.510,g
2459654.81526,2022-03-16.3128431,bE,1.99,15.630,12.531,0.014,35.296,0.453,g
2459654.81785,2022-03-16.3154376,bE,2.03,15.614,12.526,0.014,35.453,0.458,g
2459655.66181,2022-03-17.1593729,bj,2.12,15.346,12.531,0.018,35.296,0.589,g
2459655.66307,2022-03-17.1606241,bj,2.07,15.628,12.495,0.013,36.482,0.437,g
2459655.66431,2022-03-17.1618682,bj,2.06,15.527,12.517,0.015,35.750,0.490,g
2459655.66936,2022-03-17.1669162,bj,2.14,15.650,12.529,0.013,35.348,0.446,g
2459655.67059,2022-03-17.1681535,bj,2.11,15.614,12.507,0.014,36.068,0.449,g
2459655.67183,2022-03-17.1693900,bj,2.19,15.491,12.502,0.015,36.243,0.509,g
2459655.74949,2022-03-17.2470438,bi,2.10,15.403,12.584,0.019,33.615,0.585,g
2459655.75072,2022-03-17.2482706,bi,2.07,15.538,12.587,0.017,33.507,0.525,g
2459655.75196,2022-03-17.2495121,bi,2.07,15.557,12.595,0.017,33.269,0.531,g
2459655.78369,2022-03-17.2812362,bi,2.09,15.334,12.589,0.020,33.450,0.635,g
2459655.78493,2022-03-17.2824746,bi,2.11,15.404,12.590,0.019,33.413,0.588,g
2459655.78618,2022-03-17.2837315,bi,2.24,15.367,12.583,0.019,33.642,0.566,g
2459655.81043,2022-03-17.3079740,bE,2.09,15.476,12.535,0.016,35.152,0.511,g
2459655.81171,2022-03-17.3092563,bE,2.06,15.422,12.576,0.017,33.847,0.530,g
2459655.81300,2022-03-17.3105453,bE,2.05,15.515,12.533,0.016,35.230,0.501,g
2459656.70384,2022-03-18.2013531,bj,2.14,15.555,12.638,0.016,31.971,0.467,g
2459656.70508,2022-03-18.2026019,bj,2.11,15.553,12.652,0.016,31.550,0.459,g
2459656.70634,2022-03-18.2038599,bj,2.17,15.552,12.673,0.016,30.960,0.458,g
2459656.71697,2022-03-18.2144820,bF,2.11,15.673,12.665,0.016,31.171,0.443,g
2459656.71826,2022-03-18.2157832,bF,2.08,15.604,12.649,0.015,31.656,0.458,g
2459656.71956,2022-03-18.2170800,bF,2.12,15.688,12.678,0.016,30.834,0.431,g
2459656.76393,2022-03-18.2614458,bF,2.13,15.752,12.770,0.016,28.320,0.420,g
2459656.76521,2022-03-18.2627304,bF,2.13,15.652,12.798,0.018,27.615,0.438,g
2459656.76651,2022-03-18.2640285,bF,2.11,15.668,12.750,0.017,28.839,0.434,g
2459656.79507,2022-03-18.2925763,bi,2.20,15.535,13.011,0.024,22.662,0.502,g
2459656.79629,2022-03-18.2938039,bi,2.25,15.466,12.951,0.024,23.953,0.521,g
2459656.79753,2022-03-18.2950447,bi,2.22,15.513,12.963,0.023,23.708,0.507,g
2459656.82138,2022-03-18.3188932,bE,2.14,15.341,12.971,0.026,23.538,0.548,g
2459656.82268,2022-03-18.3201910,bE,2.12,15.532,12.940,0.021,24.199,0.471,g
2459656.82397,2022-03-18.3214787,bE,2.15,15.457,12.921,0.022,24.627,0.502,g
2459657.57951,2022-03-19.0770015,bE,2.14,15.453,12.538,0.016,35.067,0.522,g
2459657.58080,2022-03-19.0782876,bE,2.13,15.466,12.580,0.017,33.747,0.519,g
2459657.58210,2022-03-19.0795805,bE,2.14,15.481,12.546,0.017,34.823,0.517,g
2459657.72284,2022-03-19.2203236,bE,2.14,15.480,12.529,0.015,35.344,0.507,g
2459657.72416,2022-03-19.2216400,bE,2.25,15.593,12.493,0.014,36.553,0.468,g
2459658.59040,2022-03-20.0878553,bi,2.00,15.602,12.570,0.016,34.066,0.497,g
2459658.59165,2022-03-20.0891087,bi,2.02,15.615,12.561,0.015,34.320,0.481,g
2459658.59289,2022-03-20.0903412,bi,2.03,15.653,12.554,0.015,34.537,0.475,g
2459658.68176,2022-03-20.1792075,bi,2.02,15.706,12.557,0.015,34.438,0.463,g
2459658.68182,2022-03-20.1792671,bF,2.07,15.736,12.541,0.014,34.966,0.424,g
2459658.68300,2022-03-20.1804495,bi,2.04,15.674,12.589,0.016,33.463,0.490,g
2459658.68311,2022-03-20.1805537,bF,2.04,15.807,12.524,0.013,35.522,0.398,g
2459658.68425,2022-03-20.1816915,bi,2.07,15.647,12.562,0.015,34.300,0.471,g
2459658.68441,2022-03-20.1818539,bF,2.04,15.856,12.512,0.012,35.903,0.386,g
2459658.73150,2022-03-20.2289450,bi,2.09,15.650,12.551,0.015,34.629,0.475,g
2459658.73397,2022-03-20.2314131,bi,2.15,15.666,12.535,0.014,35.179,0.460,g
2459658.73728,2022-03-20.2347224,bF,2.09,15.663,12.481,0.014,36.938,0.449,g
2459658.73858,2022-03-20.2360210,bF,2.08,15.670,12.511,0.014,35.943,0.455,g
2459658.73989,2022-03-20.2373334,bF,2.10,15.691,12.499,0.014,36.343,0.437,g
2459659.65065,2022-03-21.1480650,bi,1.95,15.774,12.552,0.014,34.615,0.451,g
2459659.65190,2022-03-21.1493177,bi,1.99,15.792,12.555,0.015,34.530,0.463,g
2459659.65315,2022-03-21.1505710,bi,1.96,15.742,12.553,0.015,34.592,0.461,g
2459659.73838,2022-03-21.2357864,bj,2.07,15.762,12.525,0.012,35.502,0.398,g
2459659.73962,2022-03-21.2370258,bj,2.06,15.724,12.515,0.012,35.779,0.407,g
2459659.74086,2022-03-21.2382722,bj,2.08,15.686,12.523,0.013,35.553,0.417,g
2459659.77650,2022-03-21.2739023,bj,2.09,15.694,12.529,0.013,35.339,0.417,g
2459659.77774,2022-03-21.2751451,bj,2.19,15.686,12.510,0.013,35.961,0.422,g
2459659.77898,2022-03-21.2763846,bj,2.10,15.772,12.520,0.012,35.649,0.391,g
2459659.81586,2022-03-21.3132621,bj,2.10,15.684,12.523,0.013,35.547,0.424,g
2459659.81711,2022-03-21.3145168,bj,2.10,15.735,12.496,0.012,36.425,0.417,g
2459660.64943,2022-03-22.1468037,bi,1.98,15.833,12.538,0.013,35.072,0.420,g
2459660.65067,2022-03-22.1480440,bi,1.99,15.781,12.553,0.013,34.567,0.419,g
2459660.65192,2022-03-22.1492960,bi,1.98,15.703,12.560,0.014,34.370,0.458,g
2459660.77812,2022-03-22.2754953,bF,2.09,15.771,12.481,0.013,36.943,0.431,g
2459660.77942,2022-03-22.2767928,bF,2.09,15.836,12.503,0.012,36.232,0.394,g
2459660.78071,2022-03-22.2780768,bF,2.09,15.922,12.497,0.011,36.416,0.383,g
2459661.61314,2022-03-23.1104833,bn,1.91,15.512,12.510,0.015,35.976,0.499,g
2459661.61438,2022-03-23.1117289,bn,1.90,15.561,12.511,0.014,35.923,0.480,g
2459661.61563,2022-03-23.1129788,bn,1.49,15.503,12.497,0.015,36.406,0.501,g
2459661.62078,2022-03-23.1181233,bm,1.48,15.373,12.525,0.018,35.486,0.571,g
2459661.62202,2022-03-23.1193663,bm,1.47,15.320,12.552,0.018,34.619,0.583,g
2459661.62327,2022-03-23.1206069,bm,1.51,15.299,12.539,0.019,35.037,0.606,g
2459661.75351,2022-03-23.2508493,bj,2.36,15.746,12.524,0.013,35.516,0.432,g
2459661.75476,2022-03-23.2521017,bj,2.38,15.803,12.526,0.013,35.439,0.422,g
2459661.75600,2022-03-23.2533479,bj,2.36,15.724,12.530,0.014,35.330,0.454,g
2459661.78058,2022-03-23.2779288,bj,2.05,15.759,12.515,0.012,35.819,0.394,g
2459661.78182,2022-03-23.2791702,bj,2.04,15.816,12.499,0.011,36.356,0.381,g
2459661.78308,2022-03-23.2804178,bj,2.09,15.872,12.525,0.011,35.484,0.363,g
2459663.32392,2022-03-24.8212085,bn,1.92,15.752,12.503,0.013,36.205,0.416,g
2459663.32516,2022-03-24.8224597,bn,1.93,15.716,12.492,0.012,36.565,0.415,g
2459663.32642,2022-03-24.8237077,bn,1.93,15.774,12.510,0.012,35.991,0.401,g
2459665.88471,2022-03-27.3819204,bj,2.04,15.803,12.524,0.012,35.518,0.385,g
2459665.88595,2022-03-27.3831635,bj,2.03,15.829,12.512,0.011,35.893,0.371,g
2459665.88718,2022-03-27.3843995,bj,2.02,15.743,12.527,0.013,35.418,0.416,g
2459666.32481,2022-03-27.8220099,bm,2.19,15.666,12.551,0.015,34.634,0.495,g
2459666.32606,2022-03-27.8232603,bm,2.19,15.637,12.555,0.016,34.486,0.496,g
2459666.32731,2022-03-27.8245163,bm,2.16,15.634,12.551,0.016,34.660,0.503,g
2459666.33914,2022-03-27.8363416,bm,2.16,15.640,12.556,0.016,34.488,0.502,g
2459666.34039,2022-03-27.8375891,bm,2.14,15.664,12.572,0.016,33.975,0.478,g
2459666.34170,2022-03-27.8388944,bm,2.16,15.661,12.551,0.015,34.628,0.480,g
2459666.78653,2022-03-28.2837237,bj,2.02,15.933,12.512,0.010,35.933,0.339,g
