HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2455881.86453,2011-11-16.3613010,bb,1.91,99.990,99.990,99.990,99.990,99.990,V
2455881.86611,2011-11-16.3628855,bb,1.94,99.990,99.990,99.990,99.990,99.990,V
2455882.89648,2011-11-17.3932711,bb,2.04,99.990,99.990,99.990,99.990,99.990,V
2455949.73043,2012-01-23.2299995,bb,2.21,16.423,14.865,0.052,4.342,0.208,V
2455953.74351,2012-01-27.2433149,bb,2.46,99.990,99.990,99.990,99.990,99.990,V
2455953.74536,2012-01-27.2451656,bb,2.48,99.990,99.990,99.990,99.990,99.990,V
2455957.75225,2012-01-31.2522894,bb,2.07,16.431,14.892,0.053,4.237,0.206,V
2457008.75394,2014-12-17.2511995,bc,1.59,16.480,14.874,0.050,4.308,0.197,V
2457008.75534,2014-12-17.2525995,bc,1.51,16.602,15.031,0.052,3.727,0.177,V
2457008.77812,2014-12-17.2753831,bd,1.65,16.306,14.968,0.064,3.952,0.231,V
2457008.77954,2014-12-17.2768143,bd,1.73,16.353,14.923,0.059,4.120,0.222,V
2457009.74869,2014-12-18.2459915,bc,1.54,16.267,15.067,0.073,3.608,0.240,V
2457009.75027,2014-12-18.2475783,bc,1.50,16.452,15.009,0.058,3.805,0.202,V
2457009.77463,2014-12-18.2719386,bd,1.48,16.438,14.925,0.054,4.111,0.205,V
2457009.77605,2014-12-18.2733565,bd,1.49,16.482,15.008,0.056,3.808,0.197,V
2457010.74698,2014-12-19.2443283,bc,1.63,15.361,>15.361,99.990,1.728,0.550,V
2457010.74857,2014-12-19.2459201,bc,1.62,15.546,15.080,0.143,3.565,0.465,V
2457010.77453,2014-12-19.2718800,bd,1.76,99.990,99.990,99.990,99.990,99.990,V
2457010.77604,2014-12-19.2734005,bd,1.76,99.990,99.990,99.990,99.990,99.990,V
2457011.74671,2014-12-20.2441009,bc,1.48,16.487,15.073,0.060,3.588,0.196,V
2457011.74824,2014-12-20.2456302,bc,1.54,16.485,14.962,0.054,3.972,0.196,V
