HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457007.86352,2014-12-16.3581373,ba,1.72,16.383,13.981,0.024,9.803,0.218,V
2457007.86498,2014-12-16.3595974,ba,1.65,16.441,14.004,0.023,9.598,0.207,V
2457008.87164,2014-12-17.3662841,ba,2.07,16.480,14.042,0.023,9.267,0.200,V
2457008.87326,2014-12-17.3679086,ba,2.05,16.425,13.990,0.023,9.727,0.208,V
2457010.87184,2014-12-19.3665481,ba,1.77,16.403,14.004,0.024,9.599,0.212,V
2457010.87322,2014-12-19.3679324,ba,1.78,16.516,13.970,0.021,9.912,0.191,V
2457011.86856,2014-12-20.3633090,ba,1.68,16.374,13.961,0.024,9.988,0.220,V
2457011.86996,2014-12-20.3647047,ba,1.68,16.463,13.939,0.021,10.194,0.203,V
2457021.84262,2014-12-30.3377964,ba,1.63,16.210,13.936,0.027,10.230,0.253,V
2457021.84403,2014-12-30.3392006,ba,1.60,16.230,13.979,0.027,9.823,0.249,V
2457037.81839,2015-01-15.3145216,ba,1.72,16.424,13.956,0.022,10.030,0.209,V
2457037.81980,2015-01-15.3159349,ba,1.73,16.467,13.931,0.021,10.265,0.201,V
2457038.83017,2015-01-16.3263745,ba,1.66,16.404,13.962,0.023,9.987,0.214,V
2457038.83156,2015-01-16.3277648,ba,1.66,16.436,13.966,0.022,9.944,0.208,V
2457043.80601,2015-01-21.3025821,ba,2.00,16.449,13.998,0.023,9.652,0.206,V
2457043.80742,2015-01-21.3039865,ba,2.02,16.370,13.958,0.024,10.020,0.219,V
2457046.80371,2015-01-24.3005112,ba,1.71,16.405,13.981,0.023,9.809,0.213,V
2457046.80513,2015-01-24.3019293,ba,1.68,16.363,13.988,0.025,9.738,0.220,V
2457053.77879,2015-01-31.2761494,ba,1.71,15.725,14.042,0.046,9.272,0.396,V
2457053.78018,2015-01-31.2775439,ba,1.70,15.921,13.941,0.035,10.174,0.332,V
2457061.77888,2015-02-08.2769376,ba,1.68,16.371,13.987,0.024,9.749,0.220,V
2457061.78029,2015-02-08.2783401,ba,1.63,16.381,13.986,0.024,9.764,0.218,V
2457062.80103,2015-02-09.2991721,ba,2.30,16.278,13.996,0.027,9.674,0.238,V
2457062.80262,2015-02-09.3007659,ba,2.10,16.363,13.936,0.023,10.227,0.222,V
2457069.76196,2015-02-16.2607310,ba,1.73,16.377,13.969,0.024,9.915,0.219,V
2457069.76337,2015-02-16.2621370,ba,1.70,16.350,13.931,0.024,10.274,0.225,V
2457084.72576,2015-03-03.2259133,ba,1.74,15.132,14.122,0.087,8.610,0.681,V
