HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457084.16181,2015-03-02.6654818,ba,2.12,15.258,14.106,0.076,8.738,0.608,V
2457084.16325,2015-03-02.6669212,ba,2.16,15.010,13.997,0.086,9.668,0.762,V
2457085.15931,2015-03-03.6629493,ba,2.06,99.990,99.990,99.990,99.990,99.990,V
2457085.16072,2015-03-03.6643605,ba,2.07,14.433,14.187,0.175,8.108,1.296,V
2457104.13025,2015-03-22.6334052,ba,1.68,16.396,14.101,0.027,8.786,0.218,V
2457106.13248,2015-03-24.6355210,ba,1.65,16.335,13.914,0.025,10.424,0.230,V
2457106.13406,2015-03-24.6370952,ba,1.63,16.320,13.969,0.025,9.919,0.230,V
2457111.12555,2015-03-29.6282799,ba,1.68,16.329,14.022,0.026,9.443,0.229,V
2457111.12717,2015-03-29.6299071,ba,1.67,16.364,14.055,0.026,9.158,0.222,V
2457112.12252,2015-03-30.6251871,ba,1.63,16.386,14.228,0.030,7.811,0.216,V
2457112.12412,2015-03-30.6267815,ba,1.63,16.391,14.278,0.031,7.466,0.215,V
2457115.10411,2015-04-02.6065678,ba,2.09,15.775,14.020,0.044,9.462,0.380,V
2457115.10566,2015-04-02.6081201,ba,2.10,15.826,14.064,0.043,9.090,0.362,V
2457119.08655,2015-04-06.5887557,ba,2.02,15.721,13.979,0.044,9.822,0.398,V
2457119.08814,2015-04-06.5903368,ba,2.06,15.081,13.971,0.079,9.897,0.714,V
2457133.09712,2015-04-20.5983002,ba,1.65,16.435,14.200,0.028,8.016,0.207,V
2457136.05192,2015-04-23.5528729,ba,1.66,16.354,14.028,0.026,9.388,0.224,V
2457136.05344,2015-04-23.5543944,ba,1.67,16.363,14.025,0.026,9.421,0.224,V
2457138.08294,2015-04-25.5837310,ba,1.65,16.352,13.931,0.025,10.270,0.228,V
2457138.08452,2015-04-25.5853108,ba,1.62,16.436,13.932,0.023,10.264,0.211,V
2457150.07795,2015-05-07.5777916,ba,1.67,15.832,13.864,0.036,10.922,0.362,V
2457150.07951,2015-05-07.5793560,ba,1.66,16.065,13.863,0.029,10.931,0.292,V
2457156.02653,2015-05-13.5259023,ba,2.10,16.433,14.126,0.026,8.576,0.208,V
2457156.02807,2015-05-13.5274445,ba,2.11,16.274,14.095,0.030,8.830,0.241,V
2457163.04493,2015-05-20.5437633,ba,1.64,16.366,14.050,0.026,9.206,0.221,V
2457163.04644,2015-05-20.5452762,ba,1.76,16.287,14.043,0.028,9.266,0.238,V
2457171.94410,2015-05-29.4422756,ba,1.64,16.035,13.951,0.032,10.081,0.299,V
2457171.94571,2015-05-29.4438802,ba,1.77,15.952,13.950,0.035,10.092,0.324,V
2457171.94732,2015-05-29.4454931,ba,1.73,15.940,13.966,0.036,9.945,0.327,V
2457171.94887,2015-05-29.4470469,ba,1.72,15.921,13.890,0.034,10.665,0.332,V
2457171.95050,2015-05-29.4486715,ba,1.69,16.039,13.987,0.033,9.755,0.299,V
2457171.95210,2015-05-29.4502798,ba,1.74,16.007,14.011,0.035,9.538,0.306,V
2457171.96215,2015-05-29.4603229,ba,1.69,16.019,13.922,0.032,10.351,0.305,V
2457171.96379,2015-05-29.4619584,ba,1.69,16.118,14.025,0.032,9.424,0.278,V
2457172.05189,2015-05-29.5500542,ba,1.69,16.317,13.968,0.025,9.925,0.232,V
2457172.05341,2015-05-29.5515722,ba,1.72,16.316,13.949,0.025,10.099,0.233,V
2457172.07464,2015-05-29.5728010,ba,1.70,16.302,13.924,0.024,10.335,0.235,V
2457172.07620,2015-05-29.5743674,ba,1.67,16.471,13.972,0.023,9.893,0.203,V
2457172.07780,2015-05-29.5759629,ba,1.74,16.327,13.942,0.024,10.166,0.229,V
2457172.07939,2015-05-29.5775577,ba,1.66,16.444,13.979,0.024,9.825,0.208,V
2457172.93991,2015-05-30.4380151,ba,1.71,15.929,14.006,0.037,9.579,0.328,V
2457172.94150,2015-05-30.4396034,ba,1.75,16.080,13.992,0.032,9.703,0.287,V
2457179.04558,2015-06-05.543275,ba,1.66,15.866,13.982,0.039,9.796,0.349,V
2457181.01042,2015-06-07.5079667,ba,1.98,16.040,13.920,0.031,10.372,0.299,V
2457181.01201,2015-06-07.5095538,ba,1.70,16.055,13.892,0.031,10.638,0.296,V
2457184.07824,2015-06-10.5755870,ba,2.02,16.356,14.043,0.027,9.262,0.225,V
2457184.07984,2015-06-10.5771898,ba,1.99,16.357,14.071,0.027,9.028,0.223,V
2457185.97912,2015-06-12.4763486,ba,2.13,16.429,14.275,0.030,7.479,0.209,V
2457185.98058,2015-06-12.4778113,ba,2.15,16.463,14.296,0.030,7.334,0.202,V
2457190.04751,2015-06-16.5444931,ba,1.99,16.268,13.897,0.026,10.597,0.244,V
2457190.04905,2015-06-16.5460366,ba,1.99,16.356,13.883,0.023,10.737,0.225,V
2457192.98466,2015-06-19.4814520,ba,1.68,16.388,14.002,0.024,9.626,0.217,V
2457192.98618,2015-06-19.4829739,ba,1.69,16.379,13.958,0.024,10.022,0.221,V
2457196.88405,2015-06-23.3806325,ba,1.74,16.476,14.341,0.032,7.038,0.201,V
2457196.98222,2015-06-23.4787984,ba,1.80,16.487,14.261,0.028,7.580,0.198,V
2457196.98376,2015-06-23.4803408,ba,1.73,16.453,14.218,0.029,7.885,0.205,V
2457201.86123,2015-06-28.3575748,ba,1.71,15.963,13.922,0.033,10.355,0.321,V
2457201.86274,2015-06-28.3590817,ba,1.65,15.961,13.847,0.032,11.101,0.323,V
2457201.98337,2015-06-28.4797115,ba,1.70,16.192,13.924,0.027,10.334,0.261,V
2457201.98494,2015-06-28.4812762,ba,1.65,16.187,13.925,0.028,10.324,0.264,V
2457202.08509,2015-06-28.5814185,ba,1.69,16.398,13.889,0.023,10.678,0.218,V
2457202.08659,2015-06-28.5829270,ba,1.62,16.477,13.934,0.022,10.241,0.203,V
2457203.09141,2015-06-29.5876962,ba,1.63,16.418,13.940,0.023,10.182,0.214,V
2457203.09288,2015-06-29.5891723,ba,1.68,16.370,13.940,0.024,10.184,0.222,V
2457203.84757,2015-06-30.3437959,ba,1.74,15.851,14.011,0.040,9.538,0.355,V
2457203.84911,2015-06-30.3453298,ba,1.69,15.531,13.947,0.051,10.116,0.474,V
2457210.02705,2015-07-06.5230125,ba,1.62,16.063,13.969,0.032,9.918,0.293,V
2457210.02866,2015-07-06.5246143,ba,1.76,16.085,13.970,0.031,9.906,0.287,V
2457210.89101,2015-07-07.3869347,ba,1.67,16.298,13.872,0.024,10.843,0.239,V
2457210.89254,2015-07-07.3884625,ba,1.68,16.324,13.951,0.025,10.080,0.231,V
2457215.94479,2015-07-12.4405375,ba,2.03,16.453,14.106,0.026,8.736,0.206,V
2457215.94635,2015-07-12.4420980,ba,2.03,16.431,14.083,0.026,8.923,0.211,V
2457222.92084,2015-07-19.4163839,ba,1.64,16.428,13.896,0.022,10.604,0.212,V
2457222.92235,2015-07-19.4178912,ba,1.66,16.325,13.927,0.024,10.301,0.231,V
2457227.91148,2015-07-24.4069210,ba,1.64,16.438,14.285,0.030,7.412,0.207,V
2457227.91288,2015-07-24.4083260,ba,1.65,16.428,14.266,0.030,7.539,0.208,V
2457233.04312,2015-07-29.5384885,ba,1.76,15.144,13.990,0.076,9.725,0.676,V
2457233.04454,2015-07-29.5399070,ba,1.68,14.446,14.067,0.155,9.059,1.281,V
2457236.01861,2015-08-01.5139449,ba,1.65,15.599,14.009,0.051,9.557,0.444,V
2457236.02009,2015-08-01.5154332,ba,1.74,15.600,14.012,0.051,9.527,0.444,V
2457237.80034,2015-08-03.2956677,ba,1.64,16.282,14.188,0.032,8.108,0.239,V
2457237.80175,2015-08-03.2970818,ba,1.62,16.282,14.175,0.032,8.208,0.240,V
2457241.86103,2015-08-07.3563452,ba,2.01,16.385,13.999,0.025,9.651,0.219,V
2457241.86253,2015-08-07.3578444,ba,2.01,16.385,13.949,0.024,10.106,0.221,V
2457242.75158,2015-08-08.2468974,ba,2.03,16.020,13.982,0.034,9.795,0.303,V
2457242.75300,2015-08-08.2483158,ba,2.03,16.186,13.985,0.029,9.768,0.261,V
2457244.00609,2015-08-09.5014173,ba,1.71,16.325,13.901,0.024,10.554,0.233,V
