HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457458.68044,2016-03-11.1781594,bf,1.50,15.886,13.132,0.018,21.436,0.368,V
2457458.68172,2016-03-11.1794439,bf,1.52,15.852,13.150,0.019,21.091,0.376,V
2457460.64372,2016-03-13.1413649,bf,1.50,15.862,13.101,0.018,22.052,0.371,V
2457460.64501,2016-03-13.1426510,bf,1.63,15.939,13.147,0.018,21.136,0.340,V
2457460.64629,2016-03-13.1439266,bf,1.55,15.919,13.127,0.018,21.536,0.350,V
2457460.64760,2016-03-13.1452422,be,1.57,15.825,13.091,0.018,22.266,0.369,V
2457460.64889,2016-03-13.1465304,be,1.56,15.821,13.084,0.019,22.388,0.371,V
2457460.65018,2016-03-13.1478166,be,1.49,15.855,13.088,0.018,22.310,0.361,V
2457462.72526,2016-03-15.2228167,be,1.58,15.751,13.104,0.019,22.000,0.391,V
2457462.72654,2016-03-15.2241040,be,1.58,15.741,13.100,0.020,22.068,0.405,V
2457462.72783,2016-03-15.2253903,be,1.58,15.776,13.104,0.020,21.983,0.395,V
2457462.78984,2016-03-15.2874013,bf,1.53,15.715,13.153,0.022,21.030,0.420,V
2457462.79112,2016-03-15.2886754,bf,1.54,15.740,13.201,0.022,20.118,0.406,V
2457462.79240,2016-03-15.2899582,bf,1.49,15.800,13.150,0.020,21.076,0.385,V
2457464.71994,2016-03-17.2174300,be,1.55,15.668,13.103,0.021,22.007,0.424,V
2457464.72123,2016-03-17.2187190,be,1.65,15.721,13.106,0.020,21.964,0.404,V
2457464.72252,2016-03-17.2200097,be,1.63,15.582,13.090,0.022,22.278,0.454,V
2457465.76498,2016-03-18.2624230,bf,1.66,15.765,13.099,0.021,22.106,0.412,V
2457465.76626,2016-03-18.2637113,bf,1.67,15.723,13.120,0.021,21.672,0.417,V
2457465.76755,2016-03-18.265,bf,1.59,15.755,13.118,0.020,21.717,0.412,V
2457467.53460,2016-03-20.0319908,be,1.62,15.628,13.129,0.022,21.501,0.440,V
2457467.53589,2016-03-20.0332785,be,1.64,15.557,13.077,0.022,22.536,0.468,V
2457467.53718,2016-03-20.0345668,be,1.59,15.561,13.094,0.023,22.204,0.464,V
2457468.69851,2016-03-21.1958553,bf,1.60,15.541,13.156,0.025,20.965,0.482,V
2457468.69980,2016-03-21.1971465,bf,1.72,15.546,13.098,0.024,22.108,0.484,V
2457468.70109,2016-03-21.1984343,bf,1.51,15.619,13.094,0.022,22.191,0.454,V
2457473.70618,2016-03-26.2033723,be,1.57,15.684,13.101,0.021,22.071,0.419,V
2457476.82523,2016-03-29.3223373,be,1.53,15.629,13.075,0.021,22.588,0.440,V
2457476.82653,2016-03-29.3236349,be,1.57,15.669,13.115,0.022,21.787,0.426,V
2457476.82782,2016-03-29.3249283,be,1.65,15.664,13.090,0.020,22.292,0.425,V
2457476.87663,2016-03-29.3737318,bf,1.57,15.601,13.132,0.024,21.427,0.462,V
2457476.87792,2016-03-29.3750188,bf,1.58,15.611,13.144,0.024,21.188,0.458,V
2457476.87920,2016-03-29.3763087,bf,1.62,15.645,13.151,0.023,21.068,0.442,V
2457477.61789,2016-03-30.1149787,be,1.68,15.822,13.084,0.018,22.407,0.370,V
2457477.61923,2016-03-30.1163082,be,1.73,15.801,13.104,0.019,21.982,0.378,V
2457478.79162,2016-03-31.2886719,bf,1.61,15.689,13.204,0.024,20.056,0.441,V
2457478.79291,2016-03-31.2899679,bf,1.66,15.680,13.192,0.024,20.283,0.441,V
2457478.79420,2016-03-31.2912578,bf,1.55,15.653,13.211,0.025,19.922,0.456,V
2457479.65185,2016-04-01.1488796,be,1.72,15.857,13.059,0.017,22.924,0.359,V
2457479.65313,2016-04-01.1501678,be,1.71,15.840,13.101,0.018,22.064,0.363,V
2457479.65442,2016-04-01.1514523,be,1.62,15.766,13.111,0.019,21.851,0.388,V
2457480.85584,2016-04-02.3528501,bf,1.51,15.967,13.627,0.026,13.587,0.325,V
2457480.85712,2016-04-02.3541228,bf,1.46,15.866,13.693,0.031,12.785,0.354,V
2457480.85841,2016-04-02.3554141,bf,1.60,15.869,13.659,0.030,13.191,0.354,V
2457481.79714,2016-04-03.2941292,bf,1.58,15.768,13.110,0.020,21.857,0.400,V
2457481.79843,2016-04-03.2954164,bf,1.56,15.829,13.127,0.019,21.529,0.382,V
2457481.79972,2016-04-03.2967043,bf,1.48,15.790,13.110,0.020,21.869,0.396,V
2457485.68929,2016-04-07.1861925,bf,1.64,15.904,13.135,0.019,21.385,0.368,V
2457485.69061,2016-04-07.1875142,bf,1.57,15.869,13.142,0.019,21.237,0.365,V
2457485.69200,2016-04-07.1889004,bf,1.54,15.829,13.129,0.019,21.499,0.379,V
2457486.77532,2016-04-08.2722104,be,1.56,15.887,13.122,0.018,21.624,0.353,V
2457486.77662,2016-04-08.2735090,be,1.41,15.794,13.103,0.019,22.002,0.380,V
2457486.77791,2016-04-08.2747968,be,1.45,15.794,13.112,0.019,21.842,0.379,V
2457522.68441,2016-05-14.1812664,bf,1.52,15.256,13.111,0.033,21.864,0.661,V
2457522.68571,2016-05-14.1825667,bf,1.54,15.659,13.128,0.023,21.504,0.451,V
2457522.68702,2016-05-14.1838789,bf,1.45,15.676,13.098,0.021,22.105,0.440,V
2457522.71809,2016-05-14.2149520,be,1.62,15.700,13.089,0.021,22.300,0.419,V
2457522.71947,2016-05-14.2163339,be,1.61,15.875,13.081,0.018,22.477,0.354,V
2457522.72078,2016-05-14.2176438,be,1.58,15.788,13.090,0.019,22.286,0.392,V
2457526.69902,2016-05-18.1959482,bf,1.53,14.235,13.384,0.101,17.001,1.561,V
2457526.70037,2016-05-18.1972987,bf,1.70,13.728,13.504,0.178,15.211,2.479,V
2457529.64420,2016-05-21.1411945,bf,1.63,15.481,13.155,0.027,21.000,0.507,V
2457529.64550,2016-05-21.1424957,bf,1.62,15.251,13.083,0.031,22.424,0.622,V
2457529.64681,2016-05-21.1437983,bf,1.77,15.400,13.126,0.028,21.556,0.544,V
2457534.62662,2016-05-26.1237293,bf,1.57,15.803,13.136,0.020,21.350,0.388,V
2457534.62792,2016-05-26.1250296,bf,1.50,15.590,13.118,0.023,21.702,0.462,V
2457534.62921,2016-05-26.1263277,bf,1.52,15.683,13.115,0.022,21.767,0.427,V
2457550.49255,2016-06-10.9901806,bf,2.36,15.834,13.118,0.021,21.707,0.418,V
2457550.49384,2016-06-10.9914723,bf,2.44,15.774,13.103,0.022,22.015,0.441,V
2457550.49525,2016-06-10.9928834,bf,2.45,15.777,13.133,0.022,21.419,0.436,V
2457550.54215,2016-06-11.0397822,be,2.15,15.706,13.076,0.019,22.582,0.408,V
2457550.54344,2016-06-11.0410706,be,2.18,15.748,13.093,0.020,22.228,0.397,V
2457554.48003,2016-06-14.9778210,be,1.46,15.068,13.069,0.035,22.727,0.729,V
2457554.48133,2016-06-14.9791155,be,1.43,15.125,13.069,0.033,22.710,0.694,V
2457554.48262,2016-06-14.9804115,be,1.46,14.764,13.247,0.056,19.290,0.987,V
2457555.47207,2016-06-15.9699025,be,1.47,15.674,13.079,0.021,22.516,0.425,V
2457555.47336,2016-06-15.9711908,be,1.52,15.663,13.087,0.021,22.326,0.428,V
2457555.47464,2016-06-15.9724663,be,1.56,15.660,13.075,0.021,22.579,0.428,V
2457555.49558,2016-06-15.9934097,bf,1.52,15.584,13.117,0.024,21.733,0.464,V
2457555.49687,2016-06-15.9946995,bf,1.54,15.656,13.151,0.023,21.062,0.446,V
2457555.49816,2016-06-15.9959902,bf,1.53,15.453,13.158,0.027,20.933,0.528,V
2457559.59187,2016-06-20.0898817,be,2.19,15.299,13.108,0.030,21.927,0.593,V
2457559.59317,2016-06-20.0911694,be,2.17,15.289,13.078,0.029,22.529,0.597,V
2457559.59444,2016-06-20.0924468,be,2.17,15.249,13.107,0.031,21.923,0.617,V
2457560.46493,2016-06-20.9629730,be,1.55,15.595,13.099,0.023,22.090,0.457,V
2457560.46622,2016-06-20.9642572,be,1.66,15.690,13.112,0.021,21.828,0.426,V
2457560.46751,2016-06-20.9655508,be,1.46,15.601,13.107,0.023,21.945,0.452,V
2457560.65319,2016-06-21.1512403,bf,1.60,15.314,13.122,0.030,21.634,0.585,V
2457560.65448,2016-06-21.1525261,bf,1.60,15.472,13.086,0.025,22.367,0.513,V
2457560.65576,2016-06-21.1538156,bf,1.48,15.391,13.107,0.028,21.925,0.551,V
2457561.53557,2016-06-22.0336645,bf,1.53,15.792,13.076,0.019,22.584,0.400,V
2457561.53686,2016-06-22.0349542,bf,1.51,15.610,13.109,0.023,21.896,0.466,V
2457561.53815,2016-06-22.0362451,bf,1.63,15.580,13.114,0.024,21.808,0.471,V
2457567.59683,2016-06-28.0952100,be,1.58,15.872,13.097,0.018,22.129,0.358,V
2457567.59813,2016-06-28.0965012,be,1.47,15.782,13.086,0.018,22.349,0.383,V
2457567.59947,2016-06-28.0978480,be,1.54,15.818,13.086,0.019,22.342,0.376,V
2457567.63079,2016-06-28.1291613,bf,1.57,15.750,13.111,0.020,21.836,0.405,V
2457567.63207,2016-06-28.1304498,bf,1.62,15.892,13.103,0.018,22.005,0.361,V
2457567.63336,2016-06-28.1317353,bf,1.67,15.698,13.087,0.021,22.340,0.426,V
2457568.58748,2016-06-29.0859026,bf,2.05,15.847,13.107,0.020,21.943,0.394,V
2457569.59719,2016-06-30.0956627,bf,1.64,15.706,13.149,0.023,21.102,0.432,V
2457569.59957,2016-06-30.0980390,bf,1.64,15.611,13.119,0.023,21.702,0.466,V
2457569.60084,2016-06-30.0993131,bf,1.66,15.612,13.152,0.024,21.044,0.464,V
2457573.59412,2016-07-04.0927881,bf,1.48,15.829,13.135,0.019,21.358,0.373,V
2457573.59540,2016-07-04.0940741,bf,1.54,15.785,13.133,0.020,21.431,0.392,V
2457573.59669,2016-07-04.0953623,bf,1.62,15.821,13.133,0.019,21.428,0.379,V
2457575.57266,2016-07-06.0714306,be,1.73,15.786,13.107,0.019,21.935,0.381,V
2457575.57394,2016-07-06.0727164,be,1.70,15.843,13.107,0.018,21.927,0.363,V
2457575.57523,2016-07-06.0740025,be,1.69,15.821,13.081,0.018,22.457,0.369,V
2457576.51489,2016-07-07.0137067,bf,1.63,15.819,13.114,0.020,21.806,0.399,V
2457576.51617,2016-07-07.0149921,bf,1.66,15.688,13.099,0.021,22.103,0.424,V
2457576.51749,2016-07-07.0163050,bf,1.49,14.491,13.261,0.073,19.022,1.255,V
2457586.52106,2016-07-17.0204138,bf,1.99,99.990,99.990,99.990,99.990,99.990,V
2457586.52235,2016-07-17.0216964,bf,2.11,99.990,99.990,99.990,99.990,99.990,V
2457586.52363,2016-07-17.0229832,bf,2.11,99.990,99.990,99.990,99.990,99.990,V
2457587.54583,2016-07-18.0452307,be,1.61,15.457,13.116,0.025,21.764,0.510,V
2457587.54712,2016-07-18.0465206,be,1.64,15.582,13.119,0.024,21.677,0.461,V
2457587.54839,2016-07-18.0477924,be,1.65,15.529,13.054,0.023,23.035,0.484,V
2457587.54972,2016-07-18.0491221,bf,1.63,15.460,13.166,0.027,20.776,0.518,V
2457590.56140,2016-07-21.0609723,bf,1.64,15.117,13.153,0.037,21.021,0.702,V
2457590.56269,2016-07-21.0622621,bf,1.61,15.092,13.164,0.038,20.812,0.715,V
2457590.56398,2016-07-21.06355,bf,1.70,15.358,13.139,0.029,21.290,0.565,V
2457591.55680,2016-07-22.0564253,bf,1.57,15.554,13.093,0.024,22.207,0.479,V
2457591.55813,2016-07-22.0577563,bf,1.58,15.546,13.125,0.025,21.572,0.478,V
2457591.55939,2016-07-22.0590115,bf,1.65,15.556,13.126,0.024,21.545,0.474,V
2457593.51535,2016-07-24.0150810,be,1.58,15.880,13.087,0.018,22.336,0.352,V
2457593.51665,2016-07-24.0163878,be,1.61,15.799,13.061,0.019,22.892,0.380,V
2457593.51794,2016-07-24.017675,be,1.58,15.833,13.082,0.018,22.429,0.366,V
2457595.55432,2016-07-26.0541644,bf,1.49,15.857,13.156,0.019,20.955,0.360,V
2457595.55561,2016-07-26.0554515,bf,1.61,15.814,13.111,0.019,21.845,0.375,V
2457595.55691,2016-07-26.0567564,bf,1.53,15.779,13.125,0.020,21.579,0.396,V
2457596.48387,2016-07-26.9837641,be,2.26,15.199,13.117,0.033,21.741,0.654,V
2457596.48515,2016-07-26.9850449,be,2.24,15.417,13.109,0.027,21.902,0.535,V
2457596.48642,2016-07-26.9863204,be,2.26,15.378,13.064,0.027,22.826,0.556,V
2457598.49891,2016-07-28.9989196,be,1.72,15.346,13.244,0.032,19.328,0.566,V
2457598.50021,2016-07-29.0002149,be,1.61,15.268,13.257,0.034,19.117,0.607,V
2457598.50150,2016-07-29.0015053,be,1.72,15.214,13.254,0.037,19.156,0.645,V
2457602.46313,2016-08-01.9633591,be,2.28,15.612,13.102,0.023,22.037,0.448,V
2457602.46443,2016-08-01.9646564,be,2.25,15.604,13.097,0.023,22.125,0.451,V
2457602.46572,2016-08-01.9659410,be,2.22,15.550,13.099,0.023,22.087,0.470,V
2457603.46734,2016-08-02.9676179,bf,2.11,15.834,13.100,0.019,22.065,0.377,V
2457603.46862,2016-08-02.9689030,bf,2.16,15.753,13.087,0.020,22.345,0.404,V
2457603.46991,2016-08-02.9701893,bf,2.14,15.829,13.102,0.019,22.039,0.383,V
2457604.47958,2016-08-03.9799135,be,2.07,15.830,13.065,0.018,22.804,0.373,V
2457604.48087,2016-08-03.9812040,be,2.05,15.837,13.080,0.018,22.484,0.372,V
2457604.48215,2016-08-03.9824894,be,2.04,15.752,13.078,0.020,22.540,0.395,V
2457605.50741,2016-08-05.0078026,bf,1.61,15.768,13.105,0.020,21.969,0.394,V
2457605.50870,2016-08-05.0090910,bf,1.70,15.879,13.092,0.018,22.238,0.360,V
2457605.51000,2016-08-05.0103905,bf,1.70,15.819,13.093,0.019,22.221,0.378,V
2457608.49280,2016-08-07.9933556,bf,2.49,15.640,13.106,0.023,21.943,0.459,V
2457608.49409,2016-08-07.9946452,bf,2.47,15.831,13.091,0.020,22.256,0.395,V
2457611.49317,2016-08-10.9938895,bf,2.26,99.990,99.990,99.990,99.990,99.990,V
2457611.49450,2016-08-10.9952182,bf,2.11,99.990,99.990,99.990,99.990,99.990,V
2457611.49577,2016-08-10.9964910,bf,1.75,99.990,99.990,99.990,99.990,99.990,V
2457614.49008,2016-08-13.9909571,bf,2.11,15.558,13.106,0.024,21.951,0.478,V
2457614.49138,2016-08-13.9922546,bf,2.23,15.579,13.097,0.023,22.143,0.463,V
2457614.49266,2016-08-13.9935393,bf,2.13,15.576,13.094,0.023,22.196,0.466,V
2457617.47545,2016-08-16.9764869,bf,2.02,15.507,13.192,0.027,20.291,0.491,V
2457617.47675,2016-08-16.9777837,bf,2.05,15.488,13.070,0.025,22.696,0.501,V
2457617.47803,2016-08-16.9790724,bf,2.06,15.489,13.099,0.025,22.106,0.504,V
2457620.46459,2016-08-19.9657795,bf,1.61,15.531,13.133,0.025,21.431,0.484,V
2457620.46589,2016-08-19.9670782,bf,1.55,15.414,13.086,0.027,22.362,0.537,V
2457620.46717,2016-08-19.9683645,bf,1.55,15.544,13.102,0.024,22.021,0.479,V
2457622.46910,2016-08-21.9703960,bf,2.44,15.440,13.060,0.026,22.902,0.554,V
2457622.47039,2016-08-21.9716861,bf,2.36,15.590,13.106,0.023,21.949,0.471,V
2457622.47167,2016-08-21.9729680,bf,2.33,15.586,13.094,0.024,22.194,0.479,V
2457706.85693,2016-11-14.3600333,be,2.09,15.118,13.083,0.034,22.423,0.695,V
2457706.85821,2016-11-14.3613090,be,2.05,15.075,13.085,0.035,22.373,0.725,V
2457706.85950,2016-11-14.3626026,be,2.06,15.157,13.070,0.032,22.690,0.670,V
2457709.85496,2016-11-17.3580043,be,1.56,15.410,13.170,0.028,20.689,0.533,V
2457709.85626,2016-11-17.3593041,be,1.48,15.362,13.137,0.028,21.331,0.558,V
2457709.85755,2016-11-17.3605996,be,1.65,15.253,13.139,0.031,21.287,0.617,V
2457711.85234,2016-11-19.3553432,be,1.67,15.252,13.073,0.029,22.618,0.619,V
2457711.85363,2016-11-19.3566380,be,1.69,15.167,13.055,0.032,23.007,0.669,V
2457711.85491,2016-11-19.3579194,be,1.54,14.799,13.239,0.053,19.408,0.938,V
2457713.84587,2016-11-21.3488359,be,1.58,15.712,13.119,0.021,21.685,0.412,V
2457713.84716,2016-11-21.3501256,be,1.58,15.690,13.109,0.020,21.893,0.416,V
2457713.84847,2016-11-21.3514328,be,1.62,15.713,13.129,0.021,21.504,0.414,V
2457718.83736,2016-11-26.3401950,be,1.60,15.704,13.084,0.021,22.413,0.412,V
2457718.83865,2016-11-26.3414848,be,1.57,15.776,13.116,0.020,21.747,0.389,V
2457718.83993,2016-11-26.3427664,be,1.66,15.742,13.120,0.020,21.672,0.394,V
2457721.83552,2016-11-29.3382675,be,1.56,15.788,13.101,0.019,22.056,0.384,V
2457721.83680,2016-11-29.3395555,be,1.60,15.775,13.112,0.019,21.835,0.384,V
2457721.83809,2016-11-29.3408423,be,1.71,15.688,13.104,0.020,21.993,0.416,V
2457721.85552,2016-11-29.3582733,bf,1.68,15.337,13.143,0.030,21.228,0.576,V
2457722.85226,2016-11-30.3549855,bf,1.69,15.667,13.607,0.034,13.844,0.424,V
2457722.85358,2016-11-30.3562982,bf,1.63,15.628,13.626,0.036,13.609,0.442,V
2457722.85488,2016-11-30.3576001,bf,1.54,15.523,13.538,0.036,14.748,0.485,V
2457723.82509,2016-12-01.3277783,be,1.80,15.739,13.084,0.019,22.408,0.397,V
2457723.82638,2016-12-01.3290716,be,1.62,15.692,13.085,0.020,22.383,0.415,V
2457723.82768,2016-12-01.3303703,be,1.82,15.807,13.106,0.019,21.949,0.376,V
2457727.81368,2016-12-05.3162375,be,1.84,15.697,13.081,0.020,22.475,0.413,V
2457727.81497,2016-12-05.3175225,be,1.66,15.770,13.069,0.018,22.714,0.388,V
2457727.81625,2016-12-05.3188111,be,1.68,15.756,13.102,0.019,22.021,0.391,V
2457727.86014,2016-12-05.3626944,bf,1.73,14.902,13.063,0.041,22.849,0.851,V
2457727.86143,2016-12-05.3639872,bf,1.80,14.805,13.130,0.047,21.471,0.926,V
2457729.86009,2016-12-07.3625736,bf,1.61,14.947,13.102,0.041,22.028,0.818,V
2457729.86138,2016-12-07.3638625,bf,1.58,14.915,13.108,0.043,21.917,0.842,V
2457730.82950,2016-12-08.3319468,be,2.21,15.643,13.088,0.022,22.320,0.439,V
2457730.83079,2016-12-08.3332384,be,2.22,15.507,13.097,0.025,22.150,0.492,V
2457730.83208,2016-12-08.3345324,be,2.28,15.726,13.131,0.021,21.457,0.410,V
2457730.84521,2016-12-08.3476629,bf,1.73,15.634,13.121,0.023,21.660,0.445,V
2457730.84649,2016-12-08.3489358,bf,1.74,15.682,13.122,0.022,21.619,0.428,V
2457730.84778,2016-12-08.3502247,bf,1.70,15.651,13.130,0.022,21.489,0.439,V
2457732.83865,2016-12-10.3410233,bf,1.62,15.767,13.110,0.020,21.877,0.397,V
2457732.83994,2016-12-10.3423109,bf,1.56,15.787,13.091,0.019,22.251,0.386,V
2457732.84123,2016-12-10.3436017,bf,1.66,15.754,13.114,0.020,21.794,0.398,V
2457735.86089,2016-12-13.3631454,bf,1.73,15.079,13.646,0.059,13.361,0.717,V
2457735.86218,2016-12-13.3644364,bf,1.53,14.961,13.508,0.059,15.154,0.802,V
2457737.82708,2016-12-15.3292508,bf,1.55,15.455,13.070,0.025,22.692,0.519,V
2457738.78597,2016-12-16.2880966,be,1.65,15.523,13.091,0.024,22.249,0.488,V
2457738.82316,2016-12-16.3252862,bf,1.65,15.555,13.120,0.024,21.682,0.475,V
2457738.82445,2016-12-16.3265744,bf,1.57,15.609,13.138,0.023,21.313,0.451,V
2457738.82573,2016-12-16.3278599,bf,1.61,15.664,13.064,0.021,22.814,0.431,V
2457739.78252,2016-12-17.2846090,be,1.64,15.669,13.092,0.020,22.240,0.423,V
2457739.78382,2016-12-17.2859017,be,1.72,15.586,13.077,0.023,22.547,0.459,V
2457739.78512,2016-12-17.2872039,be,1.69,15.549,13.100,0.023,22.094,0.472,V
2457742.77992,2016-12-20.2818704,be,1.63,15.647,13.092,0.021,22.241,0.432,V
2457742.78121,2016-12-20.2831626,be,1.66,15.665,13.117,0.021,21.731,0.425,V
2457742.78249,2016-12-20.2844431,be,1.59,15.663,13.107,0.021,21.927,0.425,V
2457742.83177,2016-12-20.3337225,bf,1.50,15.691,13.143,0.022,21.234,0.420,V
2457742.83307,2016-12-20.3350209,bf,1.55,15.751,13.123,0.020,21.611,0.396,V
2457742.83436,2016-12-20.3363087,bf,1.58,15.750,13.107,0.020,21.934,0.402,V
2457745.79126,2016-12-23.2930778,be,1.65,15.778,13.083,0.019,22.437,0.386,V
2457745.79262,2016-12-23.2944375,be,1.63,15.768,13.088,0.020,22.325,0.391,V
2457745.79390,2016-12-23.2957149,be,1.59,15.767,13.125,0.020,21.569,0.389,V
2457747.83763,2016-12-25.3393444,bf,1.59,15.820,13.105,0.019,21.971,0.377,V
2457747.83898,2016-12-25.3406983,bf,1.55,15.759,13.114,0.020,21.786,0.392,V
2457747.84027,2016-12-25.3419873,bf,1.54,15.769,13.131,0.020,21.462,0.394,V
2457749.75484,2016-12-27.2564579,be,1.63,15.794,13.102,0.019,22.032,0.381,V
2457749.75613,2016-12-27.2577508,be,1.74,15.734,13.093,0.019,22.222,0.395,V
2457749.75741,2016-12-27.2590332,be,1.72,15.724,13.096,0.019,22.150,0.404,V
2457751.79077,2016-12-29.2922877,bf,1.54,15.835,13.119,0.019,21.689,0.377,V
2457752.74971,2016-12-30.2511870,be,1.56,15.777,13.101,0.019,22.063,0.385,V
2457752.78712,2016-12-30.2885927,bf,1.50,15.901,13.097,0.017,22.148,0.356,V
2457752.78842,2016-12-30.2898938,bf,1.54,15.869,13.104,0.018,21.999,0.363,V
2457752.78971,2016-12-30.2911855,bf,1.59,15.765,13.127,0.020,21.528,0.395,V
