HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2456086.07373,2012-06-07.5712127,bb,2.23,15.693,14.131,0.052,8.545,0.409,V
2456086.07596,2012-06-07.5734415,bb,2.23,15.727,14.190,0.054,8.090,0.397,V
2457065.16688,2015-02-11.6698409,bd,1.56,15.574,14.317,0.069,7.198,0.455,V
2457065.16828,2015-02-11.6712336,bd,1.76,15.271,14.259,0.086,7.589,0.600,V
2457078.15009,2015-02-24.6526898,bd,1.57,16.105,14.214,0.039,7.914,0.282,V
2457078.15154,2015-02-24.6541396,bd,1.52,16.213,14.194,0.035,8.057,0.256,V
2457079.13886,2015-02-25.6414312,bd,1.70,15.898,14.216,0.047,7.891,0.339,V
2457079.14033,2015-02-25.6429021,bd,1.55,15.918,14.250,0.048,7.651,0.333,V
2457080.13858,2015-02-26.6411317,bd,1.71,15.962,14.220,0.045,7.871,0.320,V
2457080.13998,2015-02-26.6425372,bd,1.60,16.052,14.212,0.041,7.932,0.295,V
2457081.13029,2015-02-27.6328050,bd,1.66,15.930,14.247,0.047,7.676,0.329,V
2457081.13170,2015-02-27.6342211,bd,1.66,16.018,14.216,0.043,7.898,0.305,V
2457103.13116,2015-03-21.6331363,bd,1.56,16.056,14.206,0.040,7.972,0.293,V
2457104.13634,2015-03-22.6382513,bd,1.54,16.089,14.232,0.041,7.779,0.286,V
2457104.13796,2015-03-22.6398769,bd,1.57,15.979,14.257,0.045,7.606,0.315,V
2457106.12873,2015-03-24.6305437,bd,1.52,16.080,14.174,0.039,8.205,0.288,V
2457106.13033,2015-03-24.6321431,bd,1.59,16.010,14.221,0.043,7.855,0.307,V
2457109.08862,2015-03-27.5902703,bd,1.72,15.957,14.242,0.046,7.711,0.322,V
2457109.09030,2015-03-27.5919548,bd,1.54,16.076,14.243,0.042,7.702,0.289,V
2457110.09812,2015-03-28.5997158,bd,1.50,16.220,14.150,0.034,8.392,0.255,V
2457110.09973,2015-03-28.6013326,bd,1.56,15.984,14.184,0.043,8.138,0.315,V
